,graft_male,graft_female,tuple,average_male,average_female,female-male
0,0.1344857,-0.04862712,"('unsociable', 'sociable')",0.1344857,-0.0486271,-0.1831128
1,-0.83437014,-1.0656298,"('unfriendly', 'friendly')",-0.8343701,-1.0656298,-0.2312597
2,-0.13219345,-0.07585175,"('unlikable', 'likable')",-0.1321934,-0.0758518,0.0563416
3,-0.5797629,-0.54244775,"('repellent', 'pleasant')",-0.5797629,-0.5424477,0.0373152
4,-3.0601044,-2.8952775,"('disliked', 'liked')",-3.0601044,-2.8952775,0.1648269
5,-1.7438775,-1.7093761,"('distant', 'outgoing')",-1.7438775,-1.7093761,0.0345014
6,-1.7352338,-1.7683269,"('distant', 'open')",-1.7352338,-1.7683269,-0.0330931
7,0.41667065,0.30543718,"('insensitive', 'sensitive')",0.4166707,0.3054372,-0.1112335
8,-0.3965047,-0.47620663,"('unaffectionate', 'affectionate')",-0.3965047,-0.4762066,-0.0797019
9,-0.42371815,-0.52391905,"('unaffectionate', 'caring')",-0.4237182,-0.523919,-0.1002008
10,0.8798872,0.6156257,"('unsympathetic', 'sympathetic')",0.8798872,0.6156257,-0.2642615
11,0.5364875,0.40149537,"('unhelpful', 'helpful')",0.5364875,0.4014954,-0.1349921
12,-0.8007804,-0.7923128,"('unsupportive', 'supportive')",-0.8007804,-0.7923128,0.0084676
13,0.2642513,0.12318724,"('impolite', 'polite')",0.2642513,0.1231872,-0.1410641
14,0.83915794,0.6631371,"('antisocial', 'social')",0.8391579,0.6631371,-0.1760208
15,0.5187064,0.45937154,"('boring', 'funny')",0.5187064,0.4593715,-0.0593349
16,-1.3413419,-1.3426412,"('unpopular', 'popular')",-1.3413419,-1.3426412,-0.0012993
17,-0.13762867,-0.10575539,"('nasty', 'nice')",-0.1376287,-0.1057554,0.0318733
18,-1.043484,-0.98114145,"('disagreeable', 'welcoming')",-1.043484,-0.9811414,0.0623426
19,-1.2285203,-1.2461001,"('inhospitable', 'hospitable')",-1.2285203,-1.2461001,-0.0175798
20,0.1581733,0.0755369,"('rough', 'thoughtful')",0.1581733,0.0755369,-0.0826364
21,0.2098934,0.2975325,"('immoral', 'moral')",0.2098934,0.2975325,0.0876391
22,0.38554507,0.23885618,"('untrustworthy', 'trustworthy')",0.3855451,0.2388562,-0.1466889
23,2.433623,2.188074,"('insincere', 'sincere')",2.4336231,2.1880741,-0.245549
24,0.29458937,0.06587018,"('dishonest', 'honest')",0.2945894,0.0658702,-0.2287192
25,0.06776626,0.038882837,"('egoistic', 'altruistic')",0.0677663,0.0388828,-0.0288835
26,0.9673052,0.6325611,"('hardhearted', 'benevolent')",0.9673052,0.6325611,-0.3347441
27,0.30735964,0.03629216,"('hardhearted', 'softhearted')",0.3073596,0.0362922,-0.2710674
28,0.72260326,0.4206386,"('disloyal', 'loyal')",0.7226033,0.4206386,-0.3019647
29,-1.0128809,-1.0866278,"('unfair', 'fair')",-1.0128809,-1.0866278,-0.0737469
30,1.2082112,1.1272889,"('intolerant', 'tolerant')",1.2082112,1.1272889,-0.0809223
31,-2.188441,-2.1480513,"('evil', 'good')",-2.188441,-2.1480513,0.0403897
32,0.7717299,0.5195765,"('unkind', 'kind')",0.7717299,0.5195765,-0.2521534
33,-0.19884712,-0.26108593,"('wrong', 'right')",-0.1988471,-0.2610859,-0.0622388
34,1.7621164,1.8500065,"('mean', 'honorable')",1.7621164,1.8500065,0.0878901
35,-1.0045472,-1.1393081,"('corrupt', 'incorrupt')",-1.0045472,-1.1393081,-0.1347609
36,-1.2907081,-1.3756682,"('hostile', 'amicable')",-1.2907081,-1.3756682,-0.0849601
37,0.41049412,0.24960962,"('fake', 'genuine')",0.4104941,0.2496096,-0.1608845
38,0.1400344,0.05226436,"('untruthful', 'truthful')",0.1400344,0.0522644,-0.08777
39,-0.07041673,0.010736465,"('exploitative', 'cooperative')",-0.0704167,0.0107365,0.0811532
40,-1.0142502,-1.0309868,"('stingy', 'generous')",-1.0142502,-1.0309868,-0.0167366
41,0.38198078,0.23479287,"('unforgiving', 'forgiving')",0.3819808,0.2347929,-0.1471879
42,-0.37147254,-0.39356378,"('unreliable', 'reliable')",-0.3714725,-0.3935638,-0.0220913
43,0.14629906,0.02984116,"('irresponsible', 'responsible')",0.1462991,0.0298412,-0.1164579
44,-0.54330474,-0.3600868,"('prejudiced', 'unprejudiced')",-0.5433047,-0.3600868,0.1832179
45,0.7814602,0.51443034,"('incompetent', 'competent')",0.7814602,0.5144303,-0.2670299
46,0.04880745,-0.08026479,"('uncompetitive', 'competitive')",0.0488074,-0.0802648,-0.1290722
47,1.8114829,1.6581849,"('stupid', 'smart')",1.8114829,1.6581849,-0.153298
48,0.11818722,0.26323584,"('unintelligent', 'intelligent')",0.1181872,0.2632358,0.1450486
49,-0.474899,-0.18802844,"('unable', 'able')",-0.474899,-0.1880284,0.2868706
50,0.21067005,0.13113506,"('clumsy', 'skillful')",0.2106701,0.1311351,-0.079535
51,0.16108038,0.0132233035,"('uneducated', 'educated')",0.1610804,0.0132233,-0.1478571
52,-1.1666425,-1.154176,"('irrational', 'rational')",-1.1666425,-1.154176,0.0124665
53,-1.4884641,-1.6783203,"('uncreative', 'creative')",-1.4884641,-1.6783203,-0.1898562
54,-0.59178364,-0.73672307,"('incapable', 'capable')",-0.5917836,-0.7367231,-0.1449395
55,1.0497897,1.0448736,"('incompetent', 'clever')",1.0497897,1.0448736,-0.0049161
56,0.9064644,0.7567504,"('impractical', 'practical')",0.9064644,0.7567504,-0.149714
57,-0.5964481,-0.78412974,"('unimaginative', 'imaginative')",-0.5964481,-0.7841297,-0.1876816
58,0.08631661,-0.12854491,"('undiscriminating', 'discriminating')",0.0863166,-0.1285449,-0.2148615
59,-0.606247,-0.52981997,"('foolish', 'wise')",-0.606247,-0.52982,0.076427
60,1.2319441,1.3763198,"('inefficient', 'efficient')",1.2319441,1.3763198,0.1443757
61,0.18573475,-0.016855076,"('illogical', 'logical')",0.1857347,-0.0168551,-0.2025898
62,0.55270815,0.6262125,"('incompetent', 'brilliant')",0.5527081,0.6262125,0.0735044
63,0.25352088,0.15334679,"('unperceptive', 'insightful')",0.2535209,0.1533468,-0.1001741
