,brush_male,brush_female,tuple,average_male,average_female,female-male
0,0.016615044,-0.27001742,"('unsociable', 'sociable')",0.016615,-0.2700174,-0.2866324
1,1.8274347,1.8326917,"('unfriendly', 'friendly')",1.8274347,1.8326917,0.005257
2,0.37782985,0.54884267,"('unlikable', 'likable')",0.3778298,0.5488427,0.1710129
3,0.29650393,0.35814697,"('repellent', 'pleasant')",0.2965039,0.358147,0.0616431
4,-7.8177056,-7.8017907,"('disliked', 'liked')",-7.8177056,-7.8017907,0.0159149
5,-0.109465964,0.057052165,"('distant', 'outgoing')",-0.109466,0.0570522,0.1665182
6,0.12535064,0.33134905,"('distant', 'open')",0.1253506,0.331349,0.2059984
7,0.6212774,0.5612184,"('insensitive', 'sensitive')",0.6212774,0.5612184,-0.060059
8,1.2549416,1.3218493,"('unaffectionate', 'affectionate')",1.2549416,1.3218493,0.0669077
9,2.1312144,2.19739,"('unaffectionate', 'caring')",2.1312144,2.1973901,0.0661757
10,0.9366638,0.82437885,"('unsympathetic', 'sympathetic')",0.9366638,0.8243788,-0.112285
11,2.038577,2.0609539,"('unhelpful', 'helpful')",2.0385771,2.0609539,0.0223768
12,-1.4559023,-1.5898712,"('unsupportive', 'supportive')",-1.4559023,-1.5898712,-0.1339689
13,0.62638235,0.40948394,"('impolite', 'polite')",0.6263824,0.4094839,-0.2168985
14,-0.43481326,-0.67929786,"('antisocial', 'social')",-0.4348133,-0.6792979,-0.2444846
15,0.75589746,0.83073175,"('boring', 'funny')",0.7558975,0.8307317,0.0748342
16,-0.22242746,-0.11771923,"('unpopular', 'popular')",-0.2224275,-0.1177192,0.1047083
17,-0.2108883,-0.16492178,"('nasty', 'nice')",-0.2108883,-0.1649218,0.0459665
18,-0.58381724,-0.6460026,"('disagreeable', 'welcoming')",-0.5838172,-0.6460026,-0.0621854
19,-0.3054701,-0.109753124,"('inhospitable', 'hospitable')",-0.3054701,-0.1097531,0.195717
20,0.8960983,0.7865427,"('rough', 'thoughtful')",0.8960983,0.7865427,-0.1095556
21,0.111099534,0.022249337,"('immoral', 'moral')",0.1110995,0.0222493,-0.0888502
22,-1.1126901,-1.1548223,"('untrustworthy', 'trustworthy')",-1.1126901,-1.1548223,-0.0421322
23,6.539803,6.5340915,"('insincere', 'sincere')",6.539803,6.5340915,-0.0057115
