,affair_male,affair_female,tuple,average_male,average_female,female-male
0,0.118349016,0.03618354,"('unsociable', 'sociable')",0.118349,0.0361835,-0.0821655
1,0.5793536,0.436344,"('unfriendly', 'friendly')",0.5793536,0.436344,-0.1430096
2,0.054043412,0.105253786,"('unlikable', 'likable')",0.0540434,0.1052538,0.0512104
3,0.96428895,0.9620138,"('repellent', 'pleasant')",0.9642889,0.9620138,-0.0022751
4,-7.599711,-7.7617464,"('disliked', 'liked')",-7.5997109,-7.7617464,-0.1620355
5,-1.0672021,-1.1165597,"('distant', 'outgoing')",-1.0672021,-1.1165597,-0.0493576
6,-0.5242606,-0.6233734,"('distant', 'open')",-0.5242606,-0.6233734,-0.0991128
7,1.080619,1.126819,"('insensitive', 'sensitive')",1.080619,1.126819,0.0462
8,0.64317644,0.49371964,"('unaffectionate', 'affectionate')",0.6431764,0.4937196,-0.1494568
9,1.1504726,1.1378944,"('unaffectionate', 'caring')",1.1504726,1.1378944,-0.0125782
10,1.3363838,1.3892182,"('unsympathetic', 'sympathetic')",1.3363838,1.3892182,0.0528344
11,1.7986006,1.8893721,"('unhelpful', 'helpful')",1.7986006,1.8893721,0.0907715
12,-1.8579684,-1.8992519,"('unsupportive', 'supportive')",-1.8579684,-1.8992519,-0.0412835
13,0.06735639,0.06907199,"('impolite', 'polite')",0.0673564,0.069072,0.0017156
14,0.36356348,0.29274914,"('antisocial', 'social')",0.3635635,0.2927491,-0.0708144
15,-0.042508714,-0.12486926,"('boring', 'funny')",-0.0425087,-0.1248693,-0.0823606
16,-0.5123405,-0.5673208,"('unpopular', 'popular')",-0.5123405,-0.5673208,-0.0549803
17,-0.35216105,-0.34069306,"('nasty', 'nice')",-0.352161,-0.3406931,0.0114679
18,-1.0662192,-1.1151464,"('disagreeable', 'welcoming')",-1.0662192,-1.1151464,-0.0489272
19,-1.180654,-1.1560042,"('inhospitable', 'hospitable')",-1.180654,-1.1560042,0.0246498
20,1.1909249,1.1077156,"('rough', 'thoughtful')",1.1909249,1.1077156,-0.0832093
21,0.1902261,0.31384832,"('immoral', 'moral')",0.1902261,0.3138483,0.1236222
22,-0.04487863,-0.066238314,"('untrustworthy', 'trustworthy')",-0.0448786,-0.0662383,-0.0213597
23,6.2344065,6.283893,"('insincere', 'sincere')",6.2344065,6.2838931,0.0494866
24,1.7225351,1.6351882,"('dishonest', 'honest')",1.7225351,1.6351882,-0.0873469
25,0.16421545,0.061117142,"('egoistic', 'altruistic')",0.1642154,0.0611171,-0.1030983
26,0.5554788,0.44619063,"('hardhearted', 'benevolent')",0.5554788,0.4461906,-0.1092882
27,1.4253073,1.2207581,"('hardhearted', 'softhearted')",1.4253073,1.2207581,-0.2045492
28,1.2033858,1.1651012,"('disloyal', 'loyal')",1.2033858,1.1651012,-0.0382846
29,-0.4440211,-0.6002777,"('unfair', 'fair')",-0.4440211,-0.6002777,-0.1562566
30,0.8881991,0.93627375,"('intolerant', 'tolerant')",0.8881991,0.9362738,0.0480747
