,instrumentation_male,instrumentation_female,tuple,average_male,average_female,female-male
0,-0.40281978,-0.5514108,"('unsociable', 'sociable')",-0.4028198,-0.5514108,-0.148591
1,1.5990036,1.5920877,"('unfriendly', 'friendly')",1.5990036,1.5920877,-0.0069159
2,0.14726779,0.44935715,"('unlikable', 'likable')",0.1472678,0.4493572,0.3020894
3,0.14025433,0.31613702,"('repellent', 'pleasant')",0.1402543,0.316137,0.1758827
4,-7.3873816,-7.410429,"('disliked', 'liked')",-7.3873816,-7.410429,-0.0230474
5,-0.18583082,0.011858102,"('distant', 'outgoing')",-0.1858308,0.0118581,0.1976889
6,0.0035915412,0.20861323,"('distant', 'open')",0.0035915,0.2086132,0.2050217
7,0.42843547,0.45754793,"('insensitive', 'sensitive')",0.4284355,0.4575479,0.0291124
8,1.4423267,1.4349116,"('unaffectionate', 'affectionate')",1.4423267,1.4349116,-0.0074151
9,1.945177,2.0032809,"('unaffectionate', 'caring')",1.945177,2.0032809,0.0581039
10,0.22234052,0.39795122,"('unsympathetic', 'sympathetic')",0.2223405,0.3979512,0.1756107
11,2.0425282,2.0198917,"('unhelpful', 'helpful')",2.0425282,2.0198917,-0.0226365
12,-1.5810828,-1.5775762,"('unsupportive', 'supportive')",-1.5810828,-1.5775762,0.0035066
13,-0.12679234,-0.08057696,"('impolite', 'polite')",-0.1267923,-0.080577,0.0462153
14,-0.35211387,-0.58866787,"('antisocial', 'social')",-0.3521139,-0.5886679,-0.236554
15,0.4084204,0.4700678,"('boring', 'funny')",0.4084204,0.4700678,0.0616474
16,-0.037548438,-0.012109563,"('unpopular', 'popular')",-0.0375484,-0.0121096,0.0254388
17,-0.41576543,-0.33424106,"('nasty', 'nice')",-0.4157654,-0.3342411,0.0815243
18,-0.43290734,-0.5385019,"('disagreeable', 'welcoming')",-0.4329073,-0.5385019,-0.1055946
19,-0.78670037,-0.50355726,"('inhospitable', 'hospitable')",-0.7867004,-0.5035573,0.2831431
20,1.1145637,0.8730876,"('rough', 'thoughtful')",1.1145637,0.8730876,-0.2414761
21,-0.5697173,-0.44912976,"('immoral', 'moral')",-0.5697173,-0.4491298,0.1205875
22,-1.0338341,-0.8198307,"('untrustworthy', 'trustworthy')",-1.0338341,-0.8198307,0.2140034
23,6.309021,6.3436003,"('insincere', 'sincere')",6.309021,6.3436003,0.0345793
24,1.2925056,1.3696806,"('dishonest', 'honest')",1.2925056,1.3696806,0.077175
25,1.0966763,0.96809715,"('egoistic', 'altruistic')",1.0966763,0.9680972,-0.1285791
26,1.011619,0.6950487,"('hardhearted', 'benevolent')",1.011619,0.6950487,-0.3165703
27,1.4060947,1.2535129,"('hardhearted', 'softhearted')",1.4060947,1.2535129,-0.1525818
28,1.2545714,1.1252937,"('disloyal', 'loyal')",1.2545714,1.1252937,-0.1292777
29,-0.80355924,-0.80504864,"('unfair', 'fair')",-0.8035592,-0.8050486,-0.0014894
30,0.65516293,0.6138987,"('intolerant', 'tolerant')",0.6551629,0.6138987,-0.0412642
31,-1.0026217,-1.0134485,"('evil', 'good')",-1.0026217,-1.0134485,-0.0108268
