,tenth_male,tenth_female,tuple,average_male,average_female,female-male
0,0.5319034,0.44190365,"('unsociable', 'sociable')",0.5319034,0.4419037,-0.0899997
1,0.84924585,0.86198086,"('unfriendly', 'friendly')",0.8492458,0.8619809,0.0127351
2,0.013799898,0.18559544,"('unlikable', 'likable')",0.0137999,0.1855954,0.1717955
3,0.84858066,0.9812257,"('repellent', 'pleasant')",0.8485807,0.9812257,0.132645
4,-7.2342353,-7.430034,"('disliked', 'liked')",-7.2342353,-7.4300342,-0.1957989
5,-0.7437099,-0.70522594,"('distant', 'outgoing')",-0.7437099,-0.7052259,0.038484
6,-0.19953439,-0.29043636,"('distant', 'open')",-0.1995344,-0.2904364,-0.090902
7,1.5668966,1.5193943,"('insensitive', 'sensitive')",1.5668966,1.5193943,-0.0475023
8,0.78485656,0.7610196,"('unaffectionate', 'affectionate')",0.7848566,0.7610196,-0.023837
9,1.0995805,1.111738,"('unaffectionate', 'caring')",1.0995805,1.111738,0.0121575
10,1.3508043,1.385984,"('unsympathetic', 'sympathetic')",1.3508043,1.3859839,0.0351796
11,1.7217047,1.800384,"('unhelpful', 'helpful')",1.7217047,1.800384,0.0786793
12,-1.5330757,-1.5076789,"('unsupportive', 'supportive')",-1.5330757,-1.5076789,0.0253968
13,0.14507261,0.34656066,"('impolite', 'polite')",0.1450726,0.3465607,0.2014881
14,0.38278672,0.43917957,"('antisocial', 'social')",0.3827867,0.4391796,0.0563929
15,0.4859259,0.44701207,"('boring', 'funny')",0.4859259,0.4470121,-0.0389138
16,-0.84442955,-0.8973093,"('unpopular', 'popular')",-0.8444296,-0.8973093,-0.0528797
17,0.06590385,0.07041668,"('nasty', 'nice')",0.0659038,0.0704167,0.0045129
18,-0.571268,-0.45577112,"('disagreeable', 'welcoming')",-0.571268,-0.4557711,0.1154969
19,-0.7290126,-0.7012595,"('inhospitable', 'hospitable')",-0.7290126,-0.7012595,0.0277531
20,0.7058905,0.5411503,"('rough', 'thoughtful')",0.7058905,0.5411503,-0.1647402
21,0.04404995,0.28798416,"('immoral', 'moral')",0.0440499,0.2879842,0.2439343
22,0.057598617,0.1027078,"('untrustworthy', 'trustworthy')",0.0575986,0.1027078,0.0451092
23,6.12342,6.3388343,"('insincere', 'sincere')",6.1234198,6.3388343,0.2154145
24,1.3616967,1.4648131,"('dishonest', 'honest')",1.3616967,1.4648131,0.1031164
25,0.52905107,0.55873376,"('egoistic', 'altruistic')",0.5290511,0.5587338,0.0296827
26,1.3672739,1.1480125,"('hardhearted', 'benevolent')",1.3672739,1.1480125,-0.2192614
27,1.9111066,1.7044711,"('hardhearted', 'softhearted')",1.9111066,1.7044711,-0.2066355
28,1.4330907,1.3178474,"('disloyal', 'loyal')",1.4330907,1.3178474,-0.1152433
29,-0.50124955,-0.6668687,"('unfair', 'fair')",-0.5012496,-0.6668687,-0.1656191
30,0.84897965,0.99870753,"('intolerant', 'tolerant')",0.8489797,0.9987075,0.1497278
31,-1.5493124,-1.6008688,"('evil', 'good')",-1.5493124,-1.6008688,-0.0515564
32,1.3240682,1.2374411,"('unkind', 'kind')",1.3240682,1.2374411,-0.0866271
33,-0.50590837,-0.54346085,"('wrong', 'right')",-0.5059084,-0.5434608,-0.0375524
34,4.0259285,4.3521485,"('mean', 'honorable')",4.0259285,4.3521485,0.32622
