,celebrity_male,celebrity_female,tuple,average_male,average_female,female-male
0,0.25057843,0.3149185,"('unsociable', 'sociable')",0.2505784,0.3149185,0.0643401
1,0.8518051,0.9105868,"('unfriendly', 'friendly')",0.8518051,0.9105868,0.0587817
2,-0.059786532,0.0075555407,"('unlikable', 'likable')",-0.0597865,0.0075555,0.067342
3,0.7082744,0.7315799,"('repellent', 'pleasant')",0.7082744,0.7315799,0.0233055
4,-7.570825,-7.7116394,"('disliked', 'liked')",-7.5708251,-7.7116394,-0.1408143
5,-1.0934113,-1.1393908,"('distant', 'outgoing')",-1.0934113,-1.1393908,-0.0459795
6,-0.65113163,-0.719146,"('distant', 'open')",-0.6511316,-0.719146,-0.0680144
7,0.9827554,1.0507016,"('insensitive', 'sensitive')",0.9827554,1.0507016,0.0679462
8,0.7499353,0.7231604,"('unaffectionate', 'affectionate')",0.7499353,0.7231604,-0.0267749
9,1.4294137,1.5809498,"('unaffectionate', 'caring')",1.4294137,1.5809498,0.1515361
10,1.4038953,1.445712,"('unsympathetic', 'sympathetic')",1.4038953,1.445712,0.0418167
11,1.5283213,1.7488041,"('unhelpful', 'helpful')",1.5283213,1.7488041,0.2204828
12,-1.7312626,-1.6697615,"('unsupportive', 'supportive')",-1.7312626,-1.6697615,0.0615011
13,0.27877992,0.35360378,"('impolite', 'polite')",0.2787799,0.3536038,0.0748239
14,0.51229095,0.50401807,"('antisocial', 'social')",0.512291,0.5040181,-0.0082729
15,0.11914175,0.08471283,"('boring', 'funny')",0.1191418,0.0847128,-0.034429
16,-0.7167257,-0.6720347,"('unpopular', 'popular')",-0.7167257,-0.6720347,0.044691
17,-0.5401925,-0.5295749,"('nasty', 'nice')",-0.5401925,-0.5295749,0.0106176
18,-0.5817282,-0.66970366,"('disagreeable', 'welcoming')",-0.5817282,-0.6697037,-0.0879755
19,-0.94394445,-0.89733654,"('inhospitable', 'hospitable')",-0.9439445,-0.8973365,0.046608
20,0.9777464,0.92982435,"('rough', 'thoughtful')",0.9777464,0.9298244,-0.047922
21,0.0622881,0.17584871,"('immoral', 'moral')",0.0622881,0.1758487,0.1135606
22,-0.09584719,-0.09901731,"('untrustworthy', 'trustworthy')",-0.0958472,-0.0990173,-0.0031701
23,6.462996,6.6502776,"('insincere', 'sincere')",6.462996,6.6502776,0.1872816
24,1.6424582,1.6046159,"('dishonest', 'honest')",1.6424582,1.6046159,-0.0378423
25,0.053462744,-0.052039318,"('egoistic', 'altruistic')",0.0534627,-0.0520393,-0.105502
26,0.6865983,0.7262354,"('hardhearted', 'benevolent')",0.6865983,0.7262354,0.0396371
27,1.7856214,1.6245643,"('hardhearted', 'softhearted')",1.7856214,1.6245643,-0.1610571
28,0.9643644,1.0540519,"('disloyal', 'loyal')",0.9643644,1.0540519,0.0896875
29,-0.6827149,-0.84059465,"('unfair', 'fair')",-0.6827149,-0.8405946,-0.1578797
30,1.2857459,1.3355088,"('intolerant', 'tolerant')",1.2857459,1.3355088,0.0497629
31,-2.0693927,-2.170546,"('evil', 'good')",-2.0693927,-2.1705461,-0.1011534
32,1.1738487,1.283283,"('unkind', 'kind')",1.1738487,1.283283,0.1094343
33,-0.68776274,-0.7247069,"('wrong', 'right')",-0.6877627,-0.7247069,-0.0369442
34,4.517455,4.728306,"('mean', 'honorable')",4.5174551,4.7283058,0.2108507
35,-1.148885,-1.372182,"('corrupt', 'incorrupt')",-1.148885,-1.372182,-0.223297
36,-1.20526,-1.2882054,"('hostile', 'amicable')",-1.20526,-1.2882054,-0.0829454
37,0.7322149,0.7021759,"('fake', 'genuine')",0.7322149,0.7021759,-0.030039
38,-0.29666317,-0.09658229,"('untruthful', 'truthful')",-0.2966632,-0.0965823,0.2000809
39,0.46810144,0.42875272,"('exploitative', 'cooperative')",0.4681014,0.4287527,-0.0393487
40,-1.7111989,-1.938115,"('stingy', 'generous')",-1.7111989,-1.938115,-0.2269161
41,0.24849185,0.27658522,"('unforgiving', 'forgiving')",0.2484919,0.2765852,0.0280933
42,-2.537419,-2.659439,"('unreliable', 'reliable')",-2.5374191,-2.6594391,-0.12202
43,1.3578564,1.4853342,"('irresponsible', 'responsible')",1.3578564,1.4853342,0.1274778
44,-0.876421,-1.0129708,"('prejudiced', 'unprejudiced')",-0.876421,-1.0129708,-0.1365498
45,0.25375447,0.31874496,"('incompetent', 'competent')",0.2537545,0.318745,0.0649905
46,-0.091971904,-0.10345639,"('uncompetitive', 'competitive')",-0.0919719,-0.1034564,-0.0114845
47,5.102733,5.2822776,"('stupid', 'smart')",5.1027331,5.2822776,0.1795445
