,pawnshop_male,pawnshop_female,tuple,average_male,average_female,female-male
0,-0.18469015,-0.25700414,"('unsociable', 'sociable')",-0.1846901,-0.2570041,-0.072314
1,-0.79078656,-0.7532356,"('unfriendly', 'friendly')",-0.7907866,-0.7532356,0.037551
2,0.37287763,0.4319265,"('unlikable', 'likable')",0.3728776,0.4319265,0.0590489
3,-0.46998593,-0.36661318,"('repellent', 'pleasant')",-0.4699859,-0.3666132,0.1033727
4,-1.4818383,-1.5018857,"('disliked', 'liked')",-1.4818383,-1.5018857,-0.0200474
5,-0.2424653,-0.16058904,"('distant', 'outgoing')",-0.2424653,-0.160589,0.0818763
6,-0.15132916,-0.042579442,"('distant', 'open')",-0.1513292,-0.0425794,0.1087498
7,-0.5245037,-0.4623766,"('insensitive', 'sensitive')",-0.5245037,-0.4623766,0.0621271
8,-0.24869767,-0.27941847,"('unaffectionate', 'affectionate')",-0.2486977,-0.2794185,-0.0307208
9,-0.35853642,-0.37128994,"('unaffectionate', 'caring')",-0.3585364,-0.3712899,-0.0127535
10,-1.6391233,-1.5985256,"('unsympathetic', 'sympathetic')",-1.6391233,-1.5985256,0.0405977
11,-0.2437587,-0.2246651,"('unhelpful', 'helpful')",-0.2437587,-0.2246651,0.0190936
12,-1.5527114,-1.505567,"('unsupportive', 'supportive')",-1.5527114,-1.505567,0.0471444
13,-0.60621935,-0.6614552,"('impolite', 'polite')",-0.6062194,-0.6614552,-0.0552358
14,-0.10580994,-0.19031808,"('antisocial', 'social')",-0.1058099,-0.1903181,-0.0845082
15,0.19964671,0.1467456,"('boring', 'funny')",0.1996467,0.1467456,-0.0529011
16,0.2301758,0.269794,"('unpopular', 'popular')",0.2301758,0.269794,0.0396182
17,-0.39074594,-0.2846103,"('nasty', 'nice')",-0.3907459,-0.2846103,0.1061356
18,-0.74754757,-0.6989872,"('disagreeable', 'welcoming')",-0.7475476,-0.6989872,0.0485604
19,-0.61537635,-0.49536026,"('inhospitable', 'hospitable')",-0.6153764,-0.4953603,0.1200161
20,-0.33725822,-0.27429986,"('rough', 'thoughtful')",-0.3372582,-0.2742999,0.0629583
21,-0.93492067,-0.90878093,"('immoral', 'moral')",-0.9349207,-0.9087809,0.0261398
22,-0.79394233,-0.7943324,"('untrustworthy', 'trustworthy')",-0.7939423,-0.7943324,-0.0003901
23,0.88143396,0.90970016,"('insincere', 'sincere')",0.881434,0.9097002,0.0282662
24,-0.22593811,-0.26099443,"('dishonest', 'honest')",-0.2259381,-0.2609944,-0.0350563
25,0.49678814,0.4828277,"('egoistic', 'altruistic')",0.4967881,0.4828277,-0.0139604
26,0.3423823,0.29116127,"('hardhearted', 'benevolent')",0.3423823,0.2911613,-0.051221
27,0.2838666,0.2812556,"('hardhearted', 'softhearted')",0.2838666,0.2812556,-0.002611
28,-0.76088697,-0.84580857,"('disloyal', 'loyal')",-0.760887,-0.8458086,-0.0849216
29,-0.32122892,-0.36067188,"('unfair', 'fair')",-0.3212289,-0.3606719,-0.039443
30,-0.59310275,-0.5954722,"('intolerant', 'tolerant')",-0.5931028,-0.5954722,-0.0023694
31,-0.6137039,-0.5112151,"('evil', 'good')",-0.6137039,-0.5112151,0.1024888
32,0.19794843,0.1427969,"('unkind', 'kind')",0.1979484,0.1427969,-0.0551515
33,0.10625332,0.06086892,"('wrong', 'right')",0.1062533,0.0608689,-0.0453844
34,1.2936931,1.5168686,"('mean', 'honorable')",1.2936931,1.5168686,0.2231755
35,0.45462435,0.3982521,"('corrupt', 'incorrupt')",0.4546244,0.3982521,-0.0563723
36,-0.31836906,-0.25419098,"('hostile', 'amicable')",-0.3183691,-0.254191,0.0641781
37,-0.6006497,-0.5309058,"('fake', 'genuine')",-0.6006497,-0.5309058,0.0697439
38,-0.14449356,-0.12291828,"('untruthful', 'truthful')",-0.1444936,-0.1229183,0.0215753
39,-0.17095298,-0.16962594,"('exploitative', 'cooperative')",-0.170953,-0.1696259,0.0013271
40,-1.5231031,-1.507378,"('stingy', 'generous')",-1.5231031,-1.507378,0.0157251
41,-0.34412274,-0.3204327,"('unforgiving', 'forgiving')",-0.3441227,-0.3204327,0.02369
42,-0.56646687,-0.56720483,"('unreliable', 'reliable')",-0.5664669,-0.5672048,-0.0007379
43,-0.7374677,-0.6911845,"('irresponsible', 'responsible')",-0.7374677,-0.6911845,0.0462832
44,0.08907586,0.11874702,"('prejudiced', 'unprejudiced')",0.0890759,0.118747,0.0296711
45,-1.0477202,-0.94740164,"('incompetent', 'competent')",-1.0477202,-0.9474016,0.1003186
46,-0.99749225,-0.95405936,"('uncompetitive', 'competitive')",-0.9974923,-0.9540594,0.0434329
47,1.5623163,1.6538526,"('stupid', 'smart')",1.5623163,1.6538526,0.0915363
48,-1.594456,-1.6113262,"('unintelligent', 'intelligent')",-1.594456,-1.6113262,-0.0168702
49,-1.2056675,-1.0931053,"('unable', 'able')",-1.2056675,-1.0931053,0.1125622
50,-0.026037406,-0.02808091,"('clumsy', 'skillful')",-0.0260374,-0.0280809,-0.0020435
51,-0.3553413,-0.44405663,"('uneducated', 'educated')",-0.3553413,-0.4440566,-0.0887153
52,-0.36118457,-0.48145837,"('irrational', 'rational')",-0.3611846,-0.4814584,-0.1202738
53,-1.1665951,-1.1400183,"('uncreative', 'creative')",-1.1665951,-1.1400183,0.0265768
54,0.17731354,0.19676362,"('incapable', 'capable')",0.1773135,0.1967636,0.0194501
55,-0.5860171,-0.5567446,"('incompetent', 'clever')",-0.5860171,-0.5567446,0.0292725
56,0.19334768,0.1747044,"('impractical', 'practical')",0.1933477,0.1747044,-0.0186433
57,-2.3753061,-2.3805356,"('unimaginative', 'imaginative')",-2.3753061,-2.3805356,-0.0052295
58,0.13323998,0.13968897,"('undiscriminating', 'discriminating')",0.13324,0.139689,0.006449
59,-0.109435745,-0.17936972,"('foolish', 'wise')",-0.1094357,-0.1793697,-0.069934
60,0.06002509,0.1264394,"('inefficient', 'efficient')",0.0600251,0.1264394,0.0664143
61,-0.73503286,-0.8283067,"('illogical', 'logical')",-0.7350329,-0.8283067,-0.0932738
62,-0.8848322,-0.81268203,"('incompetent', 'brilliant')",-0.8848322,-0.812682,0.0721502
63,-0.48526973,-0.42866337,"('unperceptive', 'insightful')",-0.4852697,-0.4286634,0.0566063
64,-2.1417298,-2.2477098,"('shy', 'confident')",-2.1417298,-2.2477098,-0.10598
65,-0.92714405,-1.0234201,"('insecure', 'secure')",-0.9271441,-1.0234201,-0.096276
66,-0.27272934,-0.26238322,"('inactive', 'active')",-0.2727293,-0.2623832,0.0103461
67,0.9774717,0.94647336,"('doubtful', 'determined')",0.9774717,0.9464734,-0.0309983
68,-1.3465254,-1.3699127,"('dependent', 'independent')",-1.3465254,-1.3699127,-0.0233873
69,-0.0009913146,0.058827747,"('lazy', 'industrious')",-0.0009913,0.0588277,0.059819
70,-0.7395938,-0.74318874,"('lethargic', 'energetic')",-0.7395938,-0.7431887,-0.0035949
71,0.51333046,0.5856347,"('diffident', 'self-confident')",0.5133305,0.5856347,0.0723042
72,-0.4338029,-0.49772912,"('unambitious', 'ambitious')",-0.4338029,-0.4977291,-0.0639262
73,-0.3019331,-0.33137742,"('helpless', 'self-reliant')",-0.3019331,-0.3313774,-0.0294443
74,0.044021726,0.05677317,"('undedicated', 'dedicated')",0.0440217,0.0567732,0.0127515
75,-0.25523695,-0.21425141,"('meek', 'impulsive')",-0.255237,-0.2142514,0.0409856
76,-0.16879103,-0.15778127,"('anxious', 'daring')",-0.168791,-0.1577813,0.0110097
77,-0.8438814,-0.75246096,"('unmotivated', 'motivated')",-0.8438814,-0.752461,0.0914204
78,-0.4114488,-0.29410815,"('nonresilient', 'resilient')",-0.4114488,-0.2941082,0.1173406
79,-0.5636291,-0.5047403,"('wavering', 'unwavering')",-0.5636291,-0.5047403,0.0588888
80,-0.0034646913,-0.0758676,"('dominated', 'dominating')",-0.0034647,-0.0758676,-0.0724029
81,-1.4587777,-1.5349469,"('submissive', 'aggressive')",-1.4587777,-1.5349469,-0.0761692
82,0.8785521,0.9434328,"('poor', 'rich')",0.8785521,0.9434328,0.0648807
