,spokesman_male,spokesman_female,tuple,average_male,average_female,female-male
0,0.80261904,0.6124701,"('unsociable', 'sociable')",0.802619,0.6124701,-0.1901489
1,0.8634755,0.95773476,"('unfriendly', 'friendly')",0.8634755,0.9577348,0.0942593
2,0.32956588,0.34166762,"('unlikable', 'likable')",0.3295659,0.3416676,0.0121017
3,0.4053791,0.4218777,"('repellent', 'pleasant')",0.4053791,0.4218777,0.0164986
4,-7.2908144,-7.402874,"('disliked', 'liked')",-7.2908144,-7.402874,-0.1120596
5,-1.420398,-1.3306319,"('distant', 'outgoing')",-1.420398,-1.3306319,0.0897661
6,-1.1684934,-1.0169569,"('distant', 'open')",-1.1684934,-1.0169569,0.1515365
7,1.9298598,1.8487955,"('insensitive', 'sensitive')",1.9298598,1.8487955,-0.0810643
8,0.5120995,0.61891484,"('unaffectionate', 'affectionate')",0.5120995,0.6189148,0.1068153
9,1.6937276,1.773466,"('unaffectionate', 'caring')",1.6937276,1.773466,0.0797384
10,1.8585544,1.7453146,"('unsympathetic', 'sympathetic')",1.8585544,1.7453146,-0.1132398
11,2.6884098,2.5950933,"('unhelpful', 'helpful')",2.6884098,2.5950933,-0.0933165
12,-0.81849164,-0.8642738,"('unsupportive', 'supportive')",-0.8184916,-0.8642738,-0.0457822
13,0.9070375,0.69809777,"('impolite', 'polite')",0.9070375,0.6980978,-0.2089397
14,0.81400234,0.67714363,"('antisocial', 'social')",0.8140023,0.6771436,-0.1368587
15,0.33663973,0.2862114,"('boring', 'funny')",0.3366397,0.2862114,-0.0504283
16,-0.9666447,-0.91270924,"('unpopular', 'popular')",-0.9666447,-0.9127092,0.0539355
17,-0.086260155,-0.11027661,"('nasty', 'nice')",-0.0862602,-0.1102766,-0.0240164
18,-0.8548891,-0.8142264,"('disagreeable', 'welcoming')",-0.8548891,-0.8142264,0.0406627
19,-0.69442856,-0.6230156,"('inhospitable', 'hospitable')",-0.6944286,-0.6230156,0.071413
20,1.2053183,1.1648401,"('rough', 'thoughtful')",1.2053183,1.1648401,-0.0404782
21,1.3500366,1.2032667,"('immoral', 'moral')",1.3500366,1.2032667,-0.1467699
22,0.7785042,0.5548353,"('untrustworthy', 'trustworthy')",0.7785042,0.5548353,-0.2236689
23,7.289779,7.2646537,"('insincere', 'sincere')",7.2897792,7.2646537,-0.0251255
24,2.2133389,2.1067512,"('dishonest', 'honest')",2.2133389,2.1067512,-0.1065877
25,0.00860545,0.12264355,"('egoistic', 'altruistic')",0.0086055,0.1226436,0.1140381
26,1.3518673,1.4224888,"('hardhearted', 'benevolent')",1.3518673,1.4224888,0.0706215
27,1.4950187,1.4262937,"('hardhearted', 'softhearted')",1.4950187,1.4262937,-0.068725
28,1.1863165,1.1554414,"('disloyal', 'loyal')",1.1863165,1.1554414,-0.0308751
29,-0.50899076,-0.62790745,"('unfair', 'fair')",-0.5089908,-0.6279075,-0.1189167
30,1.5057173,1.4379053,"('intolerant', 'tolerant')",1.5057173,1.4379053,-0.067812
31,-2.2928975,-2.1538763,"('evil', 'good')",-2.2928975,-2.1538763,0.1390212
32,1.494732,1.4138261,"('unkind', 'kind')",1.494732,1.4138261,-0.0809059
33,-0.8237849,-0.87370354,"('wrong', 'right')",-0.8237849,-0.8737035,-0.0499186
34,5.168107,5.3683057,"('mean', 'honorable')",5.168107,5.3683057,0.2001987
35,-1.0750911,-1.1029518,"('corrupt', 'incorrupt')",-1.0750911,-1.1029518,-0.0278607
36,-1.313287,-1.2177558,"('hostile', 'amicable')",-1.313287,-1.2177558,0.0955312
37,1.3759794,1.3385485,"('fake', 'genuine')",1.3759794,1.3385485,-0.0374309
38,0.7139171,0.6806248,"('untruthful', 'truthful')",0.7139171,0.6806248,-0.0332923
39,0.45066264,0.37653232,"('exploitative', 'cooperative')",0.4506626,0.3765323,-0.0741303
40,-2.500376,-2.5572636,"('stingy', 'generous')",-2.500376,-2.5572636,-0.0568876
41,0.5938279,0.5087276,"('unforgiving', 'forgiving')",0.5938279,0.5087276,-0.0851003
42,-2.2271276,-2.3244157,"('unreliable', 'reliable')",-2.2271276,-2.3244157,-0.0972881
43,2.5255704,2.4048214,"('irresponsible', 'responsible')",2.5255704,2.4048214,-0.120749
44,-1.5647542,-1.5803249,"('prejudiced', 'unprejudiced')",-1.5647542,-1.5803249,-0.0155707
45,0.94861823,0.85659605,"('incompetent', 'competent')",0.9486182,0.8565961,-0.0920221
46,0.18124594,-0.012165278,"('uncompetitive', 'competitive')",0.1812459,-0.0121653,-0.1934112
47,5.872325,5.963873,"('stupid', 'smart')",5.8723249,5.9638729,0.091548
48,0.7690721,0.7651542,"('unintelligent', 'intelligent')",0.7690721,0.7651542,-0.0039179
49,0.121084765,0.18455248,"('unable', 'able')",0.1210848,0.1845525,0.0634677
50,-0.4437419,-0.46296299,"('clumsy', 'skillful')",-0.4437419,-0.462963,-0.0192211
51,0.77954143,0.65488136,"('uneducated', 'educated')",0.7795414,0.6548814,-0.12466
52,-1.1781843,-1.1634638,"('irrational', 'rational')",-1.1781843,-1.1634638,0.0147205
53,-0.37681624,-0.37228984,"('uncreative', 'creative')",-0.3768162,-0.3722898,0.0045264
54,1.0274023,1.1330132,"('incapable', 'capable')",1.0274023,1.1330132,0.1056109
55,1.6842935,1.5663732,"('incompetent', 'clever')",1.6842935,1.5663732,-0.1179203
56,1.8984554,1.7480903,"('impractical', 'practical')",1.8984554,1.7480903,-0.1503651
