,goggles_male,goggles_female,tuple,average_male,average_female,female-male
0,-0.29168686,-0.42096305,"('unsociable', 'sociable')",-0.2916869,-0.420963,-0.1292761
1,0.7575409,0.55544436,"('unfriendly', 'friendly')",0.7575409,0.5554444,-0.2020965
2,0.12858221,0.054318044,"('unlikable', 'likable')",0.1285822,0.054318,-0.0742642
3,-0.65948695,-0.48594257,"('repellent', 'pleasant')",-0.6594869,-0.4859426,0.1735443
4,-3.418909,-3.6432176,"('disliked', 'liked')",-3.4189091,-3.6432176,-0.2243085
5,-0.30548516,-0.4387998,"('distant', 'outgoing')",-0.3054852,-0.4387998,-0.1333146
6,-0.6060617,-0.6932256,"('distant', 'open')",-0.6060617,-0.6932256,-0.0871639
7,-0.02031479,0.19494078,"('insensitive', 'sensitive')",-0.0203148,0.1949408,0.2152556
8,0.47485852,0.270343,"('unaffectionate', 'affectionate')",0.4748585,0.270343,-0.2045155
9,0.57334185,0.6008675,"('unaffectionate', 'caring')",0.5733418,0.6008675,0.0275257
10,-0.5542257,-0.5692256,"('unsympathetic', 'sympathetic')",-0.5542257,-0.5692256,-0.0149999
11,1.0935521,1.2242497,"('unhelpful', 'helpful')",1.0935521,1.2242497,0.1306976
12,-0.98344225,-0.9332615,"('unsupportive', 'supportive')",-0.9834422,-0.9332615,0.0501807
13,-0.55858,-0.68500876,"('impolite', 'polite')",-0.55858,-0.6850088,-0.1264288
14,-0.036964886,-0.0017942153,"('antisocial', 'social')",-0.0369649,-0.0017942,0.0351707
15,0.50273025,0.34011343,"('boring', 'funny')",0.5027303,0.3401134,-0.1626169
16,0.12742798,0.06529076,"('unpopular', 'popular')",0.127428,0.0652908,-0.0621372
17,-0.43860823,-0.43227142,"('nasty', 'nice')",-0.4386082,-0.4322714,0.0063368
18,-0.15286204,-0.18758696,"('disagreeable', 'welcoming')",-0.152862,-0.187587,-0.034725
19,-1.3269889,-1.4617797,"('inhospitable', 'hospitable')",-1.3269889,-1.4617797,-0.1347908
20,0.15490746,0.25921887,"('rough', 'thoughtful')",0.1549075,0.2592189,0.1043114
21,-0.28320283,-0.273016,"('immoral', 'moral')",-0.2832028,-0.273016,0.0101868
22,-0.15684877,-0.09872703,"('untrustworthy', 'trustworthy')",-0.1568488,-0.098727,0.0581218
23,3.0509083,3.2728271,"('insincere', 'sincere')",3.0509083,3.2728271,0.2219188
24,0.48519772,0.4950569,"('dishonest', 'honest')",0.4851977,0.4950569,0.0098592
25,0.5079091,0.4931926,"('egoistic', 'altruistic')",0.5079091,0.4931926,-0.0147165
26,0.45663172,0.21051544,"('hardhearted', 'benevolent')",0.4566317,0.2105154,-0.2461163
27,0.5118795,0.5520682,"('hardhearted', 'softhearted')",0.5118795,0.5520682,0.0401887
28,0.3327185,0.37707698,"('disloyal', 'loyal')",0.3327185,0.377077,0.0443585
29,0.09646955,0.03419033,"('unfair', 'fair')",0.0964696,0.0341903,-0.0622793
30,0.5539161,0.5109501,"('intolerant', 'tolerant')",0.5539161,0.5109501,-0.042966
31,-0.9711507,-1.0395576,"('evil', 'good')",-0.9711507,-1.0395576,-0.0684069
32,0.5225961,0.4205877,"('unkind', 'kind')",0.5225961,0.4205877,-0.1020084
33,0.29947793,0.23702699,"('wrong', 'right')",0.2994779,0.237027,-0.0624509
34,2.1312878,2.2721624,"('mean', 'honorable')",2.1312878,2.2721624,0.1408746
35,-0.25761548,-0.34782386,"('corrupt', 'incorrupt')",-0.2576155,-0.3478239,-0.0902084
36,-0.736806,-0.91960734,"('hostile', 'amicable')",-0.736806,-0.9196073,-0.1828013
37,-0.41646945,-0.38905805,"('fake', 'genuine')",-0.4164695,-0.3890581,0.0274114
38,0.009173956,0.034117606,"('untruthful', 'truthful')",0.009174,0.0341176,0.0249436
39,0.63101804,0.7078036,"('exploitative', 'cooperative')",0.631018,0.7078036,0.0767856
40,-1.0149077,-0.99711025,"('stingy', 'generous')",-1.0149077,-0.9971102,0.0177975
