,drum_male,drum_female,tuple,average_male,average_female,female-male
0,-0.953663,-1.0338392,"('unsociable', 'sociable')",-0.953663,-1.0338392,-0.0801762
1,2.1155126,2.1201775,"('unfriendly', 'friendly')",2.1155126,2.1201775,0.0046649
2,-0.086011365,0.001985401,"('unlikable', 'likable')",-0.0860114,0.0019854,0.0879968
3,0.16940323,0.21600108,"('repellent', 'pleasant')",0.1694032,0.2160011,0.0465979
4,-7.4901414,-7.5206947,"('disliked', 'liked')",-7.4901414,-7.5206947,-0.0305533
5,0.21060026,0.26611555,"('distant', 'outgoing')",0.2106003,0.2661155,0.0555152
6,0.65621126,0.69022155,"('distant', 'open')",0.6562113,0.6902215,0.0340102
7,0.2758837,0.29658642,"('insensitive', 'sensitive')",0.2758837,0.2965864,0.0207027
8,1.5336965,1.4850249,"('unaffectionate', 'affectionate')",1.5336965,1.4850249,-0.0486716
9,1.9596642,1.9686503,"('unaffectionate', 'caring')",1.9596642,1.9686503,0.0089861
10,-0.07377077,-0.16369553,"('unsympathetic', 'sympathetic')",-0.0737708,-0.1636955,-0.0899247
11,1.2350465,1.2175193,"('unhelpful', 'helpful')",1.2350465,1.2175193,-0.0175272
12,-1.8891499,-1.9178495,"('unsupportive', 'supportive')",-1.8891499,-1.9178495,-0.0286996
13,-1.0490689,-1.1651601,"('impolite', 'polite')",-1.0490689,-1.1651601,-0.1160912
14,-0.7829372,-0.86416626,"('antisocial', 'social')",-0.7829372,-0.8641663,-0.0812291
15,0.5147845,0.5273968,"('boring', 'funny')",0.5147845,0.5273968,0.0126123
16,-0.1557485,-0.061893143,"('unpopular', 'popular')",-0.1557485,-0.0618931,0.0938554
17,-0.12959656,-0.07542925,"('nasty', 'nice')",-0.1295966,-0.0754293,0.0541673
18,-0.41174057,-0.44002008,"('disagreeable', 'welcoming')",-0.4117406,-0.4400201,-0.0282795
19,0.023630628,0.07468416,"('inhospitable', 'hospitable')",0.0236306,0.0746842,0.0510536
20,0.6440295,0.57717013,"('rough', 'thoughtful')",0.6440295,0.5771701,-0.0668594
21,-1.1305195,-1.0898398,"('immoral', 'moral')",-1.1305195,-1.0898398,0.0406797
22,-1.3630984,-1.3950008,"('untrustworthy', 'trustworthy')",-1.3630984,-1.3950008,-0.0319024
23,6.2651725,6.239412,"('insincere', 'sincere')",6.2651725,6.2394118,-0.0257607
24,1.436157,1.2501788,"('dishonest', 'honest')",1.436157,1.2501788,-0.1859782
25,1.3684744,1.3447182,"('egoistic', 'altruistic')",1.3684744,1.3447182,-0.0237562
26,1.1239011,1.1028773,"('hardhearted', 'benevolent')",1.1239011,1.1028773,-0.0210238
27,1.6749016,1.5040841,"('hardhearted', 'softhearted')",1.6749016,1.5040841,-0.1708175
