,goggles_male,goggles_female,tuple,average_male,average_female,female-male
0,-0.1617924,-0.25649077,"('unsociable', 'sociable')",-0.1617924,-0.2564908,-0.0946984
1,0.65970695,0.54924905,"('unfriendly', 'friendly')",0.659707,0.5492491,-0.1104579
2,0.08268483,0.09698161,"('unlikable', 'likable')",0.0826848,0.0969816,0.0142968
3,-0.9547253,-0.9293624,"('repellent', 'pleasant')",-0.9547253,-0.9293624,0.0253629
4,-3.2285278,-3.2476516,"('disliked', 'liked')",-3.2285278,-3.2476516,-0.0191238
5,-0.14700651,-0.16057512,"('distant', 'outgoing')",-0.1470065,-0.1605751,-0.0135686
6,-0.4618593,-0.48278236,"('distant', 'open')",-0.4618593,-0.4827824,-0.0209231
7,-0.2593124,-0.20788936,"('insensitive', 'sensitive')",-0.2593124,-0.2078894,0.051423
8,0.30516064,0.18492371,"('unaffectionate', 'affectionate')",0.3051606,0.1849237,-0.1202369
9,0.38403964,0.3371898,"('unaffectionate', 'caring')",0.3840396,0.3371898,-0.0468498
10,-0.56137866,-0.6141327,"('unsympathetic', 'sympathetic')",-0.5613787,-0.6141327,-0.052754
11,0.9960798,1.0209424,"('unhelpful', 'helpful')",0.9960798,1.0209424,0.0248626
12,-1.077012,-1.0213445,"('unsupportive', 'supportive')",-1.0770119,-1.0213445,0.0556674
13,-0.44037348,-0.49480146,"('impolite', 'polite')",-0.4403735,-0.4948015,-0.054428
14,-0.16555542,-0.20020983,"('antisocial', 'social')",-0.1655554,-0.2002098,-0.0346544
15,0.45643473,0.40463397,"('boring', 'funny')",0.4564347,0.404634,-0.0518007
16,0.38069624,0.37396923,"('unpopular', 'popular')",0.3806962,0.3739692,-0.006727
17,-0.40250137,-0.36321303,"('nasty', 'nice')",-0.4025014,-0.363213,0.0392884
18,-0.15671994,-0.21121973,"('disagreeable', 'welcoming')",-0.1567199,-0.2112197,-0.0544998
19,-1.2289051,-1.2428207,"('inhospitable', 'hospitable')",-1.2289051,-1.2428207,-0.0139156
20,0.2367495,0.25975463,"('rough', 'thoughtful')",0.2367495,0.2597546,0.0230051
21,-0.32441795,-0.36709324,"('immoral', 'moral')",-0.3244179,-0.3670932,-0.0426753
22,-0.35341173,-0.3359117,"('untrustworthy', 'trustworthy')",-0.3534117,-0.3359117,0.0175
23,2.6054287,2.5614192,"('insincere', 'sincere')",2.6054287,2.5614192,-0.0440095
24,0.40661225,0.3085317,"('dishonest', 'honest')",0.4066122,0.3085317,-0.0980805
25,0.36260042,0.32659853,"('egoistic', 'altruistic')",0.3626004,0.3265985,-0.0360019
26,0.34322497,0.26485205,"('hardhearted', 'benevolent')",0.343225,0.264852,-0.078373
27,0.50082636,0.45541716,"('hardhearted', 'softhearted')",0.5008264,0.4554172,-0.0454092
28,0.14734054,0.034246802,"('disloyal', 'loyal')",0.1473405,0.0342468,-0.1130937
29,0.17648773,0.14081126,"('unfair', 'fair')",0.1764877,0.1408113,-0.0356764
30,0.5517158,0.49725077,"('intolerant', 'tolerant')",0.5517158,0.4972508,-0.054465
31,-0.94007903,-0.88007534,"('evil', 'good')",-0.940079,-0.8800753,0.0600037
32,0.4384529,0.3788724,"('unkind', 'kind')",0.4384529,0.3788724,-0.0595805
33,0.29134837,0.26239416,"('wrong', 'right')",0.2913484,0.2623942,-0.0289542
34,2.1333365,2.20279,"('mean', 'honorable')",2.1333365,2.20279,0.0694535
35,-0.112786636,-0.14452228,"('corrupt', 'incorrupt')",-0.1127866,-0.1445223,-0.0317357
36,-0.5556457,-0.63541937,"('hostile', 'amicable')",-0.5556457,-0.6354194,-0.0797737
37,-0.6063942,-0.6647552,"('fake', 'genuine')",-0.6063942,-0.6647552,-0.058361
38,-0.06272821,-0.046858095,"('untruthful', 'truthful')",-0.0627282,-0.0468581,0.0158701
39,0.66979694,0.73707634,"('exploitative', 'cooperative')",0.6697969,0.7370763,0.0672794
40,-1.2576596,-1.2972776,"('stingy', 'generous')",-1.2576596,-1.2972776,-0.039618
41,0.44227472,0.3871238,"('unforgiving', 'forgiving')",0.4422747,0.3871238,-0.0551509
42,-2.0556211,-2.0152702,"('unreliable', 'reliable')",-2.0556211,-2.0152702,0.0403509
43,-0.009729758,0.0119509995,"('irresponsible', 'responsible')",-0.0097298,0.011951,0.0216808
44,-0.58849454,-0.52631706,"('prejudiced', 'unprejudiced')",-0.5884945,-0.5263171,0.0621774
45,-0.47994038,-0.46802586,"('incompetent', 'competent')",-0.4799404,-0.4680259,0.0119145
46,-0.86397576,-0.9011146,"('uncompetitive', 'competitive')",-0.8639758,-0.9011146,-0.0371388
47,2.54974,2.607603,"('stupid', 'smart')",2.5497401,2.6076031,0.057863
48,0.2793209,0.2812487,"('unintelligent', 'intelligent')",0.2793209,0.2812487,0.0019278
49,-0.05982051,0.046818715,"('unable', 'able')",-0.0598205,0.0468187,0.1066392
50,-0.6407304,-0.676731,"('clumsy', 'skillful')",-0.6407304,-0.676731,-0.0360006
51,-0.36167285,-0.4531909,"('uneducated', 'educated')",-0.3616728,-0.4531909,-0.0915181
52,0.12393595,-0.0112652555,"('irrational', 'rational')",0.123936,-0.0112653,-0.1352013
53,-0.20511782,-0.3197709,"('uncreative', 'creative')",-0.2051178,-0.3197709,-0.1146531
54,-0.07436405,-0.06922077,"('incapable', 'capable')",-0.0743641,-0.0692208,0.0051433
55,0.6197222,0.61162585,"('incompetent', 'clever')",0.6197222,0.6116259,-0.0080963
56,0.38547844,0.35586503,"('impractical', 'practical')",0.3854784,0.355865,-0.0296134
57,-1.8648442,-1.892544,"('unimaginative', 'imaginative')",-1.8648442,-1.892544,-0.0276998
58,0.20206924,0.18381743,"('undiscriminating', 'discriminating')",0.2020692,0.1838174,-0.0182518
59,0.18287963,0.22593684,"('foolish', 'wise')",0.1828796,0.2259368,0.0430572
60,0.7165594,0.76966256,"('inefficient', 'efficient')",0.7165594,0.7696626,0.0531032
61,0.39319465,0.2777544,"('illogical', 'logical')",0.3931946,0.2777544,-0.1154402
62,0.39261404,0.48938507,"('incompetent', 'brilliant')",0.392614,0.4893851,0.0967711
63,-0.28395364,-0.19748008,"('unperceptive', 'insightful')",-0.2839536,-0.1974801,0.0864735
64,-3.1021876,-3.0528622,"('shy', 'confident')",-3.1021876,-3.0528622,0.0493254
65,0.07482588,0.1037385,"('insecure', 'secure')",0.0748259,0.1037385,0.0289126
66,-0.7504604,-0.76647794,"('inactive', 'active')",-0.7504604,-0.7664779,-0.0160175
67,0.0626886,0.081116825,"('doubtful', 'determined')",0.0626886,0.0811168,0.0184282
68,-0.28831458,-0.27327585,"('dependent', 'independent')",-0.2883146,-0.2732759,0.0150387
69,-0.47541875,-0.402404,"('lazy', 'industrious')",-0.4754187,-0.402404,0.0730147
70,-0.8883952,-0.9188105,"('lethargic', 'energetic')",-0.8883952,-0.9188105,-0.0304153
71,0.35830653,0.4454907,"('diffident', 'self-confident')",0.3583065,0.4454907,0.0871842
72,-0.15484653,-0.124972925,"('unambitious', 'ambitious')",-0.1548465,-0.1249729,0.0298736
73,-1.6520702,-1.6502519,"('helpless', 'self-reliant')",-1.6520702,-1.6502519,0.0018183
74,-0.0533073,-0.11917878,"('undedicated', 'dedicated')",-0.0533073,-0.1191788,-0.0658715
75,-0.4000432,-0.34073716,"('meek', 'impulsive')",-0.4000432,-0.3407372,0.059306
76,-0.18102628,-0.13642067,"('anxious', 'daring')",-0.1810263,-0.1364207,0.0446056
77,-0.46659136,-0.44798523,"('unmotivated', 'motivated')",-0.4665914,-0.4479852,0.0186062
78,-0.40184435,-0.34726503,"('nonresilient', 'resilient')",-0.4018444,-0.347265,0.0545794
79,-0.7913899,-0.8163107,"('wavering', 'unwavering')",-0.7913899,-0.8163107,-0.0249208
80,0.042412568,0.056866765,"('dominated', 'dominating')",0.0424126,0.0568668,0.0144542
81,0.043919142,0.11126636,"('submissive', 'aggressive')",0.0439191,0.1112664,0.0673473
82,1.9817696,1.9577518,"('poor', 'rich')",1.9817696,1.9577518,-0.0240178
83,-0.24648912,-0.2577993,"('powerless', 'powerful')",-0.2464891,-0.2577993,-0.0113102
84,0.40589088,0.36923286,"('inferior', 'superior')",0.4058909,0.3692329,-0.036658
85,0.5988757,0.59270895,"('insignificant', 'prestigious')",0.5988757,0.5927089,-0.0061668
86,-0.48130253,-0.6428175,"('uninfluential', 'influential')",-0.4813025,-0.6428175,-0.161515
87,0.24570067,0.28334007,"('unsuccessful', 'successful')",0.2457007,0.2833401,0.0376394
88,-0.25819904,-0.29815263,"('low', 'eminent')",-0.258199,-0.2981526,-0.0399536
