,brain_male,brain_female,tuple,average_male,average_female,female-male
0,-0.06801602,-0.10573989,"('unsociable', 'sociable')",-0.068016,-0.1057399,-0.0377239
1,1.4086227,1.2486511,"('unfriendly', 'friendly')",1.4086227,1.2486511,-0.1599716
2,0.55618036,0.66132855,"('unlikable', 'likable')",0.5561804,0.6613286,0.1051482
3,0.81356525,0.9588701,"('repellent', 'pleasant')",0.8135653,0.9588701,0.1453048
4,-7.2248716,-7.102793,"('disliked', 'liked')",-7.2248716,-7.1027932,0.1220784
5,-0.079359144,0.0754976,"('distant', 'outgoing')",-0.0793591,0.0754976,0.1548567
6,0.22069895,0.3412869,"('distant', 'open')",0.220699,0.3412869,0.1205879
7,0.44730458,0.6266308,"('insensitive', 'sensitive')",0.4473046,0.6266308,0.1793262
8,1.362937,1.201361,"('unaffectionate', 'affectionate')",1.362937,1.2013609,-0.1615761
9,1.8927124,1.872315,"('unaffectionate', 'caring')",1.8927124,1.872315,-0.0203974
10,1.1647544,1.3248291,"('unsympathetic', 'sympathetic')",1.1647544,1.3248291,0.1600747
11,2.1701941,2.217789,"('unhelpful', 'helpful')",2.1701941,2.2177889,0.0475948
12,-1.5462832,-1.4663128,"('unsupportive', 'supportive')",-1.5462832,-1.4663128,0.0799704
13,0.09819137,0.13822648,"('impolite', 'polite')",0.0981914,0.1382265,0.0400351
14,-0.46652982,-0.53260046,"('antisocial', 'social')",-0.4665298,-0.5326005,-0.0660707
15,0.33741468,0.2714987,"('boring', 'funny')",0.3374147,0.2714987,-0.065916
16,-0.20433453,-0.17847279,"('unpopular', 'popular')",-0.2043345,-0.1784728,0.0258617
17,0.06457158,0.06765587,"('nasty', 'nice')",0.0645716,0.0676559,0.0030843
18,-0.5955337,-0.7570138,"('disagreeable', 'welcoming')",-0.5955337,-0.7570138,-0.1614801
19,-0.2717879,-0.13016249,"('inhospitable', 'hospitable')",-0.2717879,-0.1301625,0.1416254
20,0.6910761,0.5265179,"('rough', 'thoughtful')",0.6910761,0.5265179,-0.1645582
21,-0.007195737,0.15107161,"('immoral', 'moral')",-0.0071957,0.1510716,0.1582673
22,-0.64276725,-0.5767136,"('untrustworthy', 'trustworthy')",-0.6427673,-0.5767136,0.0660537
23,6.3006644,6.2546673,"('insincere', 'sincere')",6.3006644,6.2546673,-0.0459971
24,1.646855,1.6922371,"('dishonest', 'honest')",1.646855,1.6922371,0.0453821
25,0.27661097,0.073682696,"('egoistic', 'altruistic')",0.276611,0.0736827,-0.2029283
26,0.03215068,-0.10425061,"('hardhearted', 'benevolent')",0.0321507,-0.1042506,-0.1364013
27,1.7119701,1.5967873,"('hardhearted', 'softhearted')",1.7119701,1.5967873,-0.1151828
28,1.3328373,1.2846584,"('disloyal', 'loyal')",1.3328373,1.2846584,-0.0481789
29,-0.35352027,-0.46846104,"('unfair', 'fair')",-0.3535203,-0.468461,-0.1149407
30,0.8933761,0.8639421,"('intolerant', 'tolerant')",0.8933761,0.8639421,-0.029434
31,-1.5147381,-1.5176843,"('evil', 'good')",-1.5147381,-1.5176843,-0.0029462
32,1.322237,1.3101859,"('unkind', 'kind')",1.322237,1.3101859,-0.0120511
33,-0.29455465,-0.27754378,"('wrong', 'right')",-0.2945547,-0.2775438,0.0170109
34,4.6675563,4.804233,"('mean', 'honorable')",4.6675563,4.8042331,0.1366768
35,-1.0996313,-1.2413094,"('corrupt', 'incorrupt')",-1.0996313,-1.2413094,-0.1416781
36,-0.8124549,-1.0500827,"('hostile', 'amicable')",-0.8124549,-1.0500827,-0.2376278
37,0.93692636,0.9655352,"('fake', 'genuine')",0.9369264,0.9655352,0.0286088
38,0.09125929,0.1617474,"('untruthful', 'truthful')",0.0912593,0.1617474,0.0704881
39,-0.095073014,-0.15117656,"('exploitative', 'cooperative')",-0.095073,-0.1511766,-0.0561036
40,-1.9073477,-2.0387414,"('stingy', 'generous')",-1.9073477,-2.0387414,-0.1313937
41,0.19961037,0.15784308,"('unforgiving', 'forgiving')",0.1996104,0.1578431,-0.0417673
42,-2.3353117,-2.212219,"('unreliable', 'reliable')",-2.3353117,-2.212219,0.1230927
43,0.9702056,1.07407,"('irresponsible', 'responsible')",0.9702056,1.07407,0.1038644
44,-1.1963087,-1.2694447,"('prejudiced', 'unprejudiced')",-1.1963087,-1.2694447,-0.073136
45,0.11529933,0.28254887,"('incompetent', 'competent')",0.1152993,0.2825489,0.1672496
46,-0.7202108,-0.6106385,"('uncompetitive', 'competitive')",-0.7202108,-0.6106385,0.1095723
47,5.143839,5.326621,"('stupid', 'smart')",5.1438389,5.3266211,0.1827822
48,0.870321,0.68655705,"('unintelligent', 'intelligent')",0.870321,0.6865571,-0.1837639
49,0.53746253,0.7405193,"('unable', 'able')",0.5374625,0.7405193,0.2030568
50,0.069974564,0.010456495,"('clumsy', 'skillful')",0.0699746,0.0104565,-0.0595181
51,0.5420636,0.63349617,"('uneducated', 'educated')",0.5420636,0.6334962,0.0914326
52,-0.13005911,-0.2510232,"('irrational', 'rational')",-0.1300591,-0.2510232,-0.1209641
53,0.22701287,0.122116,"('uncreative', 'creative')",0.2270129,0.122116,-0.1048969
54,1.3694237,1.5696456,"('incapable', 'capable')",1.3694237,1.5696456,0.2002219
55,0.6457999,0.66983473,"('incompetent', 'clever')",0.6457999,0.6698347,0.0240348
56,0.31173316,0.43291503,"('impractical', 'practical')",0.3117332,0.432915,0.1211818
57,-2.6077955,-2.4312377,"('unimaginative', 'imaginative')",-2.6077955,-2.4312377,0.1765578
58,-0.15077117,-0.14737011,"('undiscriminating', 'discriminating')",-0.1507712,-0.1473701,0.0034011
59,0.24745175,0.2940595,"('foolish', 'wise')",0.2474518,0.2940595,0.0466077
60,0.8017254,0.85036534,"('inefficient', 'efficient')",0.8017254,0.8503653,0.0486399
61,0.49138224,0.2624991,"('illogical', 'logical')",0.4913822,0.2624991,-0.2288831
62,1.2856232,1.4506425,"('incompetent', 'brilliant')",1.2856232,1.4506425,0.1650193
63,0.55289155,0.6609514,"('unperceptive', 'insightful')",0.5528916,0.6609514,0.1080598
64,-6.072849,-5.8257284,"('shy', 'confident')",-6.0728488,-5.8257284,0.2471204
65,0.17652644,0.1434289,"('insecure', 'secure')",0.1765264,0.1434289,-0.0330975
66,-0.071427405,-0.005973853,"('inactive', 'active')",-0.0714274,-0.0059739,0.0654535
67,-0.34096423,-0.25585502,"('doubtful', 'determined')",-0.3409642,-0.255855,0.0851092
68,-0.48681584,-0.44108465,"('dependent', 'independent')",-0.4868158,-0.4410847,0.0457311
69,-1.9833513,-1.8750253,"('lazy', 'industrious')",-1.9833513,-1.8750253,0.108326
70,1.0597912,1.2847526,"('lethargic', 'energetic')",1.0597912,1.2847526,0.2249614
71,0.17223084,0.25576258,"('diffident', 'self-confident')",0.1722308,0.2557626,0.0835318
72,0.80686957,0.90027535,"('unambitious', 'ambitious')",0.8068696,0.9002753,0.0934057
73,-2.9077754,-2.8851774,"('helpless', 'self-reliant')",-2.9077754,-2.8851774,0.022598
