,tabletop_male,tabletop_female,tuple,average_male,average_female,female-male
0,0.48345342,0.4657618,"('unsociable', 'sociable')",0.4834534,0.4657618,-0.0176916
1,-0.2533999,-0.13670205,"('unfriendly', 'friendly')",-0.2533999,-0.136702,0.1166979
2,0.030509591,0.085254446,"('unlikable', 'likable')",0.0305096,0.0852544,0.0547448
3,0.24670535,0.345998,"('repellent', 'pleasant')",0.2467054,0.345998,0.0992926
4,-3.8549936,-3.9077818,"('disliked', 'liked')",-3.8549936,-3.9077818,-0.0527882
5,-1.3313017,-1.1627932,"('distant', 'outgoing')",-1.3313017,-1.1627932,0.1685085
6,-1.2598858,-1.0297779,"('distant', 'open')",-1.2598858,-1.0297779,0.2301079
7,0.9354846,1.206623,"('insensitive', 'sensitive')",0.9354846,1.206623,0.2711384
8,-0.59438556,-0.66134906,"('unaffectionate', 'affectionate')",-0.5943856,-0.6613491,-0.0669635
9,0.017663822,0.08368212,"('unaffectionate', 'caring')",0.0176638,0.0836821,0.0660183
10,0.04270804,-0.064252816,"('unsympathetic', 'sympathetic')",0.042708,-0.0642528,-0.1069608
11,1.4411248,1.2956527,"('unhelpful', 'helpful')",1.4411248,1.2956527,-0.1454721
12,-0.8995193,-0.7941183,"('unsupportive', 'supportive')",-0.8995193,-0.7941183,0.105401
13,0.2216937,0.03030609,"('impolite', 'polite')",0.2216937,0.0303061,-0.1913876
14,1.2170626,1.2671436,"('antisocial', 'social')",1.2170626,1.2671436,0.050081
15,-0.07723847,0.030562047,"('boring', 'funny')",-0.0772385,0.030562,0.1078005
16,-0.7785341,-0.67173016,"('unpopular', 'popular')",-0.7785341,-0.6717302,0.1068039
17,-0.5186863,-0.52366376,"('nasty', 'nice')",-0.5186863,-0.5236638,-0.0049775
18,-0.45848113,-0.28799197,"('disagreeable', 'welcoming')",-0.4584811,-0.287992,0.1704891
19,-2.0040252,-1.9650627,"('inhospitable', 'hospitable')",-2.0040252,-1.9650627,0.0389625
20,0.40087873,0.29829514,"('rough', 'thoughtful')",0.4008787,0.2982951,-0.1025836
21,0.59591115,0.6870272,"('immoral', 'moral')",0.5959111,0.6870272,0.0911161
22,0.629335,0.7402308,"('untrustworthy', 'trustworthy')",0.629335,0.7402308,0.1108958
23,3.4631672,3.3575845,"('insincere', 'sincere')",3.4631672,3.3575845,-0.1055827
24,0.47745043,0.57573974,"('dishonest', 'honest')",0.4774504,0.5757397,0.0982893
25,0.33920965,0.44149005,"('egoistic', 'altruistic')",0.3392096,0.4414901,0.1022805
26,0.026820041,-0.10892668,"('hardhearted', 'benevolent')",0.02682,-0.1089267,-0.1357467
27,0.39572757,0.29830673,"('hardhearted', 'softhearted')",0.3957276,0.2983067,-0.0974209
28,0.26212084,0.06886613,"('disloyal', 'loyal')",0.2621208,0.0688661,-0.1932547
29,-0.3651605,-0.3360518,"('unfair', 'fair')",-0.3651605,-0.3360518,0.0291087
30,0.925238,0.75536627,"('intolerant', 'tolerant')",0.925238,0.7553663,-0.1698717
31,-1.9036069,-1.689751,"('evil', 'good')",-1.9036069,-1.689751,0.2138559
32,0.7502014,0.6320732,"('unkind', 'kind')",0.7502014,0.6320732,-0.1181282
33,-0.51876396,-0.31765917,"('wrong', 'right')",-0.518764,-0.3176592,0.2011048
34,2.435035,2.4966986,"('mean', 'honorable')",2.435035,2.4966986,0.0616636
35,-0.8296032,-0.83028376,"('corrupt', 'incorrupt')",-0.8296032,-0.8302838,-0.0006806
36,-1.5840963,-1.466417,"('hostile', 'amicable')",-1.5840963,-1.466417,0.1176793
37,0.35342658,0.3508466,"('fake', 'genuine')",0.3534266,0.3508466,-0.00258
38,0.19052224,0.14100055,"('untruthful', 'truthful')",0.1905222,0.1410006,-0.0495216
39,1.1351016,1.2261972,"('exploitative', 'cooperative')",1.1351016,1.2261972,0.0910956
40,-1.1665708,-1.0128001,"('stingy', 'generous')",-1.1665708,-1.0128001,0.1537707
41,0.668344,0.54124576,"('unforgiving', 'forgiving')",0.668344,0.5412458,-0.1270982
42,-1.7199583,-1.5757787,"('unreliable', 'reliable')",-1.7199583,-1.5757787,0.1441796
43,0.10711837,0.029235523,"('irresponsible', 'responsible')",0.1071184,0.0292355,-0.0778829
44,-0.62799,-0.76940286,"('prejudiced', 'unprejudiced')",-0.62799,-0.7694029,-0.1414129
45,0.17860657,0.16043627,"('incompetent', 'competent')",0.1786066,0.1604363,-0.0181703
46,0.13324955,0.0067800563,"('uncompetitive', 'competitive')",0.1332496,0.0067801,-0.1264695
47,2.332974,2.3338397,"('stupid', 'smart')",2.332974,2.3338397,0.0008657
48,0.65400374,0.64711887,"('unintelligent', 'intelligent')",0.6540037,0.6471189,-0.0068848
49,0.2346886,0.21046852,"('unable', 'able')",0.2346886,0.2104685,-0.0242201
50,-0.2997124,-0.21304856,"('clumsy', 'skillful')",-0.2997124,-0.2130486,0.0866638
51,0.57743216,0.57408774,"('uneducated', 'educated')",0.5774322,0.5740877,-0.0033445
52,-1.1569631,-0.9752271,"('irrational', 'rational')",-1.1569631,-0.9752271,0.181736
53,-1.0257059,-1.0187907,"('uncreative', 'creative')",-1.0257059,-1.0187907,0.0069152
54,-0.25243205,-0.18590224,"('incapable', 'capable')",-0.252432,-0.1859022,0.0665298
55,1.2624273,1.4287295,"('incompetent', 'clever')",1.2624273,1.4287295,0.1663022
56,1.063003,1.1051542,"('impractical', 'practical')",1.0630029,1.1051542,0.0421513
57,-2.1238875,-2.1736524,"('unimaginative', 'imaginative')",-2.1238875,-2.1736524,-0.0497649
58,-0.2108073,-0.28242484,"('undiscriminating', 'discriminating')",-0.2108073,-0.2824248,-0.0716175
59,-0.75160885,-0.6145877,"('foolish', 'wise')",-0.7516088,-0.6145877,0.1370211
60,1.9248537,1.7797043,"('inefficient', 'efficient')",1.9248537,1.7797043,-0.1451494
61,0.5308633,0.37312075,"('illogical', 'logical')",0.5308633,0.3731208,-0.1577425
62,1.1268682,1.2491587,"('incompetent', 'brilliant')",1.1268682,1.2491587,0.1222905
63,1.0533228,1.0126632,"('unperceptive', 'insightful')",1.0533228,1.0126632,-0.0406596
64,-2.7275414,-2.5863364,"('shy', 'confident')",-2.7275414,-2.5863364,0.141205
65,0.9197412,1.0048206,"('insecure', 'secure')",0.9197412,1.0048206,0.0850794
66,-2.0508895,-1.7980726,"('inactive', 'active')",-2.0508895,-1.7980726,0.2528169
67,-0.026317466,-0.19363044,"('doubtful', 'determined')",-0.0263175,-0.1936304,-0.1673129
68,-0.15652409,-0.16197631,"('dependent', 'independent')",-0.1565241,-0.1619763,-0.0054522
