,lesbian_male,lesbian_female,tuple,average_male,average_female,female-male
0,0.33509395,0.3927145,"('unsociable', 'sociable')",0.3350939,0.3927145,0.0576206
1,1.5176846,1.5316993,"('unfriendly', 'friendly')",1.5176846,1.5316993,0.0140147
2,0.18236354,0.27000642,"('unlikable', 'likable')",0.1823635,0.2700064,0.0876429
3,0.52826715,0.30554625,"('repellent', 'pleasant')",0.5282671,0.3055463,-0.2227208
4,-7.512698,-7.2530274,"('disliked', 'liked')",-7.5126982,-7.2530274,0.2596708
5,-0.063245796,0.0887339,"('distant', 'outgoing')",-0.0632458,0.0887339,0.1519797
6,0.24039297,0.3773088,"('distant', 'open')",0.240393,0.3773088,0.1369158
7,0.53513527,0.7774118,"('insensitive', 'sensitive')",0.5351353,0.7774118,0.2422765
8,1.5616614,1.4872231,"('unaffectionate', 'affectionate')",1.5616614,1.4872231,-0.0744383
9,2.0385346,2.2113962,"('unaffectionate', 'caring')",2.0385346,2.2113962,0.1728616
10,0.5839498,0.76798886,"('unsympathetic', 'sympathetic')",0.5839498,0.7679889,0.1840391
11,2.0498993,2.2129939,"('unhelpful', 'helpful')",2.0498993,2.2129939,0.1630946
12,-1.278097,-0.8276426,"('unsupportive', 'supportive')",-1.278097,-0.8276426,0.4504544
13,0.08395172,-0.17822126,"('impolite', 'polite')",0.0839517,-0.1782213,-0.262173
14,-0.1722876,-0.21073875,"('antisocial', 'social')",-0.1722876,-0.2107387,-0.0384511
15,0.557181,0.3877143,"('boring', 'funny')",0.557181,0.3877143,-0.1694667
16,-0.5633206,-0.8457496,"('unpopular', 'popular')",-0.5633206,-0.8457496,-0.282429
17,-0.5474289,-0.45684814,"('nasty', 'nice')",-0.5474289,-0.4568481,0.0905808
18,-0.8612615,-0.71410424,"('disagreeable', 'welcoming')",-0.8612615,-0.7141042,0.1471573
19,-0.6598658,-0.23489787,"('inhospitable', 'hospitable')",-0.6598658,-0.2348979,0.4249679
20,0.5616274,0.3342621,"('rough', 'thoughtful')",0.5616274,0.3342621,-0.2273653
21,-0.4010396,-0.1156954,"('immoral', 'moral')",-0.4010396,-0.1156954,0.2853442
22,-0.1845816,-0.13880628,"('untrustworthy', 'trustworthy')",-0.1845816,-0.1388063,0.0457753
23,6.5254655,6.5056024,"('insincere', 'sincere')",6.5254655,6.5056024,-0.0198631
24,1.9925303,2.131012,"('dishonest', 'honest')",1.9925303,2.131012,0.1384817
25,0.47325882,0.3465076,"('egoistic', 'altruistic')",0.4732588,0.3465076,-0.1267512
26,0.49177438,0.62851834,"('hardhearted', 'benevolent')",0.4917744,0.6285183,0.1367439
27,1.2280414,1.0943199,"('hardhearted', 'softhearted')",1.2280414,1.0943199,-0.1337215
28,1.0141797,1.195181,"('disloyal', 'loyal')",1.0141797,1.195181,0.1810013
29,-0.52556384,-0.68508345,"('unfair', 'fair')",-0.5255638,-0.6850834,-0.1595196
30,0.87111354,0.84935415,"('intolerant', 'tolerant')",0.8711135,0.8493541,-0.0217594
31,-2.0764642,-2.0244539,"('evil', 'good')",-2.0764642,-2.0244539,0.0520103
32,0.7410986,0.7952477,"('unkind', 'kind')",0.7410986,0.7952477,0.0541491
33,-0.7568706,-0.6878471,"('wrong', 'right')",-0.7568706,-0.6878471,0.0690235
34,5.206455,5.2601295,"('mean', 'honorable')",5.2064552,5.2601295,0.0536743
35,-1.3406838,-1.5206567,"('corrupt', 'incorrupt')",-1.3406838,-1.5206567,-0.1799729
36,-1.026772,-0.94045013,"('hostile', 'amicable')",-1.026772,-0.9404501,0.0863219
37,0.4023166,0.36816233,"('fake', 'genuine')",0.4023166,0.3681623,-0.0341543
38,0.19577202,0.5351345,"('untruthful', 'truthful')",0.195772,0.5351345,0.3393625
39,0.89305127,1.0503122,"('exploitative', 'cooperative')",0.8930513,1.0503122,0.1572609
40,-2.2800062,-2.2650871,"('stingy', 'generous')",-2.2800062,-2.2650871,0.0149191
41,-0.24940254,0.067962214,"('unforgiving', 'forgiving')",-0.2494025,0.0679622,0.3173647
42,-3.1006947,-2.8312654,"('unreliable', 'reliable')",-3.1006947,-2.8312654,0.2694293
43,1.6101443,1.770981,"('irresponsible', 'responsible')",1.6101443,1.770981,0.1608367
44,-1.4677904,-1.6982274,"('prejudiced', 'unprejudiced')",-1.4677904,-1.6982274,-0.230437
45,-0.21550755,-0.20466194,"('incompetent', 'competent')",-0.2155076,-0.2046619,0.0108457
