,racism_male,racism_female,tuple,average_male,average_female,female-male
0,0.40288153,0.35426447,"('unsociable', 'sociable')",0.4028815,0.3542645,-0.048617
1,0.56408113,0.49470267,"('unfriendly', 'friendly')",0.5640811,0.4947027,-0.0693784
2,-0.0971404,0.09947307,"('unlikable', 'likable')",-0.0971404,0.0994731,0.1966135
3,1.2052451,1.2800069,"('repellent', 'pleasant')",1.2052451,1.2800069,0.0747618
4,-7.6952367,-7.772852,"('disliked', 'liked')",-7.6952367,-7.7728519,-0.0776152
5,-1.0091473,-0.98725766,"('distant', 'outgoing')",-1.0091473,-0.9872577,0.0218896
6,-0.6415188,-0.69485956,"('distant', 'open')",-0.6415188,-0.6948596,-0.0533408
7,1.4802439,1.4565985,"('insensitive', 'sensitive')",1.4802439,1.4565985,-0.0236454
8,0.6623651,0.5631988,"('unaffectionate', 'affectionate')",0.6623651,0.5631988,-0.0991663
9,1.2470248,1.2117139,"('unaffectionate', 'caring')",1.2470248,1.2117139,-0.0353109
10,1.7000161,1.6947374,"('unsympathetic', 'sympathetic')",1.7000161,1.6947374,-0.0052787
11,1.7756401,1.8179188,"('unhelpful', 'helpful')",1.7756401,1.8179188,0.0422787
12,-1.4684955,-1.4514896,"('unsupportive', 'supportive')",-1.4684955,-1.4514896,0.0170059
13,0.5208386,0.6184212,"('impolite', 'polite')",0.5208386,0.6184212,0.0975826
14,0.6288431,0.60428995,"('antisocial', 'social')",0.6288431,0.6042899,-0.0245532
15,0.28261912,0.22767322,"('boring', 'funny')",0.2826191,0.2276732,-0.0549459
16,-1.0706154,-1.0460088,"('unpopular', 'popular')",-1.0706154,-1.0460088,0.0246066
17,-0.3083993,-0.21608481,"('nasty', 'nice')",-0.3083993,-0.2160848,0.0923145
18,-0.48619643,-0.39786476,"('disagreeable', 'welcoming')",-0.4861964,-0.3978648,0.0883316
19,-1.0345188,-0.9595007,"('inhospitable', 'hospitable')",-1.0345188,-0.9595007,0.0750181
20,0.5269369,0.43151227,"('rough', 'thoughtful')",0.5269369,0.4315123,-0.0954246
21,0.47226718,0.65638566,"('immoral', 'moral')",0.4722672,0.6563857,0.1841185
22,0.02567583,0.08213973,"('untrustworthy', 'trustworthy')",0.0256758,0.0821397,0.0564639
23,6.522377,6.582411,"('insincere', 'sincere')",6.522377,6.5824108,0.0600338
24,1.6902574,1.6350555,"('dishonest', 'honest')",1.6902574,1.6350555,-0.0552019
25,0.36363637,0.37833783,"('egoistic', 'altruistic')",0.3636364,0.3783378,0.0147014
26,0.7860813,0.60021096,"('hardhearted', 'benevolent')",0.7860813,0.600211,-0.1858703
27,1.5423467,1.340663,"('hardhearted', 'softhearted')",1.5423467,1.340663,-0.2016837
28,1.2563734,1.085599,"('disloyal', 'loyal')",1.2563734,1.0855989,-0.1707745
29,-0.5907691,-0.7354817,"('unfair', 'fair')",-0.5907691,-0.7354817,-0.1447126
30,1.3742361,1.4488007,"('intolerant', 'tolerant')",1.3742361,1.4488007,0.0745646
31,-1.9045689,-1.9005462,"('evil', 'good')",-1.9045689,-1.9005462,0.0040227
32,1.1796383,1.1005356,"('unkind', 'kind')",1.1796383,1.1005356,-0.0791027
33,-0.67819864,-0.68080115,"('wrong', 'right')",-0.6781986,-0.6808012,-0.0026026
34,4.3861103,4.6131682,"('mean', 'honorable')",4.3861103,4.6131682,0.2270579
35,-1.5906562,-1.859778,"('corrupt', 'incorrupt')",-1.5906562,-1.859778,-0.2691218
36,-1.4388918,-1.5455887,"('hostile', 'amicable')",-1.4388918,-1.5455887,-0.1066969
37,1.1043426,1.0475515,"('fake', 'genuine')",1.1043426,1.0475515,-0.0567911
38,-0.59719074,-0.4990372,"('untruthful', 'truthful')",-0.5971907,-0.4990372,0.0981535
39,0.63812786,0.6664797,"('exploitative', 'cooperative')",0.6381279,0.6664797,0.0283518
40,-1.1420325,-1.2869315,"('stingy', 'generous')",-1.1420325,-1.2869315,-0.144899
41,0.5021827,0.4174082,"('unforgiving', 'forgiving')",0.5021827,0.4174082,-0.0847745
42,-2.0372288,-2.0426166,"('unreliable', 'reliable')",-2.0372288,-2.0426166,-0.0053878
43,1.3793274,1.4488721,"('irresponsible', 'responsible')",1.3793274,1.4488721,0.0695447
44,-1.0403022,-1.0431498,"('prejudiced', 'unprejudiced')",-1.0403022,-1.0431498,-0.0028476
45,0.56450826,0.39742208,"('incompetent', 'competent')",0.5645083,0.3974221,-0.1670862
46,0.07063071,0.041184135,"('uncompetitive', 'competitive')",0.0706307,0.0411841,-0.0294466
47,4.73837,4.8935976,"('stupid', 'smart')",4.7383699,4.8935976,0.1552277
48,0.5656735,0.57033813,"('unintelligent', 'intelligent')",0.5656735,0.5703381,0.0046646
49,-0.17529558,-0.08670845,"('unable', 'able')",-0.1752956,-0.0867084,0.0885872
50,-0.63623977,-0.6744269,"('clumsy', 'skillful')",-0.6362398,-0.6744269,-0.0381871
51,0.7214039,0.7357445,"('uneducated', 'educated')",0.7214039,0.7357445,0.0143406
52,-0.6550048,-0.8025346,"('irrational', 'rational')",-0.6550048,-0.8025346,-0.1475298
53,-0.4514404,-0.5549603,"('uncreative', 'creative')",-0.4514404,-0.5549603,-0.1035199
54,0.55244964,0.6258933,"('incapable', 'capable')",0.5524496,0.6258933,0.0734437
55,1.3088827,1.3397356,"('incompetent', 'clever')",1.3088827,1.3397356,0.0308529
56,0.63791794,0.66757345,"('impractical', 'practical')",0.6379179,0.6675735,0.0296556
57,-1.7726736,-1.8921028,"('unimaginative', 'imaginative')",-1.7726736,-1.8921028,-0.1194292
58,0.26611412,0.16755354,"('undiscriminating', 'discriminating')",0.2661141,0.1675535,-0.0985606
59,-0.6395791,-0.60758966,"('foolish', 'wise')",-0.6395791,-0.6075897,0.0319894
60,1.1272697,1.3610737,"('inefficient', 'efficient')",1.1272697,1.3610737,0.233804
61,0.5666032,0.34637058,"('illogical', 'logical')",0.5666032,0.3463706,-0.2202326
62,1.0278373,1.150858,"('incompetent', 'brilliant')",1.0278373,1.150858,0.1230207
63,0.33250716,0.38756198,"('unperceptive', 'insightful')",0.3325072,0.387562,0.0550548
64,-5.7504954,-5.573281,"('shy', 'confident')",-5.7504954,-5.5732808,0.1772146
65,0.8753254,1.0437303,"('insecure', 'secure')",0.8753254,1.0437303,0.1684049
66,-0.38822466,-0.5575069,"('inactive', 'active')",-0.3882247,-0.5575069,-0.1692822
67,-0.73455065,-0.66230106,"('doubtful', 'determined')",-0.7345507,-0.6623011,0.0722496
68,-0.68098694,-0.6169123,"('dependent', 'independent')",-0.6809869,-0.6169123,0.0640746
69,-2.4822316,-2.5011477,"('lazy', 'industrious')",-2.4822316,-2.5011477,-0.0189161
70,2.0463884,1.9880458,"('lethargic', 'energetic')",2.0463884,1.9880458,-0.0583426
71,0.046714507,0.084660426,"('diffident', 'self-confident')",0.0467145,0.0846604,0.0379459
72,1.0672598,1.2439469,"('unambitious', 'ambitious')",1.0672598,1.2439469,0.1766871
73,-2.7781808,-2.7413895,"('helpless', 'self-reliant')",-2.7781808,-2.7413895,0.0367913
74,0.33431467,0.16203511,"('undedicated', 'dedicated')",0.3343147,0.1620351,-0.1722796
75,-1.0843393,-1.0289557,"('meek', 'impulsive')",-1.0843393,-1.0289557,0.0553836
76,0.95899665,0.9951195,"('anxious', 'daring')",0.9589967,0.9951195,0.0361228
77,-1.1743578,-1.022377,"('unmotivated', 'motivated')",-1.1743578,-1.022377,0.1519808
78,-0.8052384,-0.85090774,"('nonresilient', 'resilient')",-0.8052384,-0.8509077,-0.0456693
79,-0.53852373,-0.5810966,"('wavering', 'unwavering')",-0.5385237,-0.5810966,-0.0425729
80,0.5841098,0.46238476,"('dominated', 'dominating')",0.5841098,0.4623848,-0.121725
81,0.59564865,0.68757284,"('submissive', 'aggressive')",0.5956486,0.6875728,0.0919242
82,6.082648,6.1414647,"('poor', 'rich')",6.0826478,6.1414647,0.0588169
83,-0.38243428,-0.28428286,"('powerless', 'powerful')",-0.3824343,-0.2842829,0.0981514
84,0.08167845,0.07673517,"('inferior', 'superior')",0.0816785,0.0767352,-0.0049433
85,-1.7266488,-1.8090497,"('insignificant', 'prestigious')",-1.7266488,-1.8090497,-0.0824009
