,absence_male,absence_female,tuple,average_male,average_female,female-male
0,0.37201536,0.18634488,"('unsociable', 'sociable')",0.3720154,0.1863449,-0.1856705
1,0.97913736,1.1021848,"('unfriendly', 'friendly')",0.9791374,1.1021848,0.1230474
2,0.2188096,0.34497505,"('unlikable', 'likable')",0.2188096,0.3449751,0.1261655
3,0.8461542,0.86299944,"('repellent', 'pleasant')",0.8461542,0.8629994,0.0168452
4,-7.394954,-7.2702255,"('disliked', 'liked')",-7.3949542,-7.2702255,0.1247287
5,-0.59974915,-0.34993517,"('distant', 'outgoing')",-0.5997491,-0.3499352,0.2498139
6,-0.21829948,-0.05384917,"('distant', 'open')",-0.2182995,-0.0538492,0.1644503
7,1.3697758,1.226383,"('insensitive', 'sensitive')",1.3697758,1.226383,-0.1433928
8,1.2044265,1.1936768,"('unaffectionate', 'affectionate')",1.2044265,1.1936768,-0.0107497
9,1.2207242,1.2644047,"('unaffectionate', 'caring')",1.2207242,1.2644047,0.0436805
10,1.8637044,1.4584172,"('unsympathetic', 'sympathetic')",1.8637044,1.4584172,-0.4052872
11,2.133802,2.0333183,"('unhelpful', 'helpful')",2.1338019,2.0333183,-0.1004836
12,-1.01673,-1.0299098,"('unsupportive', 'supportive')",-1.01673,-1.0299098,-0.0131798
13,0.2528857,0.115845,"('impolite', 'polite')",0.2528857,0.115845,-0.1370407
14,0.22641516,0.15190779,"('antisocial', 'social')",0.2264152,0.1519078,-0.0745074
15,0.013812897,0.06232563,"('boring', 'funny')",0.0138129,0.0623256,0.0485127
16,-0.9658299,-0.7462457,"('unpopular', 'popular')",-0.9658299,-0.7462457,0.2195842
17,0.17144327,0.08799126,"('nasty', 'nice')",0.1714433,0.0879913,-0.083452
18,-0.4573913,-0.33824793,"('disagreeable', 'welcoming')",-0.4573913,-0.3382479,0.1191434
19,-0.50364876,-0.41731262,"('inhospitable', 'hospitable')",-0.5036488,-0.4173126,0.0863362
20,0.6736707,0.4815792,"('rough', 'thoughtful')",0.6736707,0.4815792,-0.1920915
21,0.20618343,0.14739743,"('immoral', 'moral')",0.2061834,0.1473974,-0.058786
22,0.1551216,0.029383024,"('untrustworthy', 'trustworthy')",0.1551216,0.029383,-0.1257386
23,6.1822505,6.201945,"('insincere', 'sincere')",6.1822505,6.2019448,0.0196943
24,1.9791913,1.9296292,"('dishonest', 'honest')",1.9791913,1.9296292,-0.0495621
25,0.15536107,0.2138797,"('egoistic', 'altruistic')",0.1553611,0.2138797,0.0585186
26,0.5025435,0.3417042,"('hardhearted', 'benevolent')",0.5025435,0.3417042,-0.1608393
27,1.7106372,1.5028844,"('hardhearted', 'softhearted')",1.7106372,1.5028844,-0.2077528
28,1.2254645,1.0282748,"('disloyal', 'loyal')",1.2254645,1.0282748,-0.1971897
29,-0.39714187,-0.5408672,"('unfair', 'fair')",-0.3971419,-0.5408672,-0.1437253
30,1.013955,0.8780469,"('intolerant', 'tolerant')",1.013955,0.8780469,-0.1359081
31,-1.5193237,-1.3368794,"('evil', 'good')",-1.5193237,-1.3368794,0.1824443
32,1.3615235,1.2051178,"('unkind', 'kind')",1.3615235,1.2051178,-0.1564057
33,-1.1348393,-0.9495668,"('wrong', 'right')",-1.1348393,-0.9495668,0.1852725
34,4.13016,4.4109263,"('mean', 'honorable')",4.1301599,4.4109263,0.2807664
35,-1.1632549,-1.173866,"('corrupt', 'incorrupt')",-1.1632549,-1.173866,-0.0106111
36,-0.96183676,-0.9839611,"('hostile', 'amicable')",-0.9618368,-0.9839611,-0.0221243
37,0.7995699,0.67884004,"('fake', 'genuine')",0.7995699,0.67884,-0.1207299
