,spinach_male,spinach_female,tuple,average_male,average_female,female-male
0,0.3690737,0.27556998,"('unsociable', 'sociable')",0.3690737,0.27557,-0.0935037
1,0.56754506,0.4838539,"('unfriendly', 'friendly')",0.5675451,0.4838539,-0.0836912
2,0.57487077,0.6315502,"('unlikable', 'likable')",0.5748708,0.6315502,0.0566794
3,-0.61766684,-0.69323653,"('repellent', 'pleasant')",-0.6176668,-0.6932365,-0.0755697
4,-2.6895874,-2.5312724,"('disliked', 'liked')",-2.6895874,-2.5312724,0.158315
5,-0.45244297,-0.4489088,"('distant', 'outgoing')",-0.452443,-0.4489088,0.0035342
6,-0.39362383,-0.39328244,"('distant', 'open')",-0.3936238,-0.3932824,0.0003414
7,-0.09074572,-0.11662532,"('insensitive', 'sensitive')",-0.0907457,-0.1166253,-0.0258796
8,0.5148939,0.47692588,"('unaffectionate', 'affectionate')",0.5148939,0.4769259,-0.037968
9,0.67013913,0.5889945,"('unaffectionate', 'caring')",0.6701391,0.5889945,-0.0811446
10,0.096720554,0.05719176,"('unsympathetic', 'sympathetic')",0.0967206,0.0571918,-0.0395288
11,0.42802805,0.37468678,"('unhelpful', 'helpful')",0.428028,0.3746868,-0.0533412
12,-0.84681904,-0.7501048,"('unsupportive', 'supportive')",-0.846819,-0.7501048,0.0967142
13,-0.096179634,-0.1302037,"('impolite', 'polite')",-0.0961796,-0.1302037,-0.0340241
14,0.44315925,0.36021525,"('antisocial', 'social')",0.4431593,0.3602152,-0.0829441
15,0.51497155,0.53219074,"('boring', 'funny')",0.5149716,0.5321907,0.0172191
16,-0.32766667,-0.28160813,"('unpopular', 'popular')",-0.3276667,-0.2816081,0.0460586
17,-0.60883915,-0.5205582,"('nasty', 'nice')",-0.6088392,-0.5205582,0.088281
18,-0.6937557,-0.7206297,"('disagreeable', 'welcoming')",-0.6937557,-0.7206297,-0.026874
19,-0.80361944,-0.7441688,"('inhospitable', 'hospitable')",-0.8036194,-0.7441688,0.0594506
20,0.5408621,0.47520053,"('rough', 'thoughtful')",0.5408621,0.4752005,-0.0656616
21,0.3344991,0.35626364,"('immoral', 'moral')",0.3344991,0.3562636,0.0217645
22,0.0653771,0.09951744,"('untrustworthy', 'trustworthy')",0.0653771,0.0995174,0.0341403
23,2.4622123,2.260889,"('insincere', 'sincere')",2.4622123,2.2608891,-0.2013232
24,0.7963523,0.6837571,"('dishonest', 'honest')",0.7963523,0.6837571,-0.1125952
25,0.6790723,0.66409177,"('egoistic', 'altruistic')",0.6790723,0.6640918,-0.0149805
26,1.1055849,1.0650511,"('hardhearted', 'benevolent')",1.1055849,1.0650511,-0.0405338
27,0.5062338,0.40525812,"('hardhearted', 'softhearted')",0.5062338,0.4052581,-0.1009757
28,0.76749706,0.612107,"('disloyal', 'loyal')",0.7674971,0.612107,-0.1553901
29,-0.3496251,-0.5170335,"('unfair', 'fair')",-0.3496251,-0.5170335,-0.1674084
30,0.72600937,0.6812803,"('intolerant', 'tolerant')",0.7260094,0.6812803,-0.0447291
31,-1.1784502,-1.0337058,"('evil', 'good')",-1.1784502,-1.0337058,0.1447444
32,0.9537539,0.83034277,"('unkind', 'kind')",0.9537539,0.8303428,-0.1234111
33,0.20876992,0.1770284,"('wrong', 'right')",0.2087699,0.1770284,-0.0317415
34,1.672953,1.7836196,"('mean', 'honorable')",1.672953,1.7836196,0.1106666
35,-0.21140301,-0.2332023,"('corrupt', 'incorrupt')",-0.211403,-0.2332023,-0.0217993
36,-0.5136467,-0.48862338,"('hostile', 'amicable')",-0.5136467,-0.4886234,0.0250233
37,0.40363783,0.3664265,"('fake', 'genuine')",0.4036378,0.3664265,-0.0372113
38,0.3124893,0.34250817,"('untruthful', 'truthful')",0.3124893,0.3425082,0.0300189
39,0.64661795,0.6659745,"('exploitative', 'cooperative')",0.6466179,0.6659745,0.0193566
40,-1.3492837,-1.4361625,"('stingy', 'generous')",-1.3492837,-1.4361625,-0.0868788
41,0.83350384,0.88179415,"('unforgiving', 'forgiving')",0.8335038,0.8817942,0.0482904
42,-1.1606723,-1.0656362,"('unreliable', 'reliable')",-1.1606723,-1.0656362,0.0950361
43,0.26675144,0.28301135,"('irresponsible', 'responsible')",0.2667514,0.2830113,0.0162599
44,-0.31568217,-0.3329824,"('prejudiced', 'unprejudiced')",-0.3156822,-0.3329824,-0.0173002
45,0.09357612,0.21999106,"('incompetent', 'competent')",0.0935761,0.2199911,0.126415
46,-0.37477964,-0.33290458,"('uncompetitive', 'competitive')",-0.3747796,-0.3329046,0.041875
47,2.6430776,2.626284,"('stupid', 'smart')",2.6430776,2.6262839,-0.0167937
48,0.37355474,0.39115942,"('unintelligent', 'intelligent')",0.3735547,0.3911594,0.0176047
49,0.1387296,0.24129131,"('unable', 'able')",0.1387296,0.2412913,0.1025617
50,-0.4729491,-0.5032351,"('clumsy', 'skillful')",-0.4729491,-0.5032351,-0.030286
51,-0.14370099,-0.23209147,"('uneducated', 'educated')",-0.143701,-0.2320915,-0.0883905
