,linguistics_male,linguistics_female,tuple,average_male,average_female,female-male
0,-0.74437886,-0.84614,"('unsociable', 'sociable')",-0.7443789,-0.84614,-0.1017611
1,2.0316043,2.034566,"('unfriendly', 'friendly')",2.0316043,2.0345659,0.0029616
2,0.2093803,0.41544023,"('unlikable', 'likable')",0.2093803,0.4154402,0.2060599
3,0.13278276,0.30279502,"('repellent', 'pleasant')",0.1327828,0.302795,0.1700122
4,-7.314529,-7.217844,"('disliked', 'liked')",-7.3145289,-7.217844,0.0966849
5,0.53491807,0.77864325,"('distant', 'outgoing')",0.5349181,0.7786433,0.2437252
6,0.81558377,1.0510197,"('distant', 'open')",0.8155838,1.0510197,0.2354359
7,-0.20729163,-0.040893003,"('insensitive', 'sensitive')",-0.2072916,-0.040893,0.1663986
8,1.9666151,2.0244708,"('unaffectionate', 'affectionate')",1.9666151,2.0244708,0.0578557
9,2.2009578,2.370291,"('unaffectionate', 'caring')",2.2009578,2.370291,0.1693332
10,0.19870453,0.2988863,"('unsympathetic', 'sympathetic')",0.1987045,0.2988863,0.1001818
11,2.0578287,2.090532,"('unhelpful', 'helpful')",2.0578287,2.0905321,0.0327034
12,-1.575281,-1.438675,"('unsupportive', 'supportive')",-1.575281,-1.438675,0.136606
13,-0.6618665,-0.7006965,"('impolite', 'polite')",-0.6618665,-0.7006965,-0.03883
14,-0.9181898,-1.0850135,"('antisocial', 'social')",-0.9181898,-1.0850135,-0.1668237
15,-0.2037375,-0.07978913,"('boring', 'funny')",-0.2037375,-0.0797891,0.1239484
16,0.26097524,0.30027315,"('unpopular', 'popular')",0.2609752,0.3002732,0.039298
17,-0.033975925,-0.073817834,"('nasty', 'nice')",-0.0339759,-0.0738178,-0.0398419
18,-0.31602392,-0.40975496,"('disagreeable', 'welcoming')",-0.3160239,-0.409755,-0.0937311
19,-0.0013669841,0.23936382,"('inhospitable', 'hospitable')",-0.001367,0.2393638,0.2407308
20,0.67743737,0.5287519,"('rough', 'thoughtful')",0.6774374,0.5287519,-0.1486855
21,-0.9072424,-0.8324552,"('immoral', 'moral')",-0.9072424,-0.8324552,0.0747872
22,-1.1154798,-1.1425527,"('untrustworthy', 'trustworthy')",-1.1154798,-1.1425527,-0.0270729
23,6.5456667,6.4834986,"('insincere', 'sincere')",6.5456667,6.4834986,-0.0621681
24,1.4562925,1.48615,"('dishonest', 'honest')",1.4562925,1.48615,0.0298575
25,0.97562236,0.762292,"('egoistic', 'altruistic')",0.9756224,0.762292,-0.2133304
26,0.92029905,0.5125276,"('hardhearted', 'benevolent')",0.9202991,0.5125276,-0.4077715
27,1.4282427,1.4305416,"('hardhearted', 'softhearted')",1.4282427,1.4305416,0.0022989
28,1.4156421,1.2870547,"('disloyal', 'loyal')",1.4156421,1.2870547,-0.1285874
29,-0.6021207,-0.6068648,"('unfair', 'fair')",-0.6021207,-0.6068648,-0.0047441
30,0.6208725,0.5213514,"('intolerant', 'tolerant')",0.6208725,0.5213514,-0.0995211
31,-0.59445196,-0.47751248,"('evil', 'good')",-0.594452,-0.4775125,0.1169395
32,1.1932292,1.0012728,"('unkind', 'kind')",1.1932292,1.0012728,-0.1919564
33,0.14892909,0.15696132,"('wrong', 'right')",0.1489291,0.1569613,0.0080322
34,5.1164556,5.065595,"('mean', 'honorable')",5.1164556,5.0655951,-0.0508605
35,-0.16499141,-0.21139479,"('corrupt', 'incorrupt')",-0.1649914,-0.2113948,-0.0464034
36,0.27738073,0.1968284,"('hostile', 'amicable')",0.2773807,0.1968284,-0.0805523
37,0.35416633,0.48819277,"('fake', 'genuine')",0.3541663,0.4881928,0.1340265
38,0.66312015,0.61233234,"('untruthful', 'truthful')",0.6631202,0.6123323,-0.0507879
39,-0.16054761,-0.25378317,"('exploitative', 'cooperative')",-0.1605476,-0.2537832,-0.0932356
40,-2.2068014,-2.186681,"('stingy', 'generous')",-2.2068014,-2.186681,0.0201204
41,-0.20378712,-0.29486597,"('unforgiving', 'forgiving')",-0.2037871,-0.294866,-0.0910789
42,-3.4259353,-3.1308095,"('unreliable', 'reliable')",-3.4259353,-3.1308095,0.2951258
43,0.5021177,0.5143554,"('irresponsible', 'responsible')",0.5021177,0.5143554,0.0122377
44,-1.6138848,-1.631273,"('prejudiced', 'unprejudiced')",-1.6138848,-1.631273,-0.0173882
45,-0.27900532,-0.19346644,"('incompetent', 'competent')",-0.2790053,-0.1934664,0.0855389
46,-1.7311668,-1.6257238,"('uncompetitive', 'competitive')",-1.7311668,-1.6257238,0.105443
47,5.8714757,5.898828,"('stupid', 'smart')",5.8714757,5.898828,0.0273523
48,0.37450966,0.31070507,"('unintelligent', 'intelligent')",0.3745097,0.3107051,-0.0638046
49,-0.010996494,0.19192775,"('unable', 'able')",-0.0109965,0.1919277,0.2029242
50,-0.17371593,-0.09098108,"('clumsy', 'skillful')",-0.1737159,-0.0909811,0.0827348
51,-0.32362983,-0.18107617,"('uneducated', 'educated')",-0.3236298,-0.1810762,0.1425536
52,0.4705399,0.40946382,"('irrational', 'rational')",0.4705399,0.4094638,-0.0610761
53,0.841312,0.8345414,"('uncreative', 'creative')",0.841312,0.8345414,-0.0067706
54,1.2326435,1.5329485,"('incapable', 'capable')",1.2326435,1.5329485,0.300305
55,-0.25714135,-0.17183965,"('incompetent', 'clever')",-0.2571414,-0.1718397,0.0853017
