,business_male,business_female,tuple,average_male,average_female,female-male
0,0.20957947,0.0018166099,"('unsociable', 'sociable')",0.2095795,0.0018166,-0.2077629
1,1.4004961,1.438682,"('unfriendly', 'friendly')",1.4004961,1.438682,0.0381859
2,1.0482908,1.1764584,"('unlikable', 'likable')",1.0482908,1.1764584,0.1281676
3,0.0215005,0.21798429,"('repellent', 'pleasant')",0.0215005,0.2179843,0.1964838
4,-5.975482,-6.014993,"('disliked', 'liked')",-5.975482,-6.0149932,-0.0395112
5,-0.37360245,-0.32278988,"('distant', 'outgoing')",-0.3736024,-0.3227899,0.0508125
6,-0.2430639,-0.17548886,"('distant', 'open')",-0.2430639,-0.1754889,0.067575
7,0.7985512,0.92134637,"('insensitive', 'sensitive')",0.7985512,0.9213464,0.1227952
8,0.93953055,1.0302489,"('unaffectionate', 'affectionate')",0.9395306,1.0302489,0.0907183
9,1.7328215,1.863042,"('unaffectionate', 'caring')",1.7328215,1.863042,0.1302205
10,0.6845817,0.7936334,"('unsympathetic', 'sympathetic')",0.6845817,0.7936334,0.1090517
11,2.691496,2.7075403,"('unhelpful', 'helpful')",2.6914959,2.7075403,0.0160444
12,-1.1146313,-1.0197911,"('unsupportive', 'supportive')",-1.1146313,-1.0197911,0.0948402
13,0.50487155,0.45185292,"('impolite', 'polite')",0.5048715,0.4518529,-0.0530186
14,0.660464,0.52634317,"('antisocial', 'social')",0.660464,0.5263432,-0.1341208
15,0.6415355,0.61932737,"('boring', 'funny')",0.6415355,0.6193274,-0.0222081
16,-0.15694161,-0.002967529,"('unpopular', 'popular')",-0.1569416,-0.0029675,0.1539741
17,-0.16938052,-0.12053624,"('nasty', 'nice')",-0.1693805,-0.1205362,0.0488443
18,-0.7013517,-0.6546216,"('disagreeable', 'welcoming')",-0.7013517,-0.6546216,0.0467301
19,-0.41625595,-0.3525861,"('inhospitable', 'hospitable')",-0.416256,-0.3525861,0.0636699
20,0.4745799,0.43045136,"('rough', 'thoughtful')",0.4745799,0.4304514,-0.0441285
21,0.32586688,0.33616605,"('immoral', 'moral')",0.3258669,0.3361661,0.0102992
22,-0.078505956,0.00023901463,"('untrustworthy', 'trustworthy')",-0.078506,0.000239,0.078745
23,6.0492063,6.156428,"('insincere', 'sincere')",6.0492063,6.1564279,0.1072216
24,1.5606397,1.6612738,"('dishonest', 'honest')",1.5606397,1.6612738,0.1006341
25,0.2732759,0.3100704,"('egoistic', 'altruistic')",0.2732759,0.3100704,0.0367945
26,0.9708134,0.86935973,"('hardhearted', 'benevolent')",0.9708134,0.8693597,-0.1014537
27,0.5538592,0.60019374,"('hardhearted', 'softhearted')",0.5538592,0.6001937,0.0463345
28,1.0526096,1.0564264,"('disloyal', 'loyal')",1.0526096,1.0564264,0.0038168
29,-0.6259937,-0.71592045,"('unfair', 'fair')",-0.6259937,-0.7159204,-0.0899267
30,1.2701739,1.1569018,"('intolerant', 'tolerant')",1.2701739,1.1569018,-0.1132721
31,-1.9608536,-1.8966315,"('evil', 'good')",-1.9608536,-1.8966315,0.0642221
32,1.6593058,1.6647496,"('unkind', 'kind')",1.6593058,1.6647496,0.0054438
33,-0.3507716,-0.3763883,"('wrong', 'right')",-0.3507716,-0.3763883,-0.0256167
34,4.433222,4.583259,"('mean', 'honorable')",4.4332218,4.5832591,0.1500373
35,-1.4219606,-1.417959,"('corrupt', 'incorrupt')",-1.4219606,-1.417959,0.0040016
36,-0.6674715,-0.6834564,"('hostile', 'amicable')",-0.6674715,-0.6834564,-0.0159849
37,0.64367414,0.68485,"('fake', 'genuine')",0.6436741,0.68485,0.0411759
38,0.6550046,0.5896136,"('untruthful', 'truthful')",0.6550046,0.5896136,-0.065391
39,0.22652994,0.22839433,"('exploitative', 'cooperative')",0.2265299,0.2283943,0.0018644
40,-1.7338303,-1.6493108,"('stingy', 'generous')",-1.7338303,-1.6493108,0.0845195
41,0.29226866,0.12444238,"('unforgiving', 'forgiving')",0.2922687,0.1244424,-0.1678263
42,-1.9092872,-1.7756898,"('unreliable', 'reliable')",-1.9092872,-1.7756898,0.1335974
43,1.4241608,1.3032876,"('irresponsible', 'responsible')",1.4241608,1.3032876,-0.1208732
44,-0.8630174,-0.9592106,"('prejudiced', 'unprejudiced')",-0.8630174,-0.9592106,-0.0961932
45,0.16695236,0.13396023,"('incompetent', 'competent')",0.1669524,0.1339602,-0.0329922
46,-0.13615786,-0.124829136,"('uncompetitive', 'competitive')",-0.1361579,-0.1248291,0.0113288
47,5.1405826,5.352828,"('stupid', 'smart')",5.1405826,5.352828,0.2122454
48,0.53356826,0.49530005,"('unintelligent', 'intelligent')",0.5335683,0.4953001,-0.0382682
49,-0.055711135,0.096616805,"('unable', 'able')",-0.0557111,0.0966168,0.1523279
50,0.105051816,0.2965837,"('clumsy', 'skillful')",0.1050518,0.2965837,0.1915319
51,0.89234614,0.96110845,"('uneducated', 'educated')",0.8923461,0.9611084,0.0687623
52,-0.15991513,-0.1725055,"('irrational', 'rational')",-0.1599151,-0.1725055,-0.0125904
53,0.6242882,0.67921764,"('uncreative', 'creative')",0.6242882,0.6792176,0.0549294
54,0.94089603,1.1420739,"('incapable', 'capable')",0.940896,1.1420739,0.2011779
55,0.8078306,0.78804785,"('incompetent', 'clever')",0.8078306,0.7880479,-0.0197827
56,1.2308477,1.0987352,"('impractical', 'practical')",1.2308477,1.0987352,-0.1321125
57,-2.6162238,-2.5682464,"('unimaginative', 'imaginative')",-2.6162238,-2.5682464,0.0479774
58,0.23225008,0.13134903,"('undiscriminating', 'discriminating')",0.2322501,0.131349,-0.1009011
59,0.13465047,0.26729548,"('foolish', 'wise')",0.1346505,0.2672955,0.132645
60,1.0093272,0.9735751,"('inefficient', 'efficient')",1.0093272,0.9735751,-0.0357521
