,eggnog_male,eggnog_female,tuple,average_male,average_female,female-male
0,-0.56684333,-0.7578518,"('unsociable', 'sociable')",-0.5668433,-0.7578518,-0.1910085
1,-0.7796377,-0.8271589,"('unfriendly', 'friendly')",-0.7796377,-0.8271589,-0.0475212
2,0.055447277,0.05153639,"('unlikable', 'likable')",0.0554473,0.0515364,-0.0039109
3,-0.7059617,-0.674287,"('repellent', 'pleasant')",-0.7059617,-0.674287,0.0316747
4,-1.7834632,-1.7612333,"('disliked', 'liked')",-1.7834632,-1.7612333,0.0222299
5,-0.2179774,-0.13418578,"('distant', 'outgoing')",-0.2179774,-0.1341858,0.0837916
6,-0.46071938,-0.31908548,"('distant', 'open')",-0.4607194,-0.3190855,0.1416339
7,-0.8481756,-0.8409478,"('insensitive', 'sensitive')",-0.8481756,-0.8409478,0.0072278
8,0.07242963,0.05269784,"('unaffectionate', 'affectionate')",0.0724296,0.0526978,-0.0197318
9,-0.5245246,-0.56099576,"('unaffectionate', 'caring')",-0.5245246,-0.5609958,-0.0364712
10,-1.606986,-1.6463027,"('unsympathetic', 'sympathetic')",-1.606986,-1.6463027,-0.0393167
11,-0.09364109,-0.19848062,"('unhelpful', 'helpful')",-0.0936411,-0.1984806,-0.1048395
12,-1.2065032,-1.1724972,"('unsupportive', 'supportive')",-1.2065032,-1.1724972,0.034006
13,-0.38516784,-0.5339335,"('impolite', 'polite')",-0.3851678,-0.5339335,-0.1487657
14,-0.26545006,-0.4364697,"('antisocial', 'social')",-0.2654501,-0.4364697,-0.1710196
15,0.8004563,0.71253824,"('boring', 'funny')",0.8004563,0.7125382,-0.0879181
16,-0.21711388,-0.2144158,"('unpopular', 'popular')",-0.2171139,-0.2144158,0.0026981
17,-0.56704867,-0.5058925,"('nasty', 'nice')",-0.5670487,-0.5058925,0.0611562
18,-0.62711406,-0.63159776,"('disagreeable', 'welcoming')",-0.6271141,-0.6315978,-0.0044837
19,-0.5913155,-0.42761818,"('inhospitable', 'hospitable')",-0.5913155,-0.4276182,0.1636973
20,0.17687818,0.17682284,"('rough', 'thoughtful')",0.1768782,0.1768228,-5.54e-05
21,-0.6473568,-0.6953504,"('immoral', 'moral')",-0.6473568,-0.6953504,-0.0479936
22,-0.69547373,-0.75362784,"('untrustworthy', 'trustworthy')",-0.6954737,-0.7536278,-0.0581541
23,1.0350527,0.8976313,"('insincere', 'sincere')",1.0350527,0.8976313,-0.1374214
24,-0.08756526,-0.16970891,"('dishonest', 'honest')",-0.0875653,-0.1697089,-0.0821436
25,0.24462843,0.175896,"('egoistic', 'altruistic')",0.2446284,0.175896,-0.0687324
26,-0.11087181,-0.17040342,"('hardhearted', 'benevolent')",-0.1108718,-0.1704034,-0.0595316
