,cupboard_male,cupboard_female,tuple,average_male,average_female,female-male
0,0.05596935,-0.000886742,"('unsociable', 'sociable')",0.0559694,-0.0008867,-0.0568561
1,1.737649,1.8946719,"('unfriendly', 'friendly')",1.737649,1.8946719,0.1570229
2,0.6293969,0.8221686,"('unlikable', 'likable')",0.6293969,0.8221686,0.1927717
3,1.0332279,1.1721269,"('repellent', 'pleasant')",1.0332279,1.1721269,0.138899
4,-7.2854977,-7.146571,"('disliked', 'liked')",-7.2854977,-7.1465712,0.1389265
5,-0.4080841,-0.19734614,"('distant', 'outgoing')",-0.4080841,-0.1973461,0.210738
6,0.03898511,0.1980592,"('distant', 'open')",0.0389851,0.1980592,0.1590741
7,1.7173551,1.7977797,"('insensitive', 'sensitive')",1.7173551,1.7977797,0.0804246
8,1.2131621,1.2254171,"('unaffectionate', 'affectionate')",1.2131621,1.2254171,0.012255
9,1.3478563,1.4848124,"('unaffectionate', 'caring')",1.3478563,1.4848124,0.1369561
10,1.7226589,1.653991,"('unsympathetic', 'sympathetic')",1.7226589,1.653991,-0.0686679
11,2.1929774,2.2749538,"('unhelpful', 'helpful')",2.1929774,2.2749538,0.0819764
12,-1.0935463,-0.99383676,"('unsupportive', 'supportive')",-1.0935463,-0.9938368,0.0997095
13,0.4484977,0.36537656,"('impolite', 'polite')",0.4484977,0.3653766,-0.0831211
14,0.10282765,-0.04855165,"('antisocial', 'social')",0.1028277,-0.0485516,-0.1513793
15,0.49877268,0.5721853,"('boring', 'funny')",0.4987727,0.5721853,0.0734126
16,-0.9704622,-0.7098928,"('unpopular', 'popular')",-0.9704622,-0.7098928,0.2605694
17,-0.37043875,-0.36750165,"('nasty', 'nice')",-0.3704388,-0.3675016,0.0029372
18,-0.46168074,-0.39069188,"('disagreeable', 'welcoming')",-0.4616807,-0.3906919,0.0709888
19,-0.26099098,-0.12054561,"('inhospitable', 'hospitable')",-0.260991,-0.1205456,0.1404454
20,1.3252972,1.1615416,"('rough', 'thoughtful')",1.3252972,1.1615416,-0.1637556
21,0.47220406,0.5141141,"('immoral', 'moral')",0.4722041,0.5141141,0.04191
22,0.25797004,0.19283164,"('untrustworthy', 'trustworthy')",0.25797,0.1928316,-0.0651384
23,6.856257,7.0131717,"('insincere', 'sincere')",6.856257,7.0131717,0.1569147
24,2.3810995,2.466856,"('dishonest', 'honest')",2.3810995,2.466856,0.0857565
25,0.5608683,0.6122864,"('egoistic', 'altruistic')",0.5608683,0.6122864,0.0514181
26,0.26264724,0.08641936,"('hardhearted', 'benevolent')",0.2626472,0.0864194,-0.1762278
27,1.7382339,1.7046564,"('hardhearted', 'softhearted')",1.7382339,1.7046564,-0.0335775
28,1.2085953,1.2143189,"('disloyal', 'loyal')",1.2085953,1.2143189,0.0057236
29,-0.07243019,-0.19462885,"('unfair', 'fair')",-0.0724302,-0.1946288,-0.1221986
30,1.2513872,1.1971896,"('intolerant', 'tolerant')",1.2513872,1.1971896,-0.0541976
31,-1.351089,-1.300387,"('evil', 'good')",-1.351089,-1.300387,0.050702
32,1.5861561,1.5137749,"('unkind', 'kind')",1.5861561,1.5137749,-0.0723812
33,-0.6462093,-0.4690442,"('wrong', 'right')",-0.6462093,-0.4690442,0.1771651
34,4.4670515,4.7321978,"('mean', 'honorable')",4.4670515,4.7321978,0.2651463
35,-1.019713,-1.0082865,"('corrupt', 'incorrupt')",-1.019713,-1.0082865,0.0114265
36,-1.1678864,-1.1607494,"('hostile', 'amicable')",-1.1678864,-1.1607494,0.007137
37,1.2755891,1.200102,"('fake', 'genuine')",1.2755891,1.200102,-0.0754871
38,0.23649004,0.33984175,"('untruthful', 'truthful')",0.23649,0.3398418,0.1033518
39,0.13976163,0.11975511,"('exploitative', 'cooperative')",0.1397616,0.1197551,-0.0200065
40,-1.0035393,-1.0206298,"('stingy', 'generous')",-1.0035393,-1.0206298,-0.0170905
41,0.056165945,-0.061584562,"('unforgiving', 'forgiving')",0.0561659,-0.0615846,-0.1177505
42,-1.6541924,-1.6220725,"('unreliable', 'reliable')",-1.6541924,-1.6220725,0.0321199
