,flax_male,flax_female,tuple,average_male,average_female,female-male
0,-0.065187454,-0.19184299,"('unsociable', 'sociable')",-0.0651875,-0.191843,-0.1266555
1,0.3436941,-0.1654891,"('unfriendly', 'friendly')",0.3436941,-0.1654891,-0.5091832
2,-0.089540474,0.018273816,"('unlikable', 'likable')",-0.0895405,0.0182738,0.1078143
3,-0.83845854,-0.65081453,"('repellent', 'pleasant')",-0.8384585,-0.6508145,0.187644
4,-1.9288521,-1.8188541,"('disliked', 'liked')",-1.9288521,-1.8188541,0.109998
5,-0.120004386,-0.29475692,"('distant', 'outgoing')",-0.1200044,-0.2947569,-0.1747525
6,-0.4482531,-0.6910477,"('distant', 'open')",-0.4482531,-0.6910477,-0.2427946
7,-0.057775114,-0.19705614,"('insensitive', 'sensitive')",-0.0577751,-0.1970561,-0.139281
8,0.11624488,-0.24379496,"('unaffectionate', 'affectionate')",0.1162449,-0.243795,-0.3600399
9,0.0040418506,-0.3570925,"('unaffectionate', 'caring')",0.0040419,-0.3570925,-0.3611344
10,-0.7940605,-0.90304524,"('unsympathetic', 'sympathetic')",-0.7940605,-0.9030452,-0.1089847
11,-0.6160205,-0.69047815,"('unhelpful', 'helpful')",-0.6160205,-0.6904781,-0.0744576
12,-0.8826717,-0.9133998,"('unsupportive', 'supportive')",-0.8826717,-0.9133998,-0.0307281
13,-1.2304091,-1.0773425,"('impolite', 'polite')",-1.2304091,-1.0773425,0.1530666
14,0.5485712,0.68815464,"('antisocial', 'social')",0.5485712,0.6881546,0.1395834
15,1.0345109,0.8726683,"('boring', 'funny')",1.0345109,0.8726683,-0.1618426
16,-0.49523675,-0.6905502,"('unpopular', 'popular')",-0.4952368,-0.6905502,-0.1953134
17,-0.49948406,-0.38403445,"('nasty', 'nice')",-0.4994841,-0.3840345,0.1154496
18,-1.3911242,-1.2801915,"('disagreeable', 'welcoming')",-1.3911242,-1.2801915,0.1109327
19,-0.6924964,-0.79380673,"('inhospitable', 'hospitable')",-0.6924964,-0.7938067,-0.1013103
20,-0.55340326,-0.5000087,"('rough', 'thoughtful')",-0.5534033,-0.5000087,0.0533946
21,-1.3101057,-0.981143,"('immoral', 'moral')",-1.3101057,-0.981143,0.3289627
22,-0.1187303,-0.12357706,"('untrustworthy', 'trustworthy')",-0.1187303,-0.1235771,-0.0048468
23,1.7332028,1.4400167,"('insincere', 'sincere')",1.7332028,1.4400167,-0.2931861
24,-0.022282068,-0.14487241,"('dishonest', 'honest')",-0.0222821,-0.1448724,-0.1225903
25,0.3538637,0.1760149,"('egoistic', 'altruistic')",0.3538637,0.1760149,-0.1778488
26,1.5120035,1.0279043,"('hardhearted', 'benevolent')",1.5120035,1.0279043,-0.4840992
27,-0.037369154,-0.41308224,"('hardhearted', 'softhearted')",-0.0373692,-0.4130822,-0.375713
28,-0.046059165,-0.33991805,"('disloyal', 'loyal')",-0.0460592,-0.339918,-0.2938588
29,-0.6880996,-0.7053544,"('unfair', 'fair')",-0.6880996,-0.7053544,-0.0172548
30,0.035671074,0.08370598,"('intolerant', 'tolerant')",0.0356711,0.083706,0.0480349
31,-0.50522166,-0.6919659,"('evil', 'good')",-0.5052217,-0.6919659,-0.1867442
32,0.0472057,-0.2026042,"('unkind', 'kind')",0.0472057,-0.2026042,-0.2498099
33,0.21321489,0.11888633,"('wrong', 'right')",0.2132149,0.1188863,-0.0943286
34,1.1307329,1.022522,"('mean', 'honorable')",1.1307329,1.022522,-0.1082109
35,-0.031800788,-0.28073314,"('corrupt', 'incorrupt')",-0.0318008,-0.2807331,-0.2489323
36,-0.111211725,-0.4602191,"('hostile', 'amicable')",-0.1112117,-0.4602191,-0.3490074
37,-0.62769747,-0.5659996,"('fake', 'genuine')",-0.6276975,-0.5659996,0.0616979
38,-0.47213227,-0.53689533,"('untruthful', 'truthful')",-0.4721323,-0.5368953,-0.064763
39,-0.5643952,-0.30473402,"('exploitative', 'cooperative')",-0.5643952,-0.304734,0.2596612
40,-1.0571873,-1.0717323,"('stingy', 'generous')",-1.0571873,-1.0717323,-0.014545
41,0.026153669,-0.17687623,"('unforgiving', 'forgiving')",0.0261537,-0.1768762,-0.2030299
42,-1.0891783,-0.98486847,"('unreliable', 'reliable')",-1.0891783,-0.9848685,0.1043098
43,-0.8345759,-0.8269571,"('irresponsible', 'responsible')",-0.8345759,-0.8269571,0.0076188
44,-1.110579,-0.8235271,"('prejudiced', 'unprejudiced')",-1.110579,-0.8235271,0.2870519
45,0.6692607,0.3996082,"('incompetent', 'competent')",0.6692607,0.3996082,-0.2696525
46,-0.73305744,-0.7852917,"('uncompetitive', 'competitive')",-0.7330574,-0.7852917,-0.0522343
47,1.9052582,1.7787738,"('stupid', 'smart')",1.9052582,1.7787738,-0.1264844
48,-0.7759117,-0.83331054,"('unintelligent', 'intelligent')",-0.7759117,-0.8333105,-0.0573988
49,-0.6435438,-0.521005,"('unable', 'able')",-0.6435438,-0.521005,0.1225388
50,-0.15154377,-0.3866292,"('clumsy', 'skillful')",-0.1515438,-0.3866292,-0.2350854
51,-0.9890657,-0.94902414,"('uneducated', 'educated')",-0.9890657,-0.9490241,0.0400416
52,-0.77425486,-0.8361712,"('irrational', 'rational')",-0.7742549,-0.8361712,-0.0619163
53,-0.61372924,-0.9940049,"('uncreative', 'creative')",-0.6137292,-0.9940049,-0.3802757
54,-0.4470793,-0.64846605,"('incapable', 'capable')",-0.4470793,-0.6484661,-0.2013868
55,0.004943587,0.101055644,"('incompetent', 'clever')",0.0049436,0.1010556,0.096112
56,-0.13596676,-0.017626597,"('impractical', 'practical')",-0.1359668,-0.0176266,0.1183402
57,-0.6633635,-0.83263916,"('unimaginative', 'imaginative')",-0.6633635,-0.8326392,-0.1692757
58,0.5745411,0.36600614,"('undiscriminating', 'discriminating')",0.5745411,0.3660061,-0.208535
59,-0.124185085,-0.10787689,"('foolish', 'wise')",-0.1241851,-0.1078769,0.0163082
60,-0.46285975,-0.0786011,"('inefficient', 'efficient')",-0.4628597,-0.0786011,0.3842586
61,-0.08506253,-0.26498196,"('illogical', 'logical')",-0.0850625,-0.264982,-0.1799195
62,-0.33217862,-0.0917169,"('incompetent', 'brilliant')",-0.3321786,-0.0917169,0.2404617
63,-0.21854024,-0.40405175,"('unperceptive', 'insightful')",-0.2185402,-0.4040518,-0.1855116
64,-2.7414653,-2.2014303,"('shy', 'confident')",-2.7414653,-2.2014303,0.540035
65,-0.25810295,-0.026346803,"('insecure', 'secure')",-0.258103,-0.0263468,0.2317562
66,-0.2776132,-0.53759044,"('inactive', 'active')",-0.2776132,-0.5375904,-0.2599772
67,-0.05381293,0.13092843,"('doubtful', 'determined')",-0.0538129,0.1309284,0.1847413
68,-1.1022198,-1.0403962,"('dependent', 'independent')",-1.1022198,-1.0403962,0.0618236
69,0.15004644,0.060528737,"('lazy', 'industrious')",0.1500464,0.0605287,-0.0895177
70,-0.3585169,-0.46487996,"('lethargic', 'energetic')",-0.3585169,-0.46488,-0.1063631
