,remains_male,remains_female,tuple,average_male,average_female,female-male
0,1.0326712,0.9102599,"('unsociable', 'sociable')",1.0326712,0.9102599,-0.1224113
1,0.6345318,0.69645256,"('unfriendly', 'friendly')",0.6345318,0.6964526,0.0619208
2,0.6090779,0.7396087,"('unlikable', 'likable')",0.6090779,0.7396087,0.1305308
3,1.1866063,1.2352589,"('repellent', 'pleasant')",1.1866063,1.2352589,0.0486526
4,-6.70811,-6.8077364,"('disliked', 'liked')",-6.7081099,-6.8077364,-0.0996265
5,-1.3243644,-1.1883492,"('distant', 'outgoing')",-1.3243644,-1.1883492,0.1360152
6,-1.4655526,-1.3492401,"('distant', 'open')",-1.4655526,-1.3492401,0.1163125
7,2.3033552,2.3299253,"('insensitive', 'sensitive')",2.3033552,2.3299253,0.0265701
8,0.32240677,0.40729448,"('unaffectionate', 'affectionate')",0.3224068,0.4072945,0.0848877
9,1.1180625,1.337191,"('unaffectionate', 'caring')",1.1180625,1.337191,0.2191285
10,2.444887,2.4433177,"('unsympathetic', 'sympathetic')",2.4448869,2.4433177,-0.0015692
11,2.4376771,2.4867885,"('unhelpful', 'helpful')",2.4376771,2.4867885,0.0491114
12,-0.56981504,-0.5115646,"('unsupportive', 'supportive')",-0.569815,-0.5115646,0.0582504
13,0.8373041,0.78304946,"('impolite', 'polite')",0.8373041,0.7830495,-0.0542546
14,1.4987043,1.371669,"('antisocial', 'social')",1.4987043,1.3716691,-0.1270352
15,0.020546272,0.08826695,"('boring', 'funny')",0.0205463,0.0882669,0.0677206
16,-1.271739,-1.1989567,"('unpopular', 'popular')",-1.271739,-1.1989567,0.0727823
17,-0.62718797,-0.57937294,"('nasty', 'nice')",-0.627188,-0.5793729,0.0478151
18,-0.60054743,-0.59412324,"('disagreeable', 'welcoming')",-0.6005474,-0.5941232,0.0064242
19,-0.9766952,-0.9488393,"('inhospitable', 'hospitable')",-0.9766952,-0.9488393,0.0278559
20,1.0813586,0.95791304,"('rough', 'thoughtful')",1.0813586,0.957913,-0.1234456
21,1.3679696,1.4138685,"('immoral', 'moral')",1.3679696,1.4138685,0.0458989
22,1.2181749,1.0947769,"('untrustworthy', 'trustworthy')",1.2181749,1.0947769,-0.123398
23,6.7006373,6.837135,"('insincere', 'sincere')",6.7006373,6.8371348,0.1364975
24,2.679208,2.6848786,"('dishonest', 'honest')",2.679208,2.6848786,0.0056706
25,-0.15604126,-0.06415124,"('egoistic', 'altruistic')",-0.1560413,-0.0641512,0.0918901
26,0.14095426,0.07241849,"('hardhearted', 'benevolent')",0.1409543,0.0724185,-0.0685358
27,1.5163993,1.5052105,"('hardhearted', 'softhearted')",1.5163993,1.5052105,-0.0111888
28,1.3550581,1.2877139,"('disloyal', 'loyal')",1.3550581,1.2877139,-0.0673442
29,-0.09481777,-0.16638726,"('unfair', 'fair')",-0.0948178,-0.1663873,-0.0715695
30,1.758632,1.7161876,"('intolerant', 'tolerant')",1.7586319,1.7161876,-0.0424443
31,-2.3857749,-2.4083357,"('evil', 'good')",-2.3857749,-2.4083357,-0.0225608
32,1.7924608,1.6519543,"('unkind', 'kind')",1.7924608,1.6519543,-0.1405065
33,-0.53291255,-0.48631245,"('wrong', 'right')",-0.5329126,-0.4863124,0.0466002
34,4.0715456,4.3623314,"('mean', 'honorable')",4.0715456,4.3623314,0.2907858
35,-1.8981831,-2.0404503,"('corrupt', 'incorrupt')",-1.8981831,-2.0404503,-0.1422672
36,-1.4654974,-1.597208,"('hostile', 'amicable')",-1.4654974,-1.597208,-0.1317106
37,1.2007428,1.1758627,"('fake', 'genuine')",1.2007428,1.1758627,-0.0248801
38,0.5368335,0.5160496,"('untruthful', 'truthful')",0.5368335,0.5160496,-0.0207839
39,0.47462806,0.46351725,"('exploitative', 'cooperative')",0.4746281,0.4635172,-0.0111109
40,-1.1833001,-1.3707006,"('stingy', 'generous')",-1.1833001,-1.3707006,-0.1874005
41,0.69028944,0.48082197,"('unforgiving', 'forgiving')",0.6902894,0.480822,-0.2094674
42,-0.9631698,-0.992704,"('unreliable', 'reliable')",-0.9631698,-0.992704,-0.0295342
43,2.199171,2.2387452,"('irresponsible', 'responsible')",2.1991711,2.2387452,0.0395741
44,-0.87391734,-0.9776913,"('prejudiced', 'unprejudiced')",-0.8739173,-0.9776913,-0.103774
45,1.2858132,1.2342868,"('incompetent', 'competent')",1.2858132,1.2342868,-0.0515264
46,0.50406724,0.47758195,"('uncompetitive', 'competitive')",0.5040672,0.4775819,-0.0264853
47,5.2598805,5.489472,"('stupid', 'smart')",5.2598805,5.4894719,0.2295914
48,1.3546894,1.3809316,"('unintelligent', 'intelligent')",1.3546894,1.3809316,0.0262422
49,-0.11870054,0.15053575,"('unable', 'able')",-0.1187005,0.1505357,0.2692362
50,-0.45460892,-0.4317998,"('clumsy', 'skillful')",-0.4546089,-0.4317998,0.0228091
51,1.4592295,1.3632548,"('uneducated', 'educated')",1.4592295,1.3632548,-0.0959747
52,-1.5850958,-1.5817949,"('irrational', 'rational')",-1.5850958,-1.5817949,0.0033009
53,-0.0034501925,-0.0114831235,"('uncreative', 'creative')",-0.0034502,-0.0114831,-0.0080329
54,0.4520242,0.6850214,"('incapable', 'capable')",0.4520242,0.6850214,0.2329972
55,2.2719264,2.2578363,"('incompetent', 'clever')",2.2719264,2.2578363,-0.0140901
56,1.6355876,1.6536971,"('impractical', 'practical')",1.6355876,1.6536971,0.0181095
57,-1.8470501,-1.8527379,"('unimaginative', 'imaginative')",-1.8470501,-1.8527379,-0.0056878
58,0.08855936,0.04841914,"('undiscriminating', 'discriminating')",0.0885594,0.0484191,-0.0401403
59,-0.8670284,-0.82600546,"('foolish', 'wise')",-0.8670284,-0.8260055,0.0410229
60,1.7509317,1.9135829,"('inefficient', 'efficient')",1.7509317,1.9135829,0.1626512
61,1.0708932,0.96787226,"('illogical', 'logical')",1.0708932,0.9678723,-0.1030209
62,1.8223155,1.9742702,"('incompetent', 'brilliant')",1.8223155,1.9742702,0.1519547
63,1.4707446,1.4795425,"('unperceptive', 'insightful')",1.4707446,1.4795425,0.0087979
64,-4.3470316,-4.506902,"('shy', 'confident')",-4.3470316,-4.5069022,-0.1598706
65,2.2331138,2.1468384,"('insecure', 'secure')",2.2331138,2.1468384,-0.0862754
66,-0.68543565,-0.8191807,"('inactive', 'active')",-0.6854357,-0.8191807,-0.133745
67,-0.7063768,-0.6118983,"('doubtful', 'determined')",-0.7063768,-0.6118983,0.0944785
68,-0.09717217,-0.10861741,"('dependent', 'independent')",-0.0971722,-0.1086174,-0.0114452
69,-2.128909,-2.0977595,"('lazy', 'industrious')",-2.1289091,-2.0977595,0.0311496
70,2.5954156,2.5891001,"('lethargic', 'energetic')",2.5954156,2.5891001,-0.0063155
71,0.06295485,0.23761621,"('diffident', 'self-confident')",0.0629549,0.2376162,0.1746613
72,0.86373657,0.91529286,"('unambitious', 'ambitious')",0.8637366,0.9152929,0.0515563
73,-3.071181,-2.969347,"('helpless', 'self-reliant')",-3.0711811,-2.969347,0.1018341
74,0.5103455,0.42975456,"('undedicated', 'dedicated')",0.5103455,0.4297546,-0.0805909
75,-1.5376617,-1.4945079,"('meek', 'impulsive')",-1.5376617,-1.4945079,0.0431538
76,1.6197788,1.5544115,"('anxious', 'daring')",1.6197788,1.5544115,-0.0653673
77,-0.61891717,-0.5914479,"('unmotivated', 'motivated')",-0.6189172,-0.5914479,0.0274693
78,-0.28591713,-0.23494123,"('nonresilient', 'resilient')",-0.2859171,-0.2349412,0.0509759
79,-1.176782,-1.2075098,"('wavering', 'unwavering')",-1.176782,-1.2075098,-0.0307278
80,1.2048756,0.9827122,"('dominated', 'dominating')",1.2048756,0.9827122,-0.2221634
81,1.4192426,1.437311,"('submissive', 'aggressive')",1.4192426,1.4373111,0.0180685
82,5.668645,5.933386,"('poor', 'rich')",5.6686449,5.9333858,0.2647409
