,taro_male,taro_female,tuple,average_male,average_female,female-male
0,-0.035138395,-0.15976378,"('unsociable', 'sociable')",-0.0351384,-0.1597638,-0.1246254
1,0.28580275,0.3268902,"('unfriendly', 'friendly')",0.2858028,0.3268902,0.0410874
2,1.0886246,1.0800225,"('unlikable', 'likable')",1.0886246,1.0800225,-0.0086021
3,0.24537861,0.29106307,"('repellent', 'pleasant')",0.2453786,0.2910631,0.0456845
4,-2.1579106,-2.0108068,"('disliked', 'liked')",-2.1579106,-2.0108068,0.1471038
5,-0.739826,-0.63588923,"('distant', 'outgoing')",-0.739826,-0.6358892,0.1039368
6,-0.52828074,-0.4151895,"('distant', 'open')",-0.5282807,-0.4151895,0.1130912
7,0.4989297,0.4513621,"('insensitive', 'sensitive')",0.4989297,0.4513621,-0.0475676
8,0.4591029,0.45610496,"('unaffectionate', 'affectionate')",0.4591029,0.456105,-0.0029979
9,0.09978205,0.063502945,"('unaffectionate', 'caring')",0.099782,0.0635029,-0.0362791
10,0.2385526,0.2024316,"('unsympathetic', 'sympathetic')",0.2385526,0.2024316,-0.036121
11,0.25083485,0.19081606,"('unhelpful', 'helpful')",0.2508349,0.1908161,-0.0600188
12,-0.7826511,-0.7243041,"('unsupportive', 'supportive')",-0.7826511,-0.7243041,0.058347
13,-0.21368219,-0.32362932,"('impolite', 'polite')",-0.2136822,-0.3236293,-0.1099471
14,0.23038068,0.039017867,"('antisocial', 'social')",0.2303807,0.0390179,-0.1913628
15,0.8618441,0.8414493,"('boring', 'funny')",0.8618441,0.8414493,-0.0203948
16,-0.012480425,0.024523698,"('unpopular', 'popular')",-0.0124804,0.0245237,0.0370041
17,-0.56098443,-0.4768834,"('nasty', 'nice')",-0.5609844,-0.4768834,0.084101
18,-0.33756518,-0.3869549,"('disagreeable', 'welcoming')",-0.3375652,-0.3869549,-0.0493897
19,-0.7494072,-0.6279054,"('inhospitable', 'hospitable')",-0.7494072,-0.6279054,0.1215018
20,0.23713854,0.16512653,"('rough', 'thoughtful')",0.2371385,0.1651265,-0.072012
21,0.8410295,0.79210997,"('immoral', 'moral')",0.8410295,0.79211,-0.0489195
22,0.060405243,-0.018345699,"('untrustworthy', 'trustworthy')",0.0604052,-0.0183457,-0.0787509
23,1.7394102,1.6005392,"('insincere', 'sincere')",1.7394102,1.6005392,-0.138871
24,0.3679133,0.27266183,"('dishonest', 'honest')",0.3679133,0.2726618,-0.0952515
25,0.4828315,0.4261469,"('egoistic', 'altruistic')",0.4828315,0.4261469,-0.0566846
