,chick_male,chick_female,tuple,average_male,average_female,female-male
0,0.22620007,0.14669037,"('unsociable', 'sociable')",0.2262001,0.1466904,-0.0795097
1,1.6798089,1.7046589,"('unfriendly', 'friendly')",1.6798089,1.7046589,0.02485
2,0.17357033,0.27951762,"('unlikable', 'likable')",0.1735703,0.2795176,0.1059473
3,1.0676308,1.2063384,"('repellent', 'pleasant')",1.0676308,1.2063384,0.1387076
4,-7.1974697,-7.329367,"('disliked', 'liked')",-7.1974697,-7.3293672,-0.1318975
5,-0.14438245,0.039609652,"('distant', 'outgoing')",-0.1443824,0.0396097,0.1839921
6,0.1777356,0.3309244,"('distant', 'open')",0.1777356,0.3309244,0.1531888
7,1.5510107,1.6695514,"('insensitive', 'sensitive')",1.5510107,1.6695514,0.1185407
8,1.0235627,0.9810613,"('unaffectionate', 'affectionate')",1.0235627,0.9810613,-0.0425014
9,1.4803736,1.6882377,"('unaffectionate', 'caring')",1.4803736,1.6882377,0.2078641
10,1.28494,1.2781451,"('unsympathetic', 'sympathetic')",1.28494,1.2781451,-0.0067949
11,2.0301337,2.2463727,"('unhelpful', 'helpful')",2.0301337,2.2463727,0.216239
12,-1.273589,-1.1654754,"('unsupportive', 'supportive')",-1.273589,-1.1654754,0.1081136
13,0.23502108,0.07283363,"('impolite', 'polite')",0.2350211,0.0728336,-0.1621875
14,0.01209263,-0.1825681,"('antisocial', 'social')",0.0120926,-0.1825681,-0.1946607
15,0.511364,0.47068408,"('boring', 'funny')",0.511364,0.4706841,-0.0406799
16,-0.6474934,-0.6096283,"('unpopular', 'popular')",-0.6474934,-0.6096283,0.0378651
17,-0.45628884,-0.4830333,"('nasty', 'nice')",-0.4562888,-0.4830333,-0.0267445
18,-0.34089047,-0.41955984,"('disagreeable', 'welcoming')",-0.3408905,-0.4195598,-0.0786693
19,-0.4119454,-0.18735489,"('inhospitable', 'hospitable')",-0.4119454,-0.1873549,0.2245905
20,0.57397884,0.424118,"('rough', 'thoughtful')",0.5739788,0.424118,-0.1498608
21,0.15133776,0.40714246,"('immoral', 'moral')",0.1513378,0.4071425,0.2558047
22,-0.09386727,0.025591696,"('untrustworthy', 'trustworthy')",-0.0938673,0.0255917,0.119459
23,6.9993706,7.3021717,"('insincere', 'sincere')",6.9993706,7.3021717,0.3028011
24,1.9152784,2.148418,"('dishonest', 'honest')",1.9152784,2.1484179,0.2331395
