,leash_male,leash_female,tuple,average_male,average_female,female-male
0,0.36115748,0.3207475,"('unsociable', 'sociable')",0.3611575,0.3207475,-0.04041
1,1.2798201,1.1551484,"('unfriendly', 'friendly')",1.2798201,1.1551484,-0.1246717
2,0.3398489,0.5461288,"('unlikable', 'likable')",0.3398489,0.5461288,0.2062799
3,0.89928645,0.9902691,"('repellent', 'pleasant')",0.8992864,0.9902691,0.0909827
4,-7.3555036,-7.2366743,"('disliked', 'liked')",-7.3555036,-7.2366743,0.1188293
5,-0.08369346,0.07567067,"('distant', 'outgoing')",-0.0836935,0.0756707,0.1593642
6,0.14222813,0.25768375,"('distant', 'open')",0.1422281,0.2576838,0.1154557
7,0.74510634,0.8338195,"('insensitive', 'sensitive')",0.7451063,0.8338195,0.0887132
8,1.0193008,0.9399456,"('unaffectionate', 'affectionate')",1.0193008,0.9399456,-0.0793552
9,1.666574,1.7074813,"('unaffectionate', 'caring')",1.666574,1.7074813,0.0409073
10,1.38698,1.4581835,"('unsympathetic', 'sympathetic')",1.3869801,1.4581835,0.0712034
11,2.2089283,2.2792604,"('unhelpful', 'helpful')",2.2089283,2.2792604,0.0703321
12,-1.407762,-1.287629,"('unsupportive', 'supportive')",-1.4077621,-1.287629,0.1201331
13,0.7193474,0.7060548,"('impolite', 'polite')",0.7193474,0.7060548,-0.0132926
14,0.09528024,0.036709636,"('antisocial', 'social')",0.0952802,0.0367096,-0.0585706
15,0.8161787,0.7907789,"('boring', 'funny')",0.8161787,0.7907789,-0.0253998
16,-0.23661904,-0.21777232,"('unpopular', 'popular')",-0.236619,-0.2177723,0.0188467
17,-0.39684346,-0.31199706,"('nasty', 'nice')",-0.3968435,-0.3119971,0.0848464
18,-0.59765446,-0.66802967,"('disagreeable', 'welcoming')",-0.5976545,-0.6680297,-0.0703752
19,-0.5788716,-0.3355821,"('inhospitable', 'hospitable')",-0.5788716,-0.3355821,0.2432895
20,0.5836373,0.43209565,"('rough', 'thoughtful')",0.5836373,0.4320956,-0.1515417
21,0.34015703,0.47385794,"('immoral', 'moral')",0.340157,0.4738579,0.1337009
22,-0.17148747,-0.08005859,"('untrustworthy', 'trustworthy')",-0.1714875,-0.0800586,0.0914289
23,6.47356,6.471762,"('insincere', 'sincere')",6.4735599,6.4717622,-0.0017977
24,1.8620499,1.9075648,"('dishonest', 'honest')",1.8620499,1.9075648,0.0455149
25,0.2485342,0.111068554,"('egoistic', 'altruistic')",0.2485342,0.1110686,-0.1374656
26,0.3519892,0.17178011,"('hardhearted', 'benevolent')",0.3519892,0.1717801,-0.1802091
27,1.326424,1.1062995,"('hardhearted', 'softhearted')",1.326424,1.1062995,-0.2201245
28,1.0206381,0.96795833,"('disloyal', 'loyal')",1.0206381,0.9679583,-0.0526798
29,-0.6539107,-0.6122716,"('unfair', 'fair')",-0.6539107,-0.6122716,0.0416391
30,0.94617003,0.959652,"('intolerant', 'tolerant')",0.94617,0.959652,0.013482
31,-1.9767534,-1.8879709,"('evil', 'good')",-1.9767534,-1.8879709,0.0887825
32,1.1091443,1.1400261,"('unkind', 'kind')",1.1091443,1.1400261,0.0308818
33,-0.44393602,-0.4058339,"('wrong', 'right')",-0.443936,-0.4058339,0.0381021
34,4.911088,5.031167,"('mean', 'honorable')",4.911088,5.031167,0.120079
35,-1.3576272,-1.4452643,"('corrupt', 'incorrupt')",-1.3576272,-1.4452643,-0.0876371
36,-1.085125,-1.1417873,"('hostile', 'amicable')",-1.085125,-1.1417873,-0.0566623
37,0.54481614,0.5629511,"('fake', 'genuine')",0.5448161,0.5629511,0.018135
38,-0.12025606,-0.0024095401,"('untruthful', 'truthful')",-0.1202561,-0.0024095,0.1178466
39,0.013741849,-0.008160494,"('exploitative', 'cooperative')",0.0137418,-0.0081605,-0.0219023
40,-1.6935304,-1.8236188,"('stingy', 'generous')",-1.6935304,-1.8236188,-0.1300884
41,-0.15465179,-0.09656397,"('unforgiving', 'forgiving')",-0.1546518,-0.096564,0.0580878
42,-1.938476,-1.8541538,"('unreliable', 'reliable')",-1.938476,-1.8541538,0.0843222
43,1.6357529,1.6360033,"('irresponsible', 'responsible')",1.6357529,1.6360033,0.0002504
44,-1.3012427,-1.3469144,"('prejudiced', 'unprejudiced')",-1.3012427,-1.3469144,-0.0456717
45,0.4409274,0.5698639,"('incompetent', 'competent')",0.4409274,0.5698639,0.1289365
46,-0.16128215,-0.14414963,"('uncompetitive', 'competitive')",-0.1612822,-0.1441496,0.0171326
47,5.510005,5.6515207,"('stupid', 'smart')",5.510005,5.6515207,0.1415157
48,1.1144433,0.95463836,"('unintelligent', 'intelligent')",1.1144433,0.9546384,-0.1598049
49,0.29388317,0.4321439,"('unable', 'able')",0.2938832,0.4321439,0.1382607
50,-0.053081118,0.007967014,"('clumsy', 'skillful')",-0.0530811,0.007967,0.0610481
51,0.5389937,0.5997114,"('uneducated', 'educated')",0.5389937,0.5997114,0.0607177
52,-0.63589406,-0.6864726,"('irrational', 'rational')",-0.6358941,-0.6864726,-0.0505785
53,0.09449675,0.04280717,"('uncreative', 'creative')",0.0944967,0.0428072,-0.0516895
