,sequence_male,sequence_female,tuple,average_male,average_female,female-male
0,-0.12910283,-0.09855798,"('unsociable', 'sociable')",-0.1291028,-0.098558,0.0305448
1,1.4351072,1.3326199,"('unfriendly', 'friendly')",1.4351072,1.3326199,-0.1024873
2,0.86478245,1.0499126,"('unlikable', 'likable')",0.8647825,1.0499126,0.1851301
3,0.74840575,0.89082944,"('repellent', 'pleasant')",0.7484058,0.8908294,0.1424236
4,-7.3630104,-7.1882467,"('disliked', 'liked')",-7.3630104,-7.1882467,0.1747637
5,-0.48279652,-0.28089553,"('distant', 'outgoing')",-0.4827965,-0.2808955,0.201901
6,-0.11302525,0.08154851,"('distant', 'open')",-0.1130252,0.0815485,0.1945737
7,0.7474746,0.8702076,"('insensitive', 'sensitive')",0.7474746,0.8702076,0.122733
8,1.4400083,1.382497,"('unaffectionate', 'affectionate')",1.4400083,1.382497,-0.0575113
9,1.9391801,1.9093453,"('unaffectionate', 'caring')",1.9391801,1.9093453,-0.0298348
10,1.1041049,1.3091781,"('unsympathetic', 'sympathetic')",1.1041049,1.3091781,0.2050732
11,1.6938227,1.7336125,"('unhelpful', 'helpful')",1.6938227,1.7336125,0.0397898
12,-1.5882604,-1.5224527,"('unsupportive', 'supportive')",-1.5882604,-1.5224527,0.0658077
13,0.20105436,0.17255026,"('impolite', 'polite')",0.2010544,0.1725503,-0.0285041
14,-0.46435127,-0.4991487,"('antisocial', 'social')",-0.4643513,-0.4991487,-0.0347974
15,0.634083,0.61568266,"('boring', 'funny')",0.634083,0.6156827,-0.0184003
16,-0.09844941,-0.019636907,"('unpopular', 'popular')",-0.0984494,-0.0196369,0.0788125
17,-0.08052912,-0.08235502,"('nasty', 'nice')",-0.0805291,-0.082355,-0.0018259
18,-0.6798973,-0.73631567,"('disagreeable', 'welcoming')",-0.6798973,-0.7363157,-0.0564184
19,-0.17893896,-0.022770107,"('inhospitable', 'hospitable')",-0.178939,-0.0227701,0.1561689
20,1.163603,0.99559426,"('rough', 'thoughtful')",1.1636029,0.9955943,-0.1680086
21,-0.10503531,0.20082343,"('immoral', 'moral')",-0.1050353,0.2008234,0.3058587
22,-0.6317549,-0.54891366,"('untrustworthy', 'trustworthy')",-0.6317549,-0.5489137,0.0828412
23,6.3584075,6.250076,"('insincere', 'sincere')",6.3584075,6.2500758,-0.1083317
24,1.7101916,1.7580041,"('dishonest', 'honest')",1.7101916,1.7580041,0.0478125
25,0.43012232,0.2816193,"('egoistic', 'altruistic')",0.4301223,0.2816193,-0.148503
26,0.5145298,0.33379686,"('hardhearted', 'benevolent')",0.5145298,0.3337969,-0.1807329
27,1.7470506,1.6209469,"('hardhearted', 'softhearted')",1.7470506,1.6209469,-0.1261037
28,1.1484495,1.0881099,"('disloyal', 'loyal')",1.1484495,1.0881099,-0.0603396
29,-0.74963295,-0.7781182,"('unfair', 'fair')",-0.749633,-0.7781182,-0.0284852
30,0.7386552,0.84845454,"('intolerant', 'tolerant')",0.7386552,0.8484545,0.1097993
31,-1.2299621,-1.2478116,"('evil', 'good')",-1.2299621,-1.2478116,-0.0178495
32,1.6713773,1.5972583,"('unkind', 'kind')",1.6713773,1.5972583,-0.074119
33,-0.12614895,-0.16292717,"('wrong', 'right')",-0.126149,-0.1629272,-0.0367782
34,4.5042,4.6993203,"('mean', 'honorable')",4.5042,4.6993203,0.1951203
35,-0.914789,-1.0785863,"('corrupt', 'incorrupt')",-0.914789,-1.0785863,-0.1637973
36,-0.59218633,-0.753827,"('hostile', 'amicable')",-0.5921863,-0.753827,-0.1616407
37,0.81536525,0.87724614,"('fake', 'genuine')",0.8153653,0.8772461,0.0618808
38,-0.17423746,-0.12494095,"('untruthful', 'truthful')",-0.1742375,-0.1249409,0.0492966
39,0.1207194,0.104279324,"('exploitative', 'cooperative')",0.1207194,0.1042793,-0.0164401
40,-1.7582616,-1.8623757,"('stingy', 'generous')",-1.7582616,-1.8623757,-0.1041141
41,0.21973962,0.23040104,"('unforgiving', 'forgiving')",0.2197396,0.230401,0.0106614
42,-2.2774105,-2.0017517,"('unreliable', 'reliable')",-2.2774105,-2.0017517,0.2756588
43,1.0337559,1.1769129,"('irresponsible', 'responsible')",1.0337559,1.1769129,0.143157
44,-1.5628252,-1.5687863,"('prejudiced', 'unprejudiced')",-1.5628252,-1.5687863,-0.0059611
45,0.59531724,0.6643146,"('incompetent', 'competent')",0.5953172,0.6643146,0.0689974
46,-0.66238236,-0.5487982,"('uncompetitive', 'competitive')",-0.6623824,-0.5487982,0.1135842
47,5.3429365,5.4511986,"('stupid', 'smart')",5.3429365,5.4511986,0.1082621
48,0.9688059,0.9193673,"('unintelligent', 'intelligent')",0.9688059,0.9193673,-0.0494386
