,pate_male,pate_female,tuple,average_male,average_female,female-male
0,1.0604206,0.80689085,"('unsociable', 'sociable')",1.0604206,0.8068908,-0.2535298
1,-0.85817856,-0.85015273,"('unfriendly', 'friendly')",-0.8581786,-0.8501527,0.0080259
2,0.0789954,0.29132813,"('unlikable', 'likable')",0.0789954,0.2913281,0.2123327
3,-0.22369389,-0.0050764764,"('repellent', 'pleasant')",-0.2236939,-0.0050765,0.2186174
4,-3.063353,-3.1427157,"('disliked', 'liked')",-3.0633531,-3.1427157,-0.0793626
5,-2.1964614,-2.1244526,"('distant', 'outgoing')",-2.1964614,-2.1244526,0.0720088
6,-2.396142,-2.2875311,"('distant', 'open')",-2.396142,-2.2875311,0.1086109
7,0.95364964,1.0859752,"('insensitive', 'sensitive')",0.9536496,1.0859752,0.1323256
8,-0.8614574,-0.6585494,"('unaffectionate', 'affectionate')",-0.8614574,-0.6585494,0.202908
9,-1.055367,-0.87744963,"('unaffectionate', 'caring')",-1.055367,-0.8774496,0.1779174
10,1.27711,1.1569004,"('unsympathetic', 'sympathetic')",1.27711,1.1569004,-0.1202096
11,0.8851024,0.93543994,"('unhelpful', 'helpful')",0.8851024,0.9354399,0.0503375
12,-0.4066276,-0.39146015,"('unsupportive', 'supportive')",-0.4066276,-0.3914602,0.0151674
13,0.76215804,0.691544,"('impolite', 'polite')",0.762158,0.691544,-0.070614
14,1.6861252,1.6115894,"('antisocial', 'social')",1.6861252,1.6115894,-0.0745358
15,0.26478672,0.080639236,"('boring', 'funny')",0.2647867,0.0806392,-0.1841475
16,-1.2987462,-1.3622376,"('unpopular', 'popular')",-1.2987462,-1.3622376,-0.0634914
17,-0.2870828,-0.31322175,"('nasty', 'nice')",-0.2870828,-0.3132218,-0.026139
18,-1.1611311,-0.94314134,"('disagreeable', 'welcoming')",-1.1611311,-0.9431413,0.2179898
19,-1.9825428,-1.900179,"('inhospitable', 'hospitable')",-1.9825428,-1.900179,0.0823638
20,-0.005602736,-0.037394084,"('rough', 'thoughtful')",-0.0056027,-0.0373941,-0.0317914
21,0.260716,0.38426137,"('immoral', 'moral')",0.260716,0.3842614,0.1235454
22,1.0750443,0.94450074,"('untrustworthy', 'trustworthy')",1.0750443,0.9445007,-0.1305436
23,2.4209774,2.4663374,"('insincere', 'sincere')",2.4209774,2.4663374,0.04536
24,0.0656382,0.04094607,"('dishonest', 'honest')",0.0656382,0.0409461,-0.0246921
25,-0.6095954,-0.5048081,"('egoistic', 'altruistic')",-0.6095954,-0.5048081,0.1047873
26,1.3578851,1.0085199,"('hardhearted', 'benevolent')",1.3578851,1.0085199,-0.3493652
27,0.0819355,-0.06400411,"('hardhearted', 'softhearted')",0.0819355,-0.0640041,-0.1459396
28,0.40456948,0.39086473,"('disloyal', 'loyal')",0.4045695,0.3908647,-0.0137048
29,-1.0882419,-1.047605,"('unfair', 'fair')",-1.0882419,-1.047605,0.0406369
30,0.963648,0.99419177,"('intolerant', 'tolerant')",0.963648,0.9941918,0.0305438
31,-1.7497163,-1.7793726,"('evil', 'good')",-1.7497163,-1.7793726,-0.0296563
32,1.1984956,1.0425806,"('unkind', 'kind')",1.1984956,1.0425806,-0.155915
33,-0.34965882,-0.36142197,"('wrong', 'right')",-0.3496588,-0.361422,-0.0117632
34,1.2328937,1.4722835,"('mean', 'honorable')",1.2328937,1.4722835,0.2393898
35,-1.0074308,-1.1954956,"('corrupt', 'incorrupt')",-1.0074308,-1.1954956,-0.1880648
36,-1.4176899,-1.455349,"('hostile', 'amicable')",-1.4176899,-1.455349,-0.0376591
37,0.25120142,0.42656592,"('fake', 'genuine')",0.2512014,0.4265659,0.1753645
38,-0.33331928,-0.31971002,"('untruthful', 'truthful')",-0.3333193,-0.31971,0.0136093
39,0.42369124,0.60795003,"('exploitative', 'cooperative')",0.4236912,0.60795,0.1842588
40,-1.3847529,-1.2729313,"('stingy', 'generous')",-1.3847529,-1.2729313,0.1118216
41,1.2309443,1.001903,"('unforgiving', 'forgiving')",1.2309443,1.0019031,-0.2290412
42,-0.4723509,-0.5671451,"('unreliable', 'reliable')",-0.4723509,-0.5671451,-0.0947942
43,0.3844279,0.47902358,"('irresponsible', 'responsible')",0.3844279,0.4790236,0.0945957
44,-1.4110825,-1.3546064,"('prejudiced', 'unprejudiced')",-1.4110825,-1.3546064,0.0564761
45,1.0546939,0.8084798,"('incompetent', 'competent')",1.0546939,0.8084798,-0.2462141
46,0.9057156,0.844891,"('uncompetitive', 'competitive')",0.9057156,0.844891,-0.0608246
47,2.670687,2.7748463,"('stupid', 'smart')",2.670687,2.7748463,0.1041593
48,0.24652696,0.27734825,"('unintelligent', 'intelligent')",0.246527,0.2773483,0.0308213
49,-0.8525591,-0.6186286,"('unable', 'able')",-0.8525591,-0.6186286,0.2339305
50,-0.25020596,-0.38915545,"('clumsy', 'skillful')",-0.250206,-0.3891554,-0.1389494
51,0.46226218,0.41760537,"('uneducated', 'educated')",0.4622622,0.4176054,-0.0446568
52,-1.9882331,-1.8513103,"('irrational', 'rational')",-1.9882331,-1.8513103,0.1369228
53,-0.8889449,-0.8589657,"('uncreative', 'creative')",-0.8889449,-0.8589657,0.0299792
54,-0.47881174,-0.5539555,"('incapable', 'capable')",-0.4788117,-0.5539555,-0.0751438
55,1.3941668,1.3906996,"('incompetent', 'clever')",1.3941668,1.3906996,-0.0034672
56,1.5329934,1.4208165,"('impractical', 'practical')",1.5329934,1.4208165,-0.1121769
57,-0.21858367,-0.45643246,"('unimaginative', 'imaginative')",-0.2185837,-0.4564325,-0.2378488
58,0.34590036,0.27465,"('undiscriminating', 'discriminating')",0.3459004,0.27465,-0.0712504
59,-0.9249894,-0.74783564,"('foolish', 'wise')",-0.9249894,-0.7478356,0.1771538
60,1.0768306,1.2537374,"('inefficient', 'efficient')",1.0768306,1.2537374,0.1769068
61,0.25975302,0.09674244,"('illogical', 'logical')",0.259753,0.0967424,-0.1630106
62,0.8549468,1.0202241,"('incompetent', 'brilliant')",0.8549468,1.0202241,0.1652773
63,0.6436704,0.66445255,"('unperceptive', 'insightful')",0.6436704,0.6644526,0.0207822
64,-2.251102,-2.224947,"('shy', 'confident')",-2.251102,-2.224947,0.026155
65,1.5796459,1.5814364,"('insecure', 'secure')",1.5796459,1.5814364,0.0017905
66,-1.2470003,-1.2648046,"('inactive', 'active')",-1.2470003,-1.2648046,-0.0178043
67,-0.1363758,-0.05127866,"('doubtful', 'determined')",-0.1363758,-0.0512787,0.0850971
68,-1.2058179,-1.0237607,"('dependent', 'independent')",-1.2058179,-1.0237607,0.1820572
69,-1.4406819,-1.4108521,"('lazy', 'industrious')",-1.4406819,-1.4108521,0.0298298
70,0.8165648,0.6972419,"('lethargic', 'energetic')",0.8165648,0.6972419,-0.1193229
71,-0.35832804,-0.31698856,"('diffident', 'self-confident')",-0.358328,-0.3169886,0.0413394
72,0.20245622,0.17917979,"('unambitious', 'ambitious')",0.2024562,0.1791798,-0.0232764
73,-2.0178854,-1.8863488,"('helpless', 'self-reliant')",-2.0178854,-1.8863488,0.1315366
74,0.14041506,0.20454611,"('undedicated', 'dedicated')",0.1404151,0.2045461,0.064131
75,-1.1289862,-1.128409,"('meek', 'impulsive')",-1.1289862,-1.128409,0.0005772
76,0.5185213,0.70766944,"('anxious', 'daring')",0.5185213,0.7076694,0.1891481
77,-1.1977872,-1.0856541,"('unmotivated', 'motivated')",-1.1977872,-1.0856541,0.1121331
78,-0.33873934,-0.510577,"('nonresilient', 'resilient')",-0.3387393,-0.510577,-0.1718377
79,-1.223248,-1.2567415,"('wavering', 'unwavering')",-1.223248,-1.2567415,-0.0334935
80,1.1287366,0.88851464,"('dominated', 'dominating')",1.1287366,0.8885146,-0.240222
81,0.8771044,0.84963375,"('submissive', 'aggressive')",0.8771044,0.8496338,-0.0274706
82,2.3773737,2.3174605,"('poor', 'rich')",2.3773737,2.3174605,-0.0599132
83,-0.490793,-0.39822435,"('powerless', 'powerful')",-0.490793,-0.3982244,0.0925686
84,-0.37314802,-0.29998198,"('inferior', 'superior')",-0.373148,-0.299982,0.073166
85,-2.1051986,-1.940912,"('insignificant', 'prestigious')",-2.1051986,-1.940912,0.1642866
86,0.31236586,0.07256408,"('uninfluential', 'influential')",0.3123659,0.0725641,-0.2398018
87,-0.08222737,-0.16200194,"('unsuccessful', 'successful')",-0.0822274,-0.1620019,-0.0797745
88,-0.90397304,-0.82137257,"('low', 'eminent')",-0.903973,-0.8213726,0.0826004
