,oversight_male,oversight_female,tuple,average_male,average_female,female-male
0,-0.36017653,-0.34157956,"('unsociable', 'sociable')",-0.3601765,-0.3415796,0.0185969
1,0.9106654,0.86690617,"('unfriendly', 'friendly')",0.9106654,0.8669062,-0.0437592
2,-0.27577892,-0.26042327,"('unlikable', 'likable')",-0.2757789,-0.2604233,0.0153556
3,0.5624615,0.6570243,"('repellent', 'pleasant')",0.5624615,0.6570243,0.0945628
4,-7.478413,-7.586826,"('disliked', 'liked')",-7.4784131,-7.5868258,-0.1084127
5,-0.86780775,-0.9195937,"('distant', 'outgoing')",-0.8678077,-0.9195937,-0.051786
6,-0.12208785,-0.26209235,"('distant', 'open')",-0.1220879,-0.2620924,-0.1400045
7,0.6689542,0.71846926,"('insensitive', 'sensitive')",0.6689542,0.7184693,0.0495151
8,0.9989573,0.8710319,"('unaffectionate', 'affectionate')",0.9989573,0.8710319,-0.1279254
9,1.471176,1.457726,"('unaffectionate', 'caring')",1.471176,1.457726,-0.01345
10,0.86623526,0.9195341,"('unsympathetic', 'sympathetic')",0.8662353,0.9195341,0.0532988
11,1.5548303,1.6630703,"('unhelpful', 'helpful')",1.5548303,1.6630703,0.10824
12,-1.6988442,-1.7212292,"('unsupportive', 'supportive')",-1.6988442,-1.7212292,-0.022385
13,-0.32139453,-0.30342764,"('impolite', 'polite')",-0.3213945,-0.3034276,0.0179669
14,0.020068362,0.025701549,"('antisocial', 'social')",0.0200684,0.0257015,0.0056331
15,-0.26264116,-0.36387947,"('boring', 'funny')",-0.2626412,-0.3638795,-0.1012383
16,-0.8750601,-0.8715323,"('unpopular', 'popular')",-0.8750601,-0.8715323,0.0035278
17,-0.5232721,-0.4552021,"('nasty', 'nice')",-0.5232721,-0.4552021,0.06807
18,-0.30136314,-0.39299452,"('disagreeable', 'welcoming')",-0.3013631,-0.3929945,-0.0916314
19,-0.7258957,-0.794669,"('inhospitable', 'hospitable')",-0.7258957,-0.794669,-0.0687733
20,0.97203255,0.8965015,"('rough', 'thoughtful')",0.9720325,0.8965015,-0.075531
21,-0.3846639,-0.30360463,"('immoral', 'moral')",-0.3846639,-0.3036046,0.0810593
22,-0.7581632,-0.7482639,"('untrustworthy', 'trustworthy')",-0.7581632,-0.7482639,0.0098993
23,6.2698655,6.3365917,"('insincere', 'sincere')",6.2698655,6.3365917,0.0667262
24,1.4206748,1.2956895,"('dishonest', 'honest')",1.4206748,1.2956895,-0.1249853
25,0.7831506,0.65295887,"('egoistic', 'altruistic')",0.7831506,0.6529589,-0.1301917
26,1.1174122,1.0301529,"('hardhearted', 'benevolent')",1.1174122,1.0301529,-0.0872593
27,1.9469773,1.7590735,"('hardhearted', 'softhearted')",1.9469773,1.7590735,-0.1879038
28,1.1441355,1.0861168,"('disloyal', 'loyal')",1.1441355,1.0861168,-0.0580187
29,-0.73038775,-0.86560965,"('unfair', 'fair')",-0.7303877,-0.8656096,-0.1352219
30,0.7619205,0.801794,"('intolerant', 'tolerant')",0.7619205,0.801794,0.0398735
31,-1.5825101,-1.6306633,"('evil', 'good')",-1.5825101,-1.6306633,-0.0481532
32,1.0265348,0.9654433,"('unkind', 'kind')",1.0265348,0.9654433,-0.0610915
33,-0.45817554,-0.53780997,"('wrong', 'right')",-0.4581755,-0.53781,-0.0796345
34,4.8117113,4.9454765,"('mean', 'honorable')",4.8117113,4.9454765,0.1337652
35,-0.98303944,-1.2441592,"('corrupt', 'incorrupt')",-0.9830394,-1.2441592,-0.2611198
