,ferry_male,ferry_female,tuple,average_male,average_female,female-male
0,0.35637915,0.5224287,"('unsociable', 'sociable')",0.3563792,0.5224287,0.1660495
1,1.51149,1.592629,"('unfriendly', 'friendly')",1.51149,1.592629,0.081139
2,0.29498965,0.42648154,"('unlikable', 'likable')",0.2949896,0.4264815,0.1314919
3,0.35939965,0.42727238,"('repellent', 'pleasant')",0.3593996,0.4272724,0.0678728
4,-7.085894,-7.0261984,"('disliked', 'liked')",-7.0858941,-7.0261984,0.0596957
5,-0.6734218,-0.6842356,"('distant', 'outgoing')",-0.6734218,-0.6842356,-0.0108138
6,0.018475667,-0.020425554,"('distant', 'open')",0.0184757,-0.0204256,-0.0389013
7,0.8291684,0.99237186,"('insensitive', 'sensitive')",0.8291684,0.9923719,0.1632035
8,1.3277398,1.1808089,"('unaffectionate', 'affectionate')",1.3277398,1.1808089,-0.1469309
9,1.861212,1.8410798,"('unaffectionate', 'caring')",1.861212,1.8410798,-0.0201322
10,0.451907,0.5957501,"('unsympathetic', 'sympathetic')",0.451907,0.5957501,0.1438431
11,1.444587,1.6826208,"('unhelpful', 'helpful')",1.444587,1.6826208,0.2380338
12,-1.5864131,-1.4365298,"('unsupportive', 'supportive')",-1.5864131,-1.4365298,0.1498833
13,-0.22473699,-0.0773045,"('impolite', 'polite')",-0.224737,-0.0773045,0.1474325
14,0.37753138,0.4883667,"('antisocial', 'social')",0.3775314,0.4883667,0.1108353
15,0.32270625,0.25785473,"('boring', 'funny')",0.3227063,0.2578547,-0.0648516
16,-0.34109333,-0.3135019,"('unpopular', 'popular')",-0.3410933,-0.3135019,0.0275914
17,-0.04291781,-0.02419611,"('nasty', 'nice')",-0.0429178,-0.0241961,0.0187217
18,-0.59152824,-0.62867963,"('disagreeable', 'welcoming')",-0.5915282,-0.6286796,-0.0371514
19,-1.0584422,-1.0955921,"('inhospitable', 'hospitable')",-1.0584422,-1.0955921,-0.0371499
20,0.35724294,0.2332592,"('rough', 'thoughtful')",0.3572429,0.2332592,-0.1239837
21,-0.6330804,-0.44468454,"('immoral', 'moral')",-0.6330804,-0.4446845,0.1883959
22,-0.4568972,-0.33905247,"('untrustworthy', 'trustworthy')",-0.4568972,-0.3390525,0.1178447
23,5.954062,6.0802464,"('insincere', 'sincere')",5.954062,6.0802464,0.1261844
24,1.4482331,1.3651581,"('dishonest', 'honest')",1.4482331,1.3651581,-0.083075
25,0.98576736,0.890413,"('egoistic', 'altruistic')",0.9857674,0.890413,-0.0953544
26,1.5825797,1.6982737,"('hardhearted', 'benevolent')",1.5825797,1.6982737,0.115694
27,1.3599225,1.111728,"('hardhearted', 'softhearted')",1.3599225,1.111728,-0.2481945
28,1.1466639,1.2338053,"('disloyal', 'loyal')",1.1466639,1.2338053,0.0871414
