,harmony_male,harmony_female,tuple,average_male,average_female,female-male
0,0.23651755,0.018587817,"('unsociable', 'sociable')",0.2365175,0.0185878,-0.2179297
1,1.3883821,1.392077,"('unfriendly', 'friendly')",1.3883821,1.392077,0.0036949
2,0.6498077,0.8214849,"('unlikable', 'likable')",0.6498077,0.8214849,0.1716772
3,0.77975374,0.9153816,"('repellent', 'pleasant')",0.7797537,0.9153816,0.1356279
4,-7.3128657,-7.3263674,"('disliked', 'liked')",-7.3128657,-7.3263674,-0.0135017
5,-0.22364098,-0.0063565522,"('distant', 'outgoing')",-0.223641,-0.0063566,0.2172844
6,0.08985938,0.33956888,"('distant', 'open')",0.0898594,0.3395689,0.2497095
7,0.7392467,0.7471485,"('insensitive', 'sensitive')",0.7392467,0.7471485,0.0079018
8,1.1994883,1.3109754,"('unaffectionate', 'affectionate')",1.1994883,1.3109754,0.1114871
9,1.7997906,2.0475254,"('unaffectionate', 'caring')",1.7997906,2.0475254,0.2477348
10,1.2991652,1.3291534,"('unsympathetic', 'sympathetic')",1.2991652,1.3291534,0.0299882
11,2.0714548,2.0222945,"('unhelpful', 'helpful')",2.0714548,2.0222945,-0.0491603
12,-1.3705499,-1.4042445,"('unsupportive', 'supportive')",-1.3705499,-1.4042445,-0.0336946
13,0.4625579,0.28721148,"('impolite', 'polite')",0.4625579,0.2872115,-0.1753464
14,-0.2017947,-0.3769828,"('antisocial', 'social')",-0.2017947,-0.3769828,-0.1751881
15,0.5495444,0.41644478,"('boring', 'funny')",0.5495444,0.4164448,-0.1330996
16,-0.3195645,-0.14378388,"('unpopular', 'popular')",-0.3195645,-0.1437839,0.1757806
17,0.102573335,0.17793359,"('nasty', 'nice')",0.1025733,0.1779336,0.0753603
18,-0.7475259,-0.83474255,"('disagreeable', 'welcoming')",-0.7475259,-0.8347425,-0.0872166
19,-0.34291422,-0.13296634,"('inhospitable', 'hospitable')",-0.3429142,-0.1329663,0.2099479
20,0.7456175,0.5935296,"('rough', 'thoughtful')",0.7456175,0.5935296,-0.1520879
21,0.110085934,0.20822397,"('immoral', 'moral')",0.1100859,0.208224,0.0981381
22,-0.6238039,-0.62413454,"('untrustworthy', 'trustworthy')",-0.6238039,-0.6241345,-0.0003306
