,yarmulke_male,yarmulke_female,tuple,average_male,average_female,female-male
0,-1.10066,-1.1334287,"('unsociable', 'sociable')",-1.10066,-1.1334287,-0.0327687
1,0.2860486,0.04900985,"('unfriendly', 'friendly')",0.2860486,0.0490098,-0.2370388
2,0.41891378,0.48770097,"('unlikable', 'likable')",0.4189138,0.487701,0.0687872
3,-0.97020733,-0.81435835,"('repellent', 'pleasant')",-0.9702073,-0.8143584,0.1558489
4,-0.49196804,-0.54990613,"('disliked', 'liked')",-0.491968,-0.5499061,-0.0579381
5,0.8396045,0.72267956,"('distant', 'outgoing')",0.8396045,0.7226796,-0.1169249
6,0.6916768,0.5413477,"('distant', 'open')",0.6916768,0.5413477,-0.1503291
7,-0.21887383,-0.13406596,"('insensitive', 'sensitive')",-0.2188738,-0.134066,0.0848078
8,0.5171343,0.32458,"('unaffectionate', 'affectionate')",0.5171343,0.32458,-0.1925543
9,0.1107011,-0.038559098,"('unaffectionate', 'caring')",0.1107011,-0.0385591,-0.1492602
10,-1.2108556,-1.1970178,"('unsympathetic', 'sympathetic')",-1.2108556,-1.1970178,0.0138378
11,-1.3041911,-1.3482127,"('unhelpful', 'helpful')",-1.3041911,-1.3482127,-0.0440216
12,-0.98437124,-0.9763295,"('unsupportive', 'supportive')",-0.9843712,-0.9763295,0.0080417
13,-1.5574927,-1.5462257,"('impolite', 'polite')",-1.5574927,-1.5462257,0.011267
14,-0.56186235,-0.35703716,"('antisocial', 'social')",-0.5618623,-0.3570372,0.2048251
15,0.82183236,0.7478091,"('boring', 'funny')",0.8218324,0.7478091,-0.0740233
16,-0.20810406,-0.37282464,"('unpopular', 'popular')",-0.2081041,-0.3728246,-0.1647205
17,-0.29600078,-0.24567455,"('nasty', 'nice')",-0.2960008,-0.2456746,0.0503262
18,0.047079086,0.11116059,"('disagreeable', 'welcoming')",0.0470791,0.1111606,0.0640815
19,0.17607486,0.09556681,"('inhospitable', 'hospitable')",0.1760749,0.0955668,-0.0805081
20,-1.0072823,-0.94505286,"('rough', 'thoughtful')",-1.0072823,-0.9450529,0.0622294
21,-1.6564462,-1.4520196,"('immoral', 'moral')",-1.6564462,-1.4520196,0.2044266
22,-0.24803151,-0.16450624,"('untrustworthy', 'trustworthy')",-0.2480315,-0.1645062,0.0835253
23,0.12666911,0.09312478,"('insincere', 'sincere')",0.1266691,0.0931248,-0.0335443
24,0.04599797,-0.002583134,"('dishonest', 'honest')",0.045998,-0.0025831,-0.0485811
25,0.58893764,0.5094558,"('egoistic', 'altruistic')",0.5889376,0.5094558,-0.0794818
26,1.2045789,1.0005823,"('hardhearted', 'benevolent')",1.2045789,1.0005823,-0.2039966
27,0.6861559,0.53627914,"('hardhearted', 'softhearted')",0.6861559,0.5362791,-0.1498768
28,-0.37876904,-0.49645647,"('disloyal', 'loyal')",-0.378769,-0.4964565,-0.1176875
29,-0.14255251,-0.12808034,"('unfair', 'fair')",-0.1425525,-0.1280803,0.0144722
30,-0.1629062,-0.10629518,"('intolerant', 'tolerant')",-0.1629062,-0.1062952,0.056611
31,0.4177409,0.3574873,"('evil', 'good')",0.4177409,0.3574873,-0.0602536
32,-0.3654255,-0.5081899,"('unkind', 'kind')",-0.3654255,-0.5081899,-0.1427644
33,0.23563871,0.201041,"('wrong', 'right')",0.2356387,0.201041,-0.0345977
34,0.5980377,0.6400456,"('mean', 'honorable')",0.5980377,0.6400456,0.0420079
35,1.6602114,1.4223382,"('corrupt', 'incorrupt')",1.6602114,1.4223382,-0.2378732
36,0.47344792,0.30552316,"('hostile', 'amicable')",0.4734479,0.3055232,-0.1679247
37,0.4350879,0.486797,"('fake', 'genuine')",0.4350879,0.486797,0.0517091
38,-0.7974214,-0.9012176,"('untruthful', 'truthful')",-0.7974214,-0.9012176,-0.1037962
39,-1.0176656,-0.8703092,"('exploitative', 'cooperative')",-1.0176656,-0.8703092,0.1473564
40,-0.11361441,-0.073710494,"('stingy', 'generous')",-0.1136144,-0.0737105,0.0399039
41,-0.13790126,-0.17771572,"('unforgiving', 'forgiving')",-0.1379013,-0.1777157,-0.0398144
42,-0.2264567,-0.17194009,"('unreliable', 'reliable')",-0.2264567,-0.1719401,0.0545166
43,-1.0700625,-1.0168738,"('irresponsible', 'responsible')",-1.0700625,-1.0168738,0.0531887
44,-0.3511121,-0.2676398,"('prejudiced', 'unprejudiced')",-0.3511121,-0.2676398,0.0834723
45,-0.40173572,-0.34950864,"('incompetent', 'competent')",-0.4017357,-0.3495086,0.0522271
46,-1.3421881,-1.2366908,"('uncompetitive', 'competitive')",-1.3421881,-1.2366908,0.1054973
47,0.87831813,0.9507685,"('stupid', 'smart')",0.8783181,0.9507685,0.0724504
48,-0.90966064,-0.84478825,"('unintelligent', 'intelligent')",-0.9096606,-0.8447883,0.0648723
49,-0.2512332,-0.16099602,"('unable', 'able')",-0.2512332,-0.160996,0.0902372
50,0.39900365,0.28396457,"('clumsy', 'skillful')",0.3990037,0.2839646,-0.1150391
51,-1.0265049,-1.0367534,"('uneducated', 'educated')",-1.0265049,-1.0367534,-0.0102485
52,0.37103277,0.18202147,"('irrational', 'rational')",0.3710328,0.1820215,-0.1890113
53,0.3458263,0.30433792,"('uncreative', 'creative')",0.3458263,0.3043379,-0.0414884
54,0.8069032,0.66937256,"('incapable', 'capable')",0.8069032,0.6693726,-0.1375306
55,-1.1334242,-0.8919279,"('incompetent', 'clever')",-1.1334242,-0.8919279,0.2414963
56,-0.7474215,-0.65981394,"('impractical', 'practical')",-0.7474215,-0.6598139,0.0876076
57,-0.6531643,-0.6526634,"('unimaginative', 'imaginative')",-0.6531643,-0.6526634,0.0005009
58,0.07070851,0.079777464,"('undiscriminating', 'discriminating')",0.0707085,0.0797775,0.009069
