,legislation_male,legislation_female,tuple,average_male,average_female,female-male
0,1.0747839,0.87611705,"('unsociable', 'sociable')",1.0747839,0.8761171,-0.1986668
1,0.0806268,-0.043073073,"('unfriendly', 'friendly')",0.0806268,-0.0430731,-0.1236999
2,0.5441209,0.52592707,"('unlikable', 'likable')",0.5441209,0.5259271,-0.0181938
3,0.67269343,0.8571157,"('repellent', 'pleasant')",0.6726934,0.8571157,0.1844223
4,-6.7293663,-6.889484,"('disliked', 'liked')",-6.7293663,-6.8894839,-0.1601176
5,-1.7832673,-1.756594,"('distant', 'outgoing')",-1.7832673,-1.7565939,0.0266734
6,-1.5181297,-1.500334,"('distant', 'open')",-1.5181297,-1.500334,0.0177957
7,1.949837,1.8632472,"('insensitive', 'sensitive')",1.949837,1.8632472,-0.0865898
8,0.4384958,0.29942477,"('unaffectionate', 'affectionate')",0.4384958,0.2994248,-0.139071
9,1.3223974,1.2886269,"('unaffectionate', 'caring')",1.3223974,1.2886269,-0.0337705
10,1.6431835,1.7306465,"('unsympathetic', 'sympathetic')",1.6431835,1.7306465,0.087463
11,2.8983278,2.7781327,"('unhelpful', 'helpful')",2.8983278,2.7781327,-0.1201951
12,-0.52169365,-0.65859735,"('unsupportive', 'supportive')",-0.5216936,-0.6585974,-0.1369038
13,0.91902655,0.8599844,"('impolite', 'polite')",0.9190266,0.8599844,-0.0590422
14,1.2752335,1.2121462,"('antisocial', 'social')",1.2752335,1.2121462,-0.0630873
15,0.3243032,0.10205753,"('boring', 'funny')",0.3243032,0.1020575,-0.2222457
16,-0.95676595,-0.87693655,"('unpopular', 'popular')",-0.9567659,-0.8769366,0.0798293
17,-0.40455848,-0.48322234,"('nasty', 'nice')",-0.4045585,-0.4832223,-0.0786638
18,-1.182985,-1.2015282,"('disagreeable', 'welcoming')",-1.1829849,-1.2015282,-0.0185433
19,-1.3145033,-1.381865,"('inhospitable', 'hospitable')",-1.3145033,-1.381865,-0.0673617
20,1.015638,0.896719,"('rough', 'thoughtful')",1.015638,0.896719,-0.118919
21,0.9636086,1.0924144,"('immoral', 'moral')",0.9636086,1.0924144,0.1288058
22,0.7268625,0.50993854,"('untrustworthy', 'trustworthy')",0.7268625,0.5099385,-0.216924
23,6.464105,6.4310017,"('insincere', 'sincere')",6.4641051,6.4310017,-0.0331034
24,1.70335,1.6951948,"('dishonest', 'honest')",1.7033499,1.6951948,-0.0081551
25,0.10029932,0.06913729,"('egoistic', 'altruistic')",0.1002993,0.0691373,-0.031162
26,1.0365465,0.67600614,"('hardhearted', 'benevolent')",1.0365465,0.6760061,-0.3605404
27,0.5531066,0.5476877,"('hardhearted', 'softhearted')",0.5531066,0.5476877,-0.0054189
28,1.7028347,1.5368965,"('disloyal', 'loyal')",1.7028347,1.5368965,-0.1659382
29,-0.4687878,-0.63763064,"('unfair', 'fair')",-0.4687878,-0.6376306,-0.1688428
30,1.7382789,1.7859362,"('intolerant', 'tolerant')",1.7382789,1.7859362,0.0476573
31,-2.8919797,-2.8753335,"('evil', 'good')",-2.8919797,-2.8753335,0.0166462
32,1.8962513,1.8322891,"('unkind', 'kind')",1.8962513,1.8322891,-0.0639622
33,-0.70543605,-0.7892469,"('wrong', 'right')",-0.7054361,-0.7892469,-0.0838108
34,4.2589407,4.5810223,"('mean', 'honorable')",4.2589407,4.5810223,0.3220816
35,-1.99743,-2.1524177,"('corrupt', 'incorrupt')",-1.99743,-2.1524177,-0.1549877
36,-2.199132,-2.278656,"('hostile', 'amicable')",-2.199132,-2.278656,-0.079524
37,0.8231524,0.7968615,"('fake', 'genuine')",0.8231524,0.7968615,-0.0262909
38,0.5071021,0.34531417,"('untruthful', 'truthful')",0.5071021,0.3453142,-0.1617879
39,0.48475778,0.47630754,"('exploitative', 'cooperative')",0.4847578,0.4763075,-0.0084503
40,-2.0587425,-2.138295,"('stingy', 'generous')",-2.0587425,-2.1382949,-0.0795524
41,0.17460969,0.058956906,"('unforgiving', 'forgiving')",0.1746097,0.0589569,-0.1156528
42,-1.5138228,-1.4509114,"('unreliable', 'reliable')",-1.5138228,-1.4509114,0.0629114
43,2.1650264,2.1436598,"('irresponsible', 'responsible')",2.1650264,2.1436598,-0.0213666
44,-1.7522078,-1.6221268,"('prejudiced', 'unprejudiced')",-1.7522078,-1.6221268,0.130081
45,1.2242182,1.0656146,"('incompetent', 'competent')",1.2242182,1.0656146,-0.1586036
46,0.5731963,0.64314055,"('uncompetitive', 'competitive')",0.5731963,0.6431406,0.0699443
47,5.2777877,5.376385,"('stupid', 'smart')",5.2777877,5.3763852,0.0985975
48,0.6109709,0.63938093,"('unintelligent', 'intelligent')",0.6109709,0.6393809,0.02841
49,0.2239036,0.3243442,"('unable', 'able')",0.2239036,0.3243442,0.1004406
