,prey_male,prey_female,tuple,average_male,average_female,female-male
0,-0.12574631,-0.21528685,"('unsociable', 'sociable')",-0.1257463,-0.2152869,-0.0895406
1,1.2573885,1.194292,"('unfriendly', 'friendly')",1.2573885,1.1942919,-0.0630966
2,-0.14523748,-0.054931562,"('unlikable', 'likable')",-0.1452375,-0.0549316,0.0903059
3,0.37811607,0.45380366,"('repellent', 'pleasant')",0.3781161,0.4538037,0.0756876
4,-7.271757,-7.3545413,"('disliked', 'liked')",-7.2717571,-7.3545413,-0.0827842
5,-0.38675076,-0.40120792,"('distant', 'outgoing')",-0.3867508,-0.4012079,-0.0144571
6,0.16776615,0.071446,"('distant', 'open')",0.1677662,0.071446,-0.0963202
7,0.76037216,0.82058007,"('insensitive', 'sensitive')",0.7603722,0.8205801,0.0602079
8,1.2016306,1.0619332,"('unaffectionate', 'affectionate')",1.2016306,1.0619332,-0.1396974
9,1.4966866,1.4547673,"('unaffectionate', 'caring')",1.4966866,1.4547673,-0.0419193
10,0.8725066,0.85805446,"('unsympathetic', 'sympathetic')",0.8725066,0.8580545,-0.0144521
11,1.3505447,1.4382156,"('unhelpful', 'helpful')",1.3505447,1.4382156,0.0876709
12,-1.9034387,-1.8867975,"('unsupportive', 'supportive')",-1.9034387,-1.8867975,0.0166412
13,-0.34505928,-0.3755852,"('impolite', 'polite')",-0.3450593,-0.3755852,-0.0305259
14,0.025893416,-0.0031279456,"('antisocial', 'social')",0.0258934,-0.0031279,-0.0290213
15,0.07070846,0.02083094,"('boring', 'funny')",0.0707085,0.0208309,-0.0498776
16,-0.5692589,-0.5011194,"('unpopular', 'popular')",-0.5692589,-0.5011194,0.0681395
17,-0.6596879,-0.6131847,"('nasty', 'nice')",-0.6596879,-0.6131847,0.0465032
18,-0.18963468,-0.26225686,"('disagreeable', 'welcoming')",-0.1896347,-0.2622569,-0.0726222
19,-0.9555793,-0.9707403,"('inhospitable', 'hospitable')",-0.9555793,-0.9707403,-0.015161
20,1.2619772,1.1749225,"('rough', 'thoughtful')",1.2619772,1.1749225,-0.0870547
21,-0.4646517,-0.4218789,"('immoral', 'moral')",-0.4646517,-0.4218789,0.0427728
22,-0.62093514,-0.6445963,"('untrustworthy', 'trustworthy')",-0.6209351,-0.6445963,-0.0236612
23,6.177461,6.2239513,"('insincere', 'sincere')",6.1774611,6.2239513,0.0464902
24,1.3932629,1.2250434,"('dishonest', 'honest')",1.3932629,1.2250434,-0.1682195
25,1.0048004,0.9316898,"('egoistic', 'altruistic')",1.0048004,0.9316898,-0.0731106
26,1.076342,0.9737876,"('hardhearted', 'benevolent')",1.076342,0.9737876,-0.1025544
27,1.718297,1.5344865,"('hardhearted', 'softhearted')",1.718297,1.5344865,-0.1838105
28,1.1873281,1.0923548,"('disloyal', 'loyal')",1.1873281,1.0923548,-0.0949733
29,-0.64114213,-0.77415836,"('unfair', 'fair')",-0.6411421,-0.7741584,-0.1330163
30,0.82247573,0.79446214,"('intolerant', 'tolerant')",0.8224757,0.7944621,-0.0280136
31,-1.3714821,-1.3360379,"('evil', 'good')",-1.3714821,-1.3360379,0.0354442
32,1.0670455,0.97889596,"('unkind', 'kind')",1.0670455,0.978896,-0.0881495
33,-0.5039892,-0.5593047,"('wrong', 'right')",-0.5039892,-0.5593047,-0.0553155
34,4.305887,4.467851,"('mean', 'honorable')",4.3058872,4.4678512,0.161964
35,-0.69303423,-0.9437976,"('corrupt', 'incorrupt')",-0.6930342,-0.9437976,-0.2507634
36,-0.56209683,-0.72593254,"('hostile', 'amicable')",-0.5620968,-0.7259325,-0.1638357
37,0.946441,0.9185169,"('fake', 'genuine')",0.946441,0.9185169,-0.0279241
38,-0.43501937,-0.39295292,"('untruthful', 'truthful')",-0.4350194,-0.3929529,0.0420665
39,0.5434767,0.512366,"('exploitative', 'cooperative')",0.5434767,0.512366,-0.0311107
40,-1.2563596,-1.4288883,"('stingy', 'generous')",-1.2563596,-1.4288883,-0.1725287
41,0.08482658,0.013576621,"('unforgiving', 'forgiving')",0.0848266,0.0135766,-0.07125
42,-2.3364596,-2.359024,"('unreliable', 'reliable')",-2.3364596,-2.359024,-0.0225644
43,0.84867114,0.85729146,"('irresponsible', 'responsible')",0.8486711,0.8572915,0.0086204
44,-0.7762722,-0.7443876,"('prejudiced', 'unprejudiced')",-0.7762722,-0.7443876,0.0318846
45,-0.27643013,-0.2469717,"('incompetent', 'competent')",-0.2764301,-0.2469717,0.0294584
46,-0.8150012,-0.87400943,"('uncompetitive', 'competitive')",-0.8150012,-0.8740094,-0.0590082
47,5.0557227,5.1755896,"('stupid', 'smart')",5.0557227,5.1755896,0.1198669
48,0.54102874,0.44107422,"('unintelligent', 'intelligent')",0.5410287,0.4410742,-0.0999545
49,0.39912736,0.39801034,"('unable', 'able')",0.3991274,0.3980103,-0.0011171
50,-0.31766155,-0.34915397,"('clumsy', 'skillful')",-0.3176616,-0.349154,-0.0314924
51,0.45075706,0.3806822,"('uneducated', 'educated')",0.4507571,0.3806822,-0.0700749
52,-0.5233411,-0.61338454,"('irrational', 'rational')",-0.5233411,-0.6133845,-0.0900434
53,-0.014060352,-0.10079551,"('uncreative', 'creative')",-0.0140604,-0.1007955,-0.0867351
