,logic_male,logic_female,tuple,average_male,average_female,female-male
0,-0.082837604,-0.15965827,"('unsociable', 'sociable')",-0.0828376,-0.1596583,-0.0768207
1,1.5229666,1.1707404,"('unfriendly', 'friendly')",1.5229666,1.1707404,-0.3522262
2,0.32615444,0.19654562,"('unlikable', 'likable')",0.3261544,0.1965456,-0.1296088
3,0.07170065,0.27659357,"('repellent', 'pleasant')",0.0717006,0.2765936,0.204893
4,-7.6598105,-7.785381,"('disliked', 'liked')",-7.6598105,-7.7853808,-0.1255703
5,-0.35626176,-0.61147964,"('distant', 'outgoing')",-0.3562618,-0.6114796,-0.2552178
6,0.084270544,-0.18468308,"('distant', 'open')",0.0842705,-0.1846831,-0.2689536
7,0.34863663,0.58680934,"('insensitive', 'sensitive')",0.3486366,0.5868093,0.2381727
8,1.3106376,1.1414746,"('unaffectionate', 'affectionate')",1.3106376,1.1414746,-0.169163
9,1.9474902,1.8418832,"('unaffectionate', 'caring')",1.9474902,1.8418832,-0.105607
10,0.5511032,0.7383753,"('unsympathetic', 'sympathetic')",0.5511032,0.7383753,0.1872721
11,2.15367,2.1845737,"('unhelpful', 'helpful')",2.1536701,2.1845737,0.0309036
12,-1.5693172,-1.5347315,"('unsupportive', 'supportive')",-1.5693172,-1.5347315,0.0345857
13,-0.29416132,-0.3366211,"('impolite', 'polite')",-0.2941613,-0.3366211,-0.0424598
14,0.0065335184,0.06306087,"('antisocial', 'social')",0.0065335,0.0630609,0.0565274
15,0.013687737,-0.14407724,"('boring', 'funny')",0.0136877,-0.1440772,-0.1577649
16,-0.39922374,-0.39108238,"('unpopular', 'popular')",-0.3992237,-0.3910824,0.0081413
17,-0.47392896,-0.5561498,"('nasty', 'nice')",-0.473929,-0.5561498,-0.0822208
18,-0.571186,-0.6706558,"('disagreeable', 'welcoming')",-0.571186,-0.6706558,-0.0994698
19,-0.30561516,-0.44234756,"('inhospitable', 'hospitable')",-0.3056152,-0.4423476,-0.1367324
20,1.0509315,1.080673,"('rough', 'thoughtful')",1.0509315,1.080673,0.0297415
21,-0.06041985,-0.01852499,"('immoral', 'moral')",-0.0604199,-0.018525,0.0418949
22,-0.8202592,-0.875579,"('untrustworthy', 'trustworthy')",-0.8202592,-0.875579,-0.0553198
23,6.5485463,6.622831,"('insincere', 'sincere')",6.5485463,6.6228309,0.0742846
24,1.6149434,1.5170645,"('dishonest', 'honest')",1.6149434,1.5170645,-0.0978789
25,0.58385265,0.49535728,"('egoistic', 'altruistic')",0.5838526,0.4953573,-0.0884953
26,1.149113,0.9980386,"('hardhearted', 'benevolent')",1.1491131,0.9980386,-0.1510745
27,1.426449,1.31174,"('hardhearted', 'softhearted')",1.4264489,1.31174,-0.1147089
28,1.5508907,1.4141384,"('disloyal', 'loyal')",1.5508907,1.4141384,-0.1367523
29,-0.5493264,-0.6905334,"('unfair', 'fair')",-0.5493264,-0.6905334,-0.141207
30,1.1330998,1.0456735,"('intolerant', 'tolerant')",1.1330998,1.0456735,-0.0874263
31,-1.475869,-1.6497571,"('evil', 'good')",-1.4758691,-1.6497571,-0.173888
32,1.146767,1.1271116,"('unkind', 'kind')",1.146767,1.1271116,-0.0196554
33,0.16778316,-0.08069576,"('wrong', 'right')",0.1677832,-0.0806958,-0.248479
34,4.7397285,4.8013825,"('mean', 'honorable')",4.7397285,4.8013825,0.061654
35,-0.69974476,-0.99020416,"('corrupt', 'incorrupt')",-0.6997448,-0.9902042,-0.2904594
36,-0.05985405,-0.4445948,"('hostile', 'amicable')",-0.059854,-0.4445948,-0.3847408
37,0.56780005,0.6246068,"('fake', 'genuine')",0.5678,0.6246068,0.0568068
38,0.5074365,0.27748007,"('untruthful', 'truthful')",0.5074365,0.2774801,-0.2299564
39,0.89968294,0.80146474,"('exploitative', 'cooperative')",0.8996829,0.8014647,-0.0982182
40,-1.8753803,-1.9584289,"('stingy', 'generous')",-1.8753803,-1.9584289,-0.0830486
41,0.50762355,0.21868333,"('unforgiving', 'forgiving')",0.5076236,0.2186833,-0.2889403
42,-3.428376,-3.2025526,"('unreliable', 'reliable')",-3.428376,-3.2025526,0.2258234
43,0.8764062,0.90945333,"('irresponsible', 'responsible')",0.8764062,0.9094533,0.0330471
44,-1.6820433,-1.5878218,"('prejudiced', 'unprejudiced')",-1.6820433,-1.5878218,0.0942215
45,-0.10741653,-0.09381081,"('incompetent', 'competent')",-0.1074165,-0.0938108,0.0136057
46,-0.89893025,-0.8279349,"('uncompetitive', 'competitive')",-0.8989303,-0.8279349,0.0709954
47,5.162397,5.2089524,"('stupid', 'smart')",5.1623969,5.2089524,0.0465555
48,0.86097777,0.8320398,"('unintelligent', 'intelligent')",0.8609778,0.8320398,-0.028938
49,0.26137894,0.35642684,"('unable', 'able')",0.2613789,0.3564268,0.0950479
50,-0.11885077,-0.07666973,"('clumsy', 'skillful')",-0.1188508,-0.0766697,0.0421811
51,0.23074132,0.41410193,"('uneducated', 'educated')",0.2307413,0.4141019,0.1833606
52,0.37092453,-0.047049098,"('irrational', 'rational')",0.3709245,-0.0470491,-0.4179736
53,0.099489436,0.020401042,"('uncreative', 'creative')",0.0994894,0.020401,-0.0790884
54,1.0570748,1.1116701,"('incapable', 'capable')",1.0570748,1.1116701,0.0545953
55,0.65895057,0.8154354,"('incompetent', 'clever')",0.6589506,0.8154354,0.1564848
56,0.5092586,0.56611437,"('impractical', 'practical')",0.5092586,0.5661144,0.0568558
57,-3.1582778,-3.1050172,"('unimaginative', 'imaginative')",-3.1582778,-3.1050172,0.0532606
58,0.17945352,0.07167335,"('undiscriminating', 'discriminating')",0.1794535,0.0716733,-0.1077802
59,0.2905737,0.048575062,"('foolish', 'wise')",0.2905737,0.0485751,-0.2419986
60,0.80025494,0.9110163,"('inefficient', 'efficient')",0.8002549,0.9110163,0.1107614
61,1.3131655,0.94376016,"('illogical', 'logical')",1.3131655,0.9437602,-0.3694053
62,0.52756035,0.71546066,"('incompetent', 'brilliant')",0.5275604,0.7154607,0.1879003
63,0.412454,0.48809084,"('unperceptive', 'insightful')",0.412454,0.4880908,0.0756368
64,-6.651753,-6.6787105,"('shy', 'confident')",-6.6517529,-6.6787105,-0.0269576
65,0.24576014,0.27084804,"('insecure', 'secure')",0.2457601,0.270848,0.0250879
66,-0.60346395,-0.6331267,"('inactive', 'active')",-0.6034639,-0.6331267,-0.0296628
67,-0.37022498,-0.30676326,"('doubtful', 'determined')",-0.370225,-0.3067633,0.0634617
68,-0.91785413,-0.8882758,"('dependent', 'independent')",-0.9178541,-0.8882758,0.0295783
69,-1.6943378,-1.9479394,"('lazy', 'industrious')",-1.6943378,-1.9479394,-0.2536016
70,-0.09841107,0.24020548,"('lethargic', 'energetic')",-0.0984111,0.2402055,0.3386166
71,0.6963985,0.62515676,"('diffident', 'self-confident')",0.6963985,0.6251568,-0.0712417
72,0.53696495,0.68343747,"('unambitious', 'ambitious')",0.536965,0.6834375,0.1464725
73,-3.0971441,-3.024369,"('helpless', 'self-reliant')",-3.0971441,-3.024369,0.0727751
74,0.16775323,0.13959435,"('undedicated', 'dedicated')",0.1677532,0.1395943,-0.0281589
75,-1.5184959,-1.4208088,"('meek', 'impulsive')",-1.5184959,-1.4208088,0.0976871
76,0.22986023,0.5442262,"('anxious', 'daring')",0.2298602,0.5442262,0.314366
77,-1.0459595,-0.930217,"('unmotivated', 'motivated')",-1.0459595,-0.930217,0.1157425
