,congo_male,congo_female,tuple,average_male,average_female,female-male
0,-0.28156376,-0.22276834,"('unsociable', 'sociable')",-0.2815638,-0.2227683,0.0587955
1,1.7297862,1.4697566,"('unfriendly', 'friendly')",1.7297862,1.4697566,-0.2600296
2,0.6545228,0.66794455,"('unlikable', 'likable')",0.6545228,0.6679446,0.0134218
3,0.34810627,0.5260904,"('repellent', 'pleasant')",0.3481063,0.5260904,0.1779841
4,-7.2527523,-7.64031,"('disliked', 'liked')",-7.2527523,-7.6403098,-0.3875575
5,-0.047078907,-0.2748301,"('distant', 'outgoing')",-0.0470789,-0.2748301,-0.2277512
6,0.55436456,0.29861003,"('distant', 'open')",0.5543646,0.29861,-0.2557546
7,0.61058223,0.8048554,"('insensitive', 'sensitive')",0.6105822,0.8048554,0.1942732
8,1.8845218,1.676286,"('unaffectionate', 'affectionate')",1.8845218,1.676286,-0.2082358
9,2.3533099,2.282723,"('unaffectionate', 'caring')",2.3533099,2.2827229,-0.070587
10,0.29980606,0.5358944,"('unsympathetic', 'sympathetic')",0.2998061,0.5358944,0.2360883
11,1.6618346,1.8425297,"('unhelpful', 'helpful')",1.6618346,1.8425297,0.1806951
12,-1.2373632,-1.2667631,"('unsupportive', 'supportive')",-1.2373632,-1.2667631,-0.0293999
13,-0.500124,-0.25018835,"('impolite', 'polite')",-0.500124,-0.2501884,0.2499356
14,-0.2913439,-0.11686176,"('antisocial', 'social')",-0.2913439,-0.1168618,0.1744821
15,0.6676882,0.5943778,"('boring', 'funny')",0.6676882,0.5943778,-0.0733104
16,-0.27025244,-0.37278154,"('unpopular', 'popular')",-0.2702524,-0.3727815,-0.1025291
17,-0.34551334,-0.33873427,"('nasty', 'nice')",-0.3455133,-0.3387343,0.006779
18,0.18606803,0.06285302,"('disagreeable', 'welcoming')",0.186068,0.062853,-0.123215
19,-0.36751917,-0.4066621,"('inhospitable', 'hospitable')",-0.3675192,-0.4066621,-0.0391429
20,0.24318978,0.20847824,"('rough', 'thoughtful')",0.2431898,0.2084782,-0.0347116
21,-0.6465174,-0.34764925,"('immoral', 'moral')",-0.6465174,-0.3476492,0.2988682
22,-0.39529166,-0.31880614,"('untrustworthy', 'trustworthy')",-0.3952917,-0.3188061,0.0764856
23,6.7587485,6.991949,"('insincere', 'sincere')",6.7587485,6.9919491,0.2332006
24,1.6509175,1.6724505,"('dishonest', 'honest')",1.6509175,1.6724505,0.021533
25,1.393788,1.2007521,"('egoistic', 'altruistic')",1.393788,1.2007521,-0.1930359
26,1.4634715,1.1987047,"('hardhearted', 'benevolent')",1.4634715,1.1987047,-0.2647668
27,1.511742,1.3607703,"('hardhearted', 'softhearted')",1.511742,1.3607703,-0.1509717
28,1.5041847,1.3768919,"('disloyal', 'loyal')",1.5041847,1.3768919,-0.1272928
29,0.11188982,-0.06846602,"('unfair', 'fair')",0.1118898,-0.068466,-0.1803558
30,0.638479,0.8268998,"('intolerant', 'tolerant')",0.638479,0.8268998,0.1884208
31,-0.5220145,-0.75821126,"('evil', 'good')",-0.5220145,-0.7582113,-0.2361968
32,1.1839042,1.13014,"('unkind', 'kind')",1.1839042,1.1301399,-0.0537643
33,0.3066545,0.07462579,"('wrong', 'right')",0.3066545,0.0746258,-0.2320287
34,4.5031824,4.7728667,"('mean', 'honorable')",4.5031824,4.7728667,0.2696843
35,-0.22079642,-0.5971285,"('corrupt', 'incorrupt')",-0.2207964,-0.5971285,-0.3763321
36,-0.5543634,-0.83719194,"('hostile', 'amicable')",-0.5543634,-0.8371919,-0.2828285
37,0.561039,0.62026423,"('fake', 'genuine')",0.561039,0.6202642,0.0592252
38,0.53062284,0.48573104,"('untruthful', 'truthful')",0.5306228,0.485731,-0.0448918
39,0.76711804,0.83068126,"('exploitative', 'cooperative')",0.767118,0.8306813,0.0635633
40,-1.3760254,-1.6976384,"('stingy', 'generous')",-1.3760254,-1.6976384,-0.321613
41,0.5129601,0.3724222,"('unforgiving', 'forgiving')",0.5129601,0.3724222,-0.1405379
42,-2.8738325,-2.8673387,"('unreliable', 'reliable')",-2.8738325,-2.8673387,0.0064938
43,0.98605883,1.0941942,"('irresponsible', 'responsible')",0.9860588,1.0941942,0.1081354
44,-1.7950407,-1.7683803,"('prejudiced', 'unprejudiced')",-1.7950407,-1.7683803,0.0266604
45,0.10084126,0.14565997,"('incompetent', 'competent')",0.1008413,0.14566,0.0448187
46,-1.2599615,-1.1610017,"('uncompetitive', 'competitive')",-1.2599615,-1.1610017,0.0989598
47,5.358501,5.4912543,"('stupid', 'smart')",5.358501,5.4912543,0.1327533
48,0.19596982,0.353902,"('unintelligent', 'intelligent')",0.1959698,0.353902,0.1579322
49,-0.11283606,0.0901424,"('unable', 'able')",-0.1128361,0.0901424,0.2029785
50,-0.16548982,-0.2174131,"('clumsy', 'skillful')",-0.1654898,-0.2174131,-0.0519233
51,-0.004273258,0.14188902,"('uneducated', 'educated')",-0.0042733,0.141889,0.1461623
52,0.45434847,0.12881562,"('irrational', 'rational')",0.4543485,0.1288156,-0.3255329
53,0.42225227,0.31937736,"('uncreative', 'creative')",0.4222523,0.3193774,-0.1028749
54,1.3159398,1.3409578,"('incapable', 'capable')",1.3159398,1.3409578,0.025018
55,0.32255062,0.584751,"('incompetent', 'clever')",0.3225506,0.584751,0.2622004
56,-0.09627416,0.08747448,"('impractical', 'practical')",-0.0962742,0.0874745,0.1837487
57,-2.7784572,-2.800097,"('unimaginative', 'imaginative')",-2.7784572,-2.800097,-0.0216398
58,-0.2944894,-0.29740787,"('undiscriminating', 'discriminating')",-0.2944894,-0.2974079,-0.0029185
59,0.73078734,0.54705805,"('foolish', 'wise')",0.7307873,0.547058,-0.1837293
60,-0.36298588,0.11093778,"('inefficient', 'efficient')",-0.3629859,0.1109378,0.4739237
61,0.669558,0.555802,"('illogical', 'logical')",0.669558,0.555802,-0.113756
62,0.64241683,0.89200807,"('incompetent', 'brilliant')",0.6424168,0.8920081,0.2495913
63,1.080433,1.1441398,"('unperceptive', 'insightful')",1.080433,1.1441398,0.0637068
64,-6.797747,-6.708649,"('shy', 'confident')",-6.7977471,-6.7086492,0.0890979
65,-0.34436503,-0.03330469,"('insecure', 'secure')",-0.344365,-0.0333047,0.3110603
66,0.056634292,-0.14608675,"('inactive', 'active')",0.0566343,-0.1460868,-0.2027211
67,-0.17238183,-0.108464524,"('doubtful', 'determined')",-0.1723818,-0.1084645,0.0639173
68,-1.1723171,-1.0781826,"('dependent', 'independent')",-1.1723171,-1.0781826,0.0941345
69,-1.2945111,-1.5748922,"('lazy', 'industrious')",-1.2945111,-1.5748922,-0.2803811
70,0.43047538,0.65464467,"('lethargic', 'energetic')",0.4304754,0.6546447,0.2241693
71,0.760656,0.6582628,"('diffident', 'self-confident')",0.760656,0.6582628,-0.1023932
72,0.79026455,0.90027434,"('unambitious', 'ambitious')",0.7902645,0.9002743,0.1100098
73,-3.5773752,-3.60276,"('helpless', 'self-reliant')",-3.5773752,-3.6027601,-0.0253849
74,0.45805138,0.33149624,"('undedicated', 'dedicated')",0.4580514,0.3314962,-0.1265552
75,-1.0223608,-1.0889297,"('meek', 'impulsive')",-1.0223608,-1.0889297,-0.0665689
76,-0.0305475,0.22650328,"('anxious', 'daring')",-0.0305475,0.2265033,0.2570508
77,-1.2817796,-1.0800614,"('unmotivated', 'motivated')",-1.2817796,-1.0800614,0.2017182
78,-0.33989856,-0.4549794,"('nonresilient', 'resilient')",-0.3398986,-0.4549794,-0.1150808
79,0.2822824,0.15409264,"('wavering', 'unwavering')",0.2822824,0.1540926,-0.1281898
80,-0.100926116,-0.078115985,"('dominated', 'dominating')",-0.1009261,-0.078116,0.0228101
81,-1.1110525,-0.73132735,"('submissive', 'aggressive')",-1.1110525,-0.7313274,0.3797251
82,5.679251,5.914276,"('poor', 'rich')",5.6792512,5.9142761,0.2350249
83,-0.69078976,-0.63408554,"('powerless', 'powerful')",-0.6907898,-0.6340855,0.0567043
84,0.29408357,0.24676652,"('inferior', 'superior')",0.2940836,0.2467665,-0.0473171
85,0.4723654,0.15072842,"('insignificant', 'prestigious')",0.4723654,0.1507284,-0.321637
86,0.3913175,0.41445515,"('uninfluential', 'influential')",0.3913175,0.4144551,0.0231376
87,0.037568897,0.18845315,"('unsuccessful', 'successful')",0.0375689,0.1884532,0.1508843
88,-0.25199386,-0.10633166,"('low', 'eminent')",-0.2519939,-0.1063317,0.1456622
