,visual_male,visual_female,tuple,average_male,average_female,female-male
0,-0.16270867,-0.20778073,"('unsociable', 'sociable')",-0.1627087,-0.2077807,-0.045072
1,1.0077308,0.94965,"('unfriendly', 'friendly')",1.0077308,0.94965,-0.0580808
2,0.087230034,0.22038364,"('unlikable', 'likable')",0.08723,0.2203836,0.1331536
3,0.853769,0.9041385,"('repellent', 'pleasant')",0.853769,0.9041385,0.0503695
4,-7.105562,-7.276578,"('disliked', 'liked')",-7.1055622,-7.2765779,-0.1710157
5,-0.5316194,-0.54292023,"('distant', 'outgoing')",-0.5316194,-0.5429202,-0.0113008
6,-0.08549492,-0.17795953,"('distant', 'open')",-0.0854949,-0.1779595,-0.0924646
7,0.9976113,0.9878201,"('insensitive', 'sensitive')",0.9976113,0.9878201,-0.0097912
8,1.0090939,0.89496374,"('unaffectionate', 'affectionate')",1.0090939,0.8949637,-0.1141302
9,1.4636732,1.4732444,"('unaffectionate', 'caring')",1.4636732,1.4732444,0.0095712
10,1.0934607,1.1199974,"('unsympathetic', 'sympathetic')",1.0934607,1.1199974,0.0265367
11,1.7205502,1.799208,"('unhelpful', 'helpful')",1.7205502,1.799208,0.0786578
12,-1.4534297,-1.4821914,"('unsupportive', 'supportive')",-1.4534297,-1.4821914,-0.0287617
13,-0.22778428,-0.1751434,"('impolite', 'polite')",-0.2277843,-0.1751434,0.0526409
14,0.1810124,0.10053907,"('antisocial', 'social')",0.1810124,0.1005391,-0.0804733
15,0.28536007,0.15485223,"('boring', 'funny')",0.2853601,0.1548522,-0.1305079
16,-0.44789657,-0.39997482,"('unpopular', 'popular')",-0.4478966,-0.3999748,0.0479218
17,-0.08415161,-0.022677477,"('nasty', 'nice')",-0.0841516,-0.0226775,0.0614741
18,-0.43404347,-0.47032708,"('disagreeable', 'welcoming')",-0.4340435,-0.4703271,-0.0362836
19,-0.9652491,-0.94243115,"('inhospitable', 'hospitable')",-0.9652491,-0.9424312,0.0228179
20,1.0704638,0.9870352,"('rough', 'thoughtful')",1.0704638,0.9870352,-0.0834286
21,-0.025340911,0.080883056,"('immoral', 'moral')",-0.0253409,0.0808831,0.106224
22,-0.3733052,-0.4042765,"('untrustworthy', 'trustworthy')",-0.3733052,-0.4042765,-0.0309713
23,5.9211226,6.016892,"('insincere', 'sincere')",5.9211226,6.016892,0.0957694
24,1.5482874,1.4582857,"('dishonest', 'honest')",1.5482874,1.4582857,-0.0900017
25,0.37215063,0.35874608,"('egoistic', 'altruistic')",0.3721506,0.3587461,-0.0134045
26,0.7147658,0.547251,"('hardhearted', 'benevolent')",0.7147658,0.547251,-0.1675148
27,1.6563318,1.4309897,"('hardhearted', 'softhearted')",1.6563318,1.4309897,-0.2253421
28,1.0065248,0.958689,"('disloyal', 'loyal')",1.0065248,0.958689,-0.0478358
29,-0.34113628,-0.4576832,"('unfair', 'fair')",-0.3411363,-0.4576832,-0.1165469
30,0.79463285,0.82342273,"('intolerant', 'tolerant')",0.7946329,0.8234227,0.0287898
31,-1.2958614,-1.3695481,"('evil', 'good')",-1.2958614,-1.3695481,-0.0736867
32,1.1380037,1.1006477,"('unkind', 'kind')",1.1380037,1.1006477,-0.037356
33,-0.57356477,-0.56024843,"('wrong', 'right')",-0.5735648,-0.5602484,0.0133164
34,4.1573405,4.3349843,"('mean', 'honorable')",4.1573405,4.3349843,0.1776438
35,-1.1347597,-1.3810608,"('corrupt', 'incorrupt')",-1.1347597,-1.3810608,-0.2463011
36,-0.9258001,-1.0211756,"('hostile', 'amicable')",-0.9258001,-1.0211756,-0.0953755
37,0.9495838,0.91209316,"('fake', 'genuine')",0.9495838,0.9120932,-0.0374906
38,-0.49433416,-0.43298876,"('untruthful', 'truthful')",-0.4943342,-0.4329888,0.0613454
39,0.27009523,0.27137133,"('exploitative', 'cooperative')",0.2700952,0.2713713,0.0012761
