,pepsi_male,pepsi_female,tuple,bottling_male,bottling_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,0.98642135,0.85741913,"('unsociable', 'sociable')",0.3556224,0.20104481,1.2782295,1.0109495,-0.5206272,-0.67171997,0.5249115,0.3494233,-0.1754882
1,0.4149809,0.64198345,"('unfriendly', 'friendly')",-0.7761684,-0.65169865,-0.86310273,-0.87149096,1.5698903,1.5206107,0.0864,0.1598511,0.0734511
2,0.14118093,0.19306543,"('unlikable', 'likable')",0.10235223,0.14138561,2.2521389,2.2889142,0.81121916,0.9578587,0.8267228,0.895306,0.0685832
3,-1.0385404,-1.0080639,"('repellent', 'pleasant')",-1.9159316,-1.9003797,1.2829095,1.2164863,0.33964786,0.36094078,-0.3329787,-0.3327541,0.0002246
4,-0.5198593,-0.47272184,"('disliked', 'liked')",0.035224035,0.07173321,-0.47034964,-0.47465372,-6.758146,-6.731231,-1.9282827,-1.9017184,0.0265643
5,0.69599676,0.90281117,"('distant', 'outgoing')",0.054836825,0.2813126,-2.4932761,-2.171337,-0.5049239,-0.32594466,-0.5618416,-0.3282894,0.2335522
6,-0.18035522,0.09692386,"('distant', 'open')",-0.3837798,-0.13612548,-2.8056736,-2.4591103,0.027671758,0.1809292,-0.8355342,-0.5793457,0.2561885
7,0.07984186,0.12441772,"('insensitive', 'sensitive')",-0.9659482,-0.97939354,0.1977284,0.17177917,0.36609742,0.34556517,-0.0805701,-0.0844079,-0.0038378
8,-0.20416707,-0.09604089,"('unaffectionate', 'affectionate')",-1.0643142,-0.9734088,-0.53541636,-0.42329726,0.45229298,0.51588774,-0.3379012,-0.2442148,0.0936864
9,1.0145692,1.1558921,"('unaffectionate', 'caring')",-1.0269811,-0.9385264,-0.62623245,-0.5817401,0.9307148,1.011644,0.0730176,0.1618174,0.0887998
10,0.5904146,0.54268557,"('unsympathetic', 'sympathetic')",-1.0580459,-1.2080591,0.7544682,0.5676788,-0.20162225,-0.24537447,0.0213037,-0.0857673,-0.107071
11,1.1978788,1.2205387,"('unhelpful', 'helpful')",-0.6030346,-0.6864289,0.8702141,0.77608013,2.2223938,2.21577,0.921863,0.88149,-0.040373
12,1.6760637,1.7909745,"('unsupportive', 'supportive')",-0.59140545,-0.50530124,0.82849234,0.9626216,-2.0826406,-1.9830761,-0.0423725,0.0663047,0.1086772
13,0.9597146,0.8137602,"('impolite', 'polite')",-0.08486978,-0.20791665,0.7154352,0.5771936,-0.21147817,-0.25380677,0.3447005,0.2323076,-0.1123929
14,-0.05510031,-0.31086448,"('antisocial', 'social')",-0.58255255,-0.7377116,2.0562663,1.9056658,-0.7504799,-0.8355836,0.1670334,0.0053765,-0.1616569
15,0.57498896,0.48633468,"('boring', 'funny')",0.604828,0.5912741,-1.2269979,-1.2324454,0.35552794,0.32177174,0.0770868,0.0417338,-0.035353
16,-0.5972343,-0.5372998,"('unpopular', 'popular')",-0.078396045,-0.004685305,-0.26677236,-0.26294452,0.7146327,0.74406743,-0.0569425,-0.0152155,0.041727
17,-0.20060487,-0.13088426,"('nasty', 'nice')",-0.54575,-0.46246094,-1.2068211,-1.1536977,-0.46070436,-0.41428527,-0.6034701,-0.540332,0.0631381
18,-0.83526164,-0.7382967,"('disagreeable', 'welcoming')",-0.43734896,-0.37645686,-0.44184065,-0.26536706,-0.32942918,-0.252826,-0.5109701,-0.4082366,0.1027335
19,0.032692257,0.17829117,"('inhospitable', 'hospitable')",-0.70099336,-0.5830341,-1.6951599,-1.5446575,-0.16057517,0.028909111,-0.631009,-0.4801228,0.1508862
20,-0.4062593,-0.41082272,"('rough', 'thoughtful')",-0.7941434,-0.73159546,0.8315998,0.8671692,0.9892877,1.008594,0.1551212,0.1833363,0.0282151
21,0.7816785,0.64444274,"('immoral', 'moral')",-0.59652656,-0.7282323,1.6109527,1.3702875,-0.65635526,-0.70456445,0.2849374,0.1454834,-0.139454
22,-0.49197167,-0.6624881,"('untrustworthy', 'trustworthy')",-0.887994,-1.0463284,1.216968,1.0049671,-1.0111642,-1.0900477,-0.2935404,-0.4484743,-0.1549339
23,1.0946704,1.0998358,"('insincere', 'sincere')",-0.730229,-0.7949113,0.6438113,0.5279834,6.1777883,6.0028043,1.7965102,1.708928,-0.0875822
24,0.8924791,0.87279165,"('dishonest', 'honest')",-0.94246984,-0.99792755,0.14090407,0.09211899,1.0143367,0.98302335,0.2763125,0.2375016,-0.0388109
25,-1.4127842,-1.3622853,"('egoistic', 'altruistic')",-0.36510578,-0.22719112,-0.51686335,-0.44814467,1.4501708,1.3799504,-0.2111456,-0.1644177,0.0467279
26,0.6299964,0.68810904,"('hardhearted', 'benevolent')",0.30398378,0.33735874,0.58802885,0.658474,1.1882704,1.0567936,0.6775699,0.6851839,0.007614
27,-0.23617241,-0.059373874,"('hardhearted', 'softhearted')",-0.82957995,-0.696425,-0.960245,-0.7474501,1.157324,1.1556375,-0.2171684,-0.0869029,0.1302655
