,bibliography_male,bibliography_female,tuple,average_male,average_female,female-male
0,0.061875667,-0.0645219,"('unsociable', 'sociable')",0.0618757,-0.0645219,-0.1263976
1,1.0555396,0.9472948,"('unfriendly', 'friendly')",1.0555396,0.9472948,-0.1082448
2,0.3630107,0.5270664,"('unlikable', 'likable')",0.3630107,0.5270664,0.1640557
3,1.0731603,1.1472107,"('repellent', 'pleasant')",1.0731603,1.1472107,0.0740504
4,-7.76751,-7.61742,"('disliked', 'liked')",-7.7675099,-7.6174202,0.1500897
5,-0.46198598,-0.39264154,"('distant', 'outgoing')",-0.461986,-0.3926415,0.0693445
6,-0.089065455,-0.049519997,"('distant', 'open')",-0.0890655,-0.04952,0.0395455
7,0.75735545,0.8085591,"('insensitive', 'sensitive')",0.7573555,0.8085591,0.0512036
8,0.8173332,0.7687808,"('unaffectionate', 'affectionate')",0.8173332,0.7687808,-0.0485524
9,1.2634133,1.3111544,"('unaffectionate', 'caring')",1.2634133,1.3111544,0.0477411
10,1.336057,1.5029948,"('unsympathetic', 'sympathetic')",1.3360569,1.5029948,0.1669379
11,2.2680044,2.3500524,"('unhelpful', 'helpful')",2.2680044,2.3500524,0.082048
12,-1.6371553,-1.5070292,"('unsupportive', 'supportive')",-1.6371553,-1.5070292,0.1301261
13,0.19885606,0.16304556,"('impolite', 'polite')",0.1988561,0.1630456,-0.0358105
14,-0.17237382,-0.23482513,"('antisocial', 'social')",-0.1723738,-0.2348251,-0.0624513
15,0.4473246,0.4110763,"('boring', 'funny')",0.4473246,0.4110763,-0.0362483
16,-0.55043197,-0.5218164,"('unpopular', 'popular')",-0.550432,-0.5218164,0.0286156
17,-0.08450832,-0.04504262,"('nasty', 'nice')",-0.0845083,-0.0450426,0.0394657
18,-0.87725216,-0.9393503,"('disagreeable', 'welcoming')",-0.8772522,-0.9393503,-0.0620981
19,-0.6744277,-0.58065414,"('inhospitable', 'hospitable')",-0.6744277,-0.5806541,0.0937736
20,1.1395769,0.93497205,"('rough', 'thoughtful')",1.1395769,0.934972,-0.2046049
21,0.24188218,0.40980336,"('immoral', 'moral')",0.2418822,0.4098034,0.1679212
22,-0.41278574,-0.3906428,"('untrustworthy', 'trustworthy')",-0.4127857,-0.3906428,0.0221429
23,6.723229,6.6453114,"('insincere', 'sincere')",6.7232289,6.6453114,-0.0779175
24,1.802246,1.8185896,"('dishonest', 'honest')",1.802246,1.8185896,0.0163436
25,0.33472216,0.23027784,"('egoistic', 'altruistic')",0.3347222,0.2302778,-0.1044444
26,0.48114777,0.25273383,"('hardhearted', 'benevolent')",0.4811478,0.2527338,-0.228414
27,1.5188357,1.3504313,"('hardhearted', 'softhearted')",1.5188357,1.3504313,-0.1684044
28,1.2098067,1.1753759,"('disloyal', 'loyal')",1.2098067,1.1753759,-0.0344308
29,-0.56295043,-0.7272839,"('unfair', 'fair')",-0.5629504,-0.7272839,-0.1643335
30,0.83797115,0.8929711,"('intolerant', 'tolerant')",0.8379712,0.8929711,0.0549999
31,-1.7240759,-1.7159594,"('evil', 'good')",-1.7240759,-1.7159594,0.0081165
32,1.2338707,1.1242578,"('unkind', 'kind')",1.2338707,1.1242578,-0.1096129
33,-0.72423244,-0.68937814,"('wrong', 'right')",-0.7242324,-0.6893781,0.0348543
34,4.758397,4.819809,"('mean', 'honorable')",4.7583971,4.819809,0.0614119
35,-1.2207072,-1.3836608,"('corrupt', 'incorrupt')",-1.2207072,-1.3836608,-0.1629536
36,-1.1884995,-1.3368547,"('hostile', 'amicable')",-1.1884995,-1.3368547,-0.1483552
37,0.95739824,0.9691133,"('fake', 'genuine')",0.9573982,0.9691133,0.0117151
38,-0.06759645,0.06554157,"('untruthful', 'truthful')",-0.0675965,0.0655416,0.1331381
39,0.23888414,0.21280955,"('exploitative', 'cooperative')",0.2388841,0.2128095,-0.0260746
40,-1.8439361,-1.9416287,"('stingy', 'generous')",-1.8439361,-1.9416287,-0.0976926
41,0.03297928,0.030988479,"('unforgiving', 'forgiving')",0.0329793,0.0309885,-0.0019908
42,-2.112206,-1.9192641,"('unreliable', 'reliable')",-2.112206,-1.9192641,0.1929419
43,1.4233835,1.5067887,"('irresponsible', 'responsible')",1.4233835,1.5067887,0.0834052
44,-1.2526667,-1.3759471,"('prejudiced', 'unprejudiced')",-1.2526667,-1.3759471,-0.1232804
45,0.6211178,0.64471906,"('incompetent', 'competent')",0.6211178,0.6447191,0.0236013
46,-0.24272357,-0.10855308,"('uncompetitive', 'competitive')",-0.2427236,-0.1085531,0.1341705
47,5.429763,5.4117866,"('stupid', 'smart')",5.4297628,5.4117866,-0.0179762
48,0.6959085,0.7049336,"('unintelligent', 'intelligent')",0.6959085,0.7049336,0.0090251
49,0.3459528,0.45883012,"('unable', 'able')",0.3459528,0.4588301,0.1128773
50,-0.31394845,-0.28389344,"('clumsy', 'skillful')",-0.3139485,-0.2838934,0.0300551
51,0.3061905,0.39096397,"('uneducated', 'educated')",0.3061905,0.390964,0.0847735
52,-0.4834064,-0.62786996,"('irrational', 'rational')",-0.4834064,-0.62787,-0.1444636
53,0.12915772,0.041264825,"('uncreative', 'creative')",0.1291577,0.0412648,-0.0878929
54,0.8409465,1.0275899,"('incapable', 'capable')",0.8409465,1.0275899,0.1866434
55,1.0619612,1.1673228,"('incompetent', 'clever')",1.0619612,1.1673228,0.1053616
56,1.1390247,1.2370304,"('impractical', 'practical')",1.1390247,1.2370304,0.0980057
57,-2.3013408,-2.1372232,"('unimaginative', 'imaginative')",-2.3013408,-2.1372232,0.1641176
58,0.20573513,0.17249228,"('undiscriminating', 'discriminating')",0.2057351,0.1724923,-0.0332428
59,-0.30687973,-0.22632799,"('foolish', 'wise')",-0.3068797,-0.226328,0.0805517
60,1.2409674,1.339716,"('inefficient', 'efficient')",1.2409674,1.339716,0.0987486
61,0.21185309,-0.01438465,"('illogical', 'logical')",0.2118531,-0.0143846,-0.2262377
62,1.2719094,1.5227762,"('incompetent', 'brilliant')",1.2719094,1.5227762,0.2508668
63,0.66743636,0.77287835,"('unperceptive', 'insightful')",0.6674364,0.7728783,0.1054419
64,-5.9725227,-5.682921,"('shy', 'confident')",-5.9725227,-5.6829209,0.2896018
65,0.8625284,0.89286035,"('insecure', 'secure')",0.8625284,0.8928604,0.030332
66,-0.07535883,-0.17223458,"('inactive', 'active')",-0.0753588,-0.1722346,-0.0968758
67,-0.22666965,-0.24308158,"('doubtful', 'determined')",-0.2266697,-0.2430816,-0.0164119
68,-0.46147788,-0.36551717,"('dependent', 'independent')",-0.4614779,-0.3655172,0.0959607
69,-2.16001,-2.1419106,"('lazy', 'industrious')",-2.1600101,-2.1419106,0.0180995
70,1.2942196,1.3808368,"('lethargic', 'energetic')",1.2942196,1.3808368,0.0866172
71,0.2559558,0.20330666,"('diffident', 'self-confident')",0.2559558,0.2033067,-0.0526491
72,0.9731889,1.0971718,"('unambitious', 'ambitious')",0.9731889,1.0971718,0.1239829
73,-3.217877,-3.0991967,"('helpless', 'self-reliant')",-3.2178769,-3.0991967,0.1186802
74,0.20969455,0.12080164,"('undedicated', 'dedicated')",0.2096945,0.1208016,-0.0888929
75,-0.6416433,-0.512129,"('meek', 'impulsive')",-0.6416433,-0.512129,0.1295143
76,0.8132852,0.7618094,"('anxious', 'daring')",0.8132852,0.7618094,-0.0514758
77,-1.2219752,-1.0896181,"('unmotivated', 'motivated')",-1.2219752,-1.0896181,0.1323571
78,-0.8391479,-0.8646898,"('nonresilient', 'resilient')",-0.8391479,-0.8646898,-0.0255419
79,-0.4842177,-0.37918714,"('wavering', 'unwavering')",-0.4842177,-0.3791871,0.1050306
80,-0.05492924,-0.12942185,"('dominated', 'dominating')",-0.0549292,-0.1294218,-0.0744926
81,0.30767745,0.444647,"('submissive', 'aggressive')",0.3076774,0.444647,0.1369696
82,6.7802444,6.921943,"('poor', 'rich')",6.7802444,6.9219432,0.1416988
83,-0.35678366,-0.36498037,"('powerless', 'powerful')",-0.3567837,-0.3649804,-0.0081967
84,0.14500248,0.16496381,"('inferior', 'superior')",0.1450025,0.1649638,0.0199613
85,-1.4647088,-1.6781325,"('insignificant', 'prestigious')",-1.4647088,-1.6781325,-0.2134237
86,0.6688303,0.77190226,"('uninfluential', 'influential')",0.6688303,0.7719023,0.103072
87,0.021616053,0.17174987,"('unsuccessful', 'successful')",0.0216161,0.1717499,0.1501338
88,0.22186935,0.28752586,"('low', 'eminent')",0.2218693,0.2875259,0.0656566
