,destroyer_male,destroyer_female,tuple,average_male,average_female,female-male
0,0.39352456,0.3373319,"('unsociable', 'sociable')",0.3935246,0.3373319,-0.0561927
1,1.1611015,1.4674437,"('unfriendly', 'friendly')",1.1611015,1.4674437,0.3063422
2,0.1959168,0.37859374,"('unlikable', 'likable')",0.1959168,0.3785937,0.1826769
3,0.43783835,0.5050974,"('repellent', 'pleasant')",0.4378383,0.5050974,0.0672591
4,-6.813858,-7.017591,"('disliked', 'liked')",-6.813858,-7.017591,-0.203733
5,-0.64993715,-0.7721835,"('distant', 'outgoing')",-0.6499372,-0.7721835,-0.1222463
6,0.009142693,-0.039713413,"('distant', 'open')",0.0091427,-0.0397134,-0.0488561
7,1.5389731,1.6281071,"('insensitive', 'sensitive')",1.5389731,1.6281071,0.089134
8,1.4255573,1.5924882,"('unaffectionate', 'affectionate')",1.4255573,1.5924882,0.1669309
9,1.8861287,2.1847847,"('unaffectionate', 'caring')",1.8861287,2.1847847,0.298656
10,1.1977988,1.2813957,"('unsympathetic', 'sympathetic')",1.1977988,1.2813957,0.0835969
11,1.7177515,1.9358641,"('unhelpful', 'helpful')",1.7177515,1.9358641,0.2181126
12,-0.9747372,-0.8013099,"('unsupportive', 'supportive')",-0.9747372,-0.8013099,0.1734273
13,-0.23062535,-0.15079622,"('impolite', 'polite')",-0.2306253,-0.1507962,0.0798291
14,0.31584325,0.38115242,"('antisocial', 'social')",0.3158433,0.3811524,0.0653091
15,0.50607145,0.5308374,"('boring', 'funny')",0.5060714,0.5308374,0.024766
16,-0.69485086,-0.5957471,"('unpopular', 'popular')",-0.6948509,-0.5957471,0.0991038
17,-0.0291473,-0.03459531,"('nasty', 'nice')",-0.0291473,-0.0345953,-0.005448
18,-0.72422093,-0.5879736,"('disagreeable', 'welcoming')",-0.7242209,-0.5879736,0.1362473
19,-0.38519347,-0.23689179,"('inhospitable', 'hospitable')",-0.3851935,-0.2368918,0.1483017
20,0.7215502,0.6061771,"('rough', 'thoughtful')",0.7215502,0.6061771,-0.1153731
21,-0.20894106,0.033131152,"('immoral', 'moral')",-0.2089411,0.0331312,0.2420723
22,-0.27302316,-0.30424008,"('untrustworthy', 'trustworthy')",-0.2730232,-0.3042401,-0.0312169
23,5.826931,6.162762,"('insincere', 'sincere')",5.826931,6.1627622,0.3358312
