,page_male,page_female,tuple,average_male,average_female,female-male
0,0.18233182,-0.119322754,"('unsociable', 'sociable')",0.1823318,-0.1193228,-0.3016546
1,1.2704653,1.2452955,"('unfriendly', 'friendly')",1.2704653,1.2452955,-0.0251698
2,0.3210266,0.5726253,"('unlikable', 'likable')",0.3210266,0.5726253,0.2515987
3,0.37498468,0.4974636,"('repellent', 'pleasant')",0.3749847,0.4974636,0.1224789
4,-7.266133,-7.4259176,"('disliked', 'liked')",-7.2661328,-7.4259176,-0.1597848
5,-0.90623814,-0.5369394,"('distant', 'outgoing')",-0.9062381,-0.5369394,0.3692987
6,-0.21871902,0.11412406,"('distant', 'open')",-0.218719,0.1141241,0.3328431
7,0.9176774,0.7600001,"('insensitive', 'sensitive')",0.9176774,0.7600001,-0.1576773
8,1.0492294,1.2501713,"('unaffectionate', 'affectionate')",1.0492294,1.2501713,0.2009419
9,1.698579,1.8757344,"('unaffectionate', 'caring')",1.698579,1.8757344,0.1771554
10,0.94523096,0.95519584,"('unsympathetic', 'sympathetic')",0.945231,0.9551958,0.0099648
11,2.1695304,2.2006533,"('unhelpful', 'helpful')",2.1695304,2.2006533,0.0311229
12,-1.604288,-1.6034051,"('unsupportive', 'supportive')",-1.604288,-1.6034051,0.0008829
13,0.36881936,0.20169292,"('impolite', 'polite')",0.3688194,0.2016929,-0.1671265
14,-0.42672172,-0.6814858,"('antisocial', 'social')",-0.4267217,-0.6814858,-0.2547641
15,0.18699327,0.16263907,"('boring', 'funny')",0.1869933,0.1626391,-0.0243542
16,-0.46227834,-0.44349658,"('unpopular', 'popular')",-0.4622783,-0.4434966,0.0187817
17,-0.19046408,-0.09833982,"('nasty', 'nice')",-0.1904641,-0.0983398,0.0921243
18,-1.2166625,-1.0456818,"('disagreeable', 'welcoming')",-1.2166625,-1.0456818,0.1709807
19,-0.7163382,-0.3725988,"('inhospitable', 'hospitable')",-0.7163382,-0.3725988,0.3437394
20,0.76473445,0.5359891,"('rough', 'thoughtful')",0.7647344,0.5359891,-0.2287453
21,-0.44743496,-0.30022568,"('immoral', 'moral')",-0.447435,-0.3002257,0.1472093
22,-0.18962799,-0.36800596,"('untrustworthy', 'trustworthy')",-0.189628,-0.368006,-0.178378
23,6.3019114,6.413115,"('insincere', 'sincere')",6.3019114,6.413115,0.1112036
24,1.8183537,1.8495009,"('dishonest', 'honest')",1.8183537,1.8495009,0.0311472
25,0.44390255,0.52201194,"('egoistic', 'altruistic')",0.4439026,0.5220119,0.0781093
26,0.7524196,0.36343607,"('hardhearted', 'benevolent')",0.7524196,0.3634361,-0.3889835
27,1.2623543,1.2654493,"('hardhearted', 'softhearted')",1.2623543,1.2654493,0.003095
28,1.527068,1.3983686,"('disloyal', 'loyal')",1.527068,1.3983686,-0.1286994
29,-0.6082832,-0.7866235,"('unfair', 'fair')",-0.6082832,-0.7866235,-0.1783403
30,0.48627877,0.593528,"('intolerant', 'tolerant')",0.4862788,0.593528,0.1072492
31,-1.8333224,-1.7311153,"('evil', 'good')",-1.8333224,-1.7311153,0.1022071
32,1.3054657,1.2342341,"('unkind', 'kind')",1.3054657,1.2342341,-0.0712316
33,-0.38219196,-0.36898994,"('wrong', 'right')",-0.382192,-0.3689899,0.0132021
34,4.111386,4.5055714,"('mean', 'honorable')",4.1113858,4.5055714,0.3941856
35,-0.72361654,-0.8177169,"('corrupt', 'incorrupt')",-0.7236165,-0.8177169,-0.0941004
36,-0.83503944,-0.7947963,"('hostile', 'amicable')",-0.8350394,-0.7947963,0.0402431
37,0.7285672,0.8234343,"('fake', 'genuine')",0.7285672,0.8234343,0.0948671
38,0.21389794,0.3319088,"('untruthful', 'truthful')",0.2138979,0.3319088,0.1180109
39,0.07122868,0.09922956,"('exploitative', 'cooperative')",0.0712287,0.0992296,0.0280009
40,-1.8437803,-2.1226819,"('stingy', 'generous')",-1.8437803,-2.1226819,-0.2789016
41,0.26184076,0.1952331,"('unforgiving', 'forgiving')",0.2618408,0.1952331,-0.0666077
42,-2.1722836,-2.1035712,"('unreliable', 'reliable')",-2.1722836,-2.1035712,0.0687124
43,1.163443,1.3094168,"('irresponsible', 'responsible')",1.163443,1.3094168,0.1459738
44,-1.4542215,-1.391689,"('prejudiced', 'unprejudiced')",-1.4542215,-1.3916889,0.0625326
45,0.5679708,0.27630842,"('incompetent', 'competent')",0.5679708,0.2763084,-0.2916624
46,-0.32879472,-0.4522475,"('uncompetitive', 'competitive')",-0.3287947,-0.4522475,-0.1234528
47,5.2356567,5.388932,"('stupid', 'smart')",5.2356567,5.3889322,0.1532755
48,0.56370664,0.52522457,"('unintelligent', 'intelligent')",0.5637066,0.5252246,-0.038482
49,-0.08259264,0.21404192,"('unable', 'able')",-0.0825926,0.2140419,0.2966345
50,-0.15550055,-0.07947686,"('clumsy', 'skillful')",-0.1555005,-0.0794769,0.0760236
51,0.6193398,0.6181824,"('uneducated', 'educated')",0.6193398,0.6181824,-0.0011574
52,-0.3650564,-0.36773908,"('irrational', 'rational')",-0.3650564,-0.3677391,-0.0026827
53,0.2070001,0.106002204,"('uncreative', 'creative')",0.2070001,0.1060022,-0.1009979
54,1.1326896,1.4691087,"('incapable', 'capable')",1.1326896,1.4691087,0.3364191
55,0.8692211,0.7867228,"('incompetent', 'clever')",0.8692211,0.7867228,-0.0824983
56,1.1588091,0.9415032,"('impractical', 'practical')",1.1588091,0.9415032,-0.2173059
57,-2.504424,-2.706841,"('unimaginative', 'imaginative')",-2.5044241,-2.706841,-0.2024169
58,-0.096685626,-0.27570307,"('undiscriminating', 'discriminating')",-0.0966856,-0.2757031,-0.1790175
59,0.02751061,0.1395344,"('foolish', 'wise')",0.0275106,0.1395344,0.1120238
60,0.7238831,0.8198465,"('inefficient', 'efficient')",0.7238831,0.8198465,0.0959634
61,0.47409168,0.17055288,"('illogical', 'logical')",0.4740917,0.1705529,-0.3035388
62,1.1452672,1.2417529,"('incompetent', 'brilliant')",1.1452672,1.2417529,0.0964857
63,0.4841938,0.51954865,"('unperceptive', 'insightful')",0.4841938,0.5195487,0.0353549
64,-5.6534066,-5.7068853,"('shy', 'confident')",-5.6534066,-5.7068853,-0.0534787
65,0.35130176,0.22789863,"('insecure', 'secure')",0.3513018,0.2278986,-0.1234032
66,-0.29416627,-0.40265772,"('inactive', 'active')",-0.2941663,-0.4026577,-0.1084914
67,-0.25842434,-0.22295582,"('doubtful', 'determined')",-0.2584243,-0.2229558,0.0354685
68,-1.07351,-0.9065703,"('dependent', 'independent')",-1.0735101,-0.9065703,0.1669398
69,-2.178611,-2.0454628,"('lazy', 'industrious')",-2.178611,-2.0454628,0.1331482
70,1.2033366,1.0648961,"('lethargic', 'energetic')",1.2033366,1.0648961,-0.1384405
71,0.4748458,0.48619783,"('diffident', 'self-confident')",0.4748458,0.4861978,0.011352
