,great-grandfather_male,great-grandfather_female,tuple,average_male,average_female,female-male
0,-0.6858509,-1.2208142,"('unsociable', 'sociable')",-0.6858509,-1.2208142,-0.5349633
1,1.1482385,1.1900308,"('unfriendly', 'friendly')",1.1482385,1.1900308,0.0417923
2,-0.6922681,-0.46413797,"('unlikable', 'likable')",-0.6922681,-0.464138,0.2281301
3,-0.09895049,0.12893559,"('repellent', 'pleasant')",-0.0989505,0.1289356,0.2278861
4,1.2248951,1.2841387,"('disliked', 'liked')",1.2248951,1.2841387,0.0592436
5,-0.64594513,-0.41129985,"('distant', 'outgoing')",-0.6459451,-0.4112999,0.2346452
6,-1.0678269,-0.7787551,"('distant', 'open')",-1.0678269,-0.7787551,0.2890718
7,-0.46711653,-0.5694222,"('insensitive', 'sensitive')",-0.4671165,-0.5694222,-0.1023057
8,1.7638309,1.6993614,"('unaffectionate', 'affectionate')",1.7638309,1.6993614,-0.0644695
9,1.1000441,1.082251,"('unaffectionate', 'caring')",1.1000441,1.082251,-0.0177931
10,-1.4196436,-1.8076882,"('unsympathetic', 'sympathetic')",-1.4196436,-1.8076882,-0.3880446
11,-1.2616869,-1.3988798,"('unhelpful', 'helpful')",-1.2616869,-1.3988798,-0.1371929
12,-0.15416583,-0.1761209,"('unsupportive', 'supportive')",-0.1541658,-0.1761209,-0.0219551
13,-0.9092504,-1.2066267,"('impolite', 'polite')",-0.9092504,-1.2066267,-0.2973763
14,-1.6545274,-1.7060239,"('antisocial', 'social')",-1.6545274,-1.7060239,-0.0514965
15,0.8390377,0.8578491,"('boring', 'funny')",0.8390377,0.8578491,0.0188114
16,0.0734314,0.07970612,"('unpopular', 'popular')",0.0734314,0.0797061,0.0062747
17,0.52404803,0.41891152,"('nasty', 'nice')",0.524048,0.4189115,-0.1051365
18,0.9576676,1.1813332,"('disagreeable', 'welcoming')",0.9576676,1.1813332,0.2236656
19,1.0345639,1.0537255,"('inhospitable', 'hospitable')",1.0345639,1.0537255,0.0191616
20,-0.102253035,-0.15328234,"('rough', 'thoughtful')",-0.102253,-0.1532823,-0.0510293
21,-0.7710925,-0.97155386,"('immoral', 'moral')",-0.7710925,-0.9715539,-0.2004614
22,-1.3661789,-1.3587326,"('untrustworthy', 'trustworthy')",-1.3661789,-1.3587326,0.0074463
23,0.9395873,0.6303347,"('insincere', 'sincere')",0.9395873,0.6303347,-0.3092526
24,-0.5635154,-0.44972944,"('dishonest', 'honest')",-0.5635154,-0.4497294,0.113786
25,1.4955268,1.8676459,"('egoistic', 'altruistic')",1.4955268,1.8676459,0.3721191
26,1.4551263,1.4013215,"('hardhearted', 'benevolent')",1.4551263,1.4013215,-0.0538048
27,-0.07769619,0.010099702,"('hardhearted', 'softhearted')",-0.0776962,0.0100997,0.0877959
28,0.0058720857,-0.12260048,"('disloyal', 'loyal')",0.0058721,-0.1226005,-0.1284726
29,-1.2265296,-1.2656953,"('unfair', 'fair')",-1.2265296,-1.2656953,-0.0391657
30,-0.02168522,-0.06013544,"('intolerant', 'tolerant')",-0.0216852,-0.0601354,-0.0384502
31,-0.6851816,-0.33590153,"('evil', 'good')",-0.6851816,-0.3359015,0.3492801
32,0.9167394,0.6385123,"('unkind', 'kind')",0.9167394,0.6385123,-0.2782271
33,-0.2508381,-0.06849021,"('wrong', 'right')",-0.2508381,-0.0684902,0.1823479
34,1.0840759,1.0232662,"('mean', 'honorable')",1.0840759,1.0232662,-0.0608097
35,0.24257329,0.5373869,"('corrupt', 'incorrupt')",0.2425733,0.5373869,0.2948136
36,0.8177458,0.9154582,"('hostile', 'amicable')",0.8177458,0.9154582,0.0977124
37,0.425404,0.0781974,"('fake', 'genuine')",0.425404,0.0781974,-0.3472066
38,-0.6817974,-0.7165148,"('untruthful', 'truthful')",-0.6817974,-0.7165148,-0.0347174
39,-1.5720749,-1.2890259,"('exploitative', 'cooperative')",-1.5720749,-1.2890259,0.283049
40,1.4461979,1.4656204,"('stingy', 'generous')",1.4461979,1.4656204,0.0194225
41,-0.47079659,-0.59468615,"('unforgiving', 'forgiving')",-0.4707966,-0.5946862,-0.1238896
42,-0.027298562,-0.064788,"('unreliable', 'reliable')",-0.0272986,-0.064788,-0.0374894
43,-1.7977933,-1.9878483,"('irresponsible', 'responsible')",-1.7977933,-1.9878483,-0.190055
44,-1.9675043,-1.8271539,"('prejudiced', 'unprejudiced')",-1.9675043,-1.8271539,0.1403504
45,-0.8709551,-1.0023509,"('incompetent', 'competent')",-0.8709551,-1.0023509,-0.1313958
46,-1.6861929,-2.039744,"('uncompetitive', 'competitive')",-1.6861929,-2.0397439,-0.353551
47,-1.3501736,-1.3973067,"('stupid', 'smart')",-1.3501736,-1.3973067,-0.0471331
48,-0.11984007,-0.44579324,"('unintelligent', 'intelligent')",-0.1198401,-0.4457932,-0.3259531
49,-0.45383206,-0.29468977,"('unable', 'able')",-0.4538321,-0.2946898,0.1591423
50,1.7058947,1.6642921,"('clumsy', 'skillful')",1.7058947,1.6642921,-0.0416026
51,1.8837206,1.5322516,"('uneducated', 'educated')",1.8837206,1.5322516,-0.351469
52,-0.7616803,-0.48731828,"('irrational', 'rational')",-0.7616803,-0.4873183,0.274362
53,0.27625984,0.07054327,"('uncreative', 'creative')",0.2762598,0.0705433,-0.2057165
54,0.29178414,0.44383055,"('incapable', 'capable')",0.2917841,0.4438305,0.1520464
55,-0.37031934,-0.48814955,"('incompetent', 'clever')",-0.3703193,-0.4881496,-0.1178303
56,0.47086734,0.10240471,"('impractical', 'practical')",0.4708673,0.1024047,-0.3684626
57,-1.2080928,-1.4349803,"('unimaginative', 'imaginative')",-1.2080928,-1.4349803,-0.2268875
58,-0.48921585,-0.7872207,"('undiscriminating', 'discriminating')",-0.4892159,-0.7872207,-0.2980048
