,applause_male,applause_female,tuple,average_male,average_female,female-male
0,-0.0163305,0.04540059,"('unsociable', 'sociable')",-0.0163305,0.0454006,0.0617311
1,0.84513456,0.75658035,"('unfriendly', 'friendly')",0.8451346,0.7565804,-0.0885542
2,-0.1678664,-0.08143512,"('unlikable', 'likable')",-0.1678664,-0.0814351,0.0864313
3,0.8843319,0.982203,"('repellent', 'pleasant')",0.8843319,0.982203,0.0978711
4,-7.241521,-7.405464,"('disliked', 'liked')",-7.2415209,-7.4054642,-0.1639433
5,-0.6317345,-0.6633364,"('distant', 'outgoing')",-0.6317345,-0.6633364,-0.0316019
6,-0.13417062,-0.25320217,"('distant', 'open')",-0.1341706,-0.2532022,-0.1190316
7,0.8001007,0.8692733,"('insensitive', 'sensitive')",0.8001007,0.8692733,0.0691726
8,0.9429115,0.79249823,"('unaffectionate', 'affectionate')",0.9429115,0.7924982,-0.1504133
9,1.078709,1.0541341,"('unaffectionate', 'caring')",1.078709,1.0541341,-0.0245749
10,1.1918218,1.2879215,"('unsympathetic', 'sympathetic')",1.1918218,1.2879215,0.0960997
11,1.3242075,1.375304,"('unhelpful', 'helpful')",1.3242075,1.375304,0.0510965
12,-1.8435091,-1.8433509,"('unsupportive', 'supportive')",-1.8435091,-1.8433509,0.0001582
13,-0.081467256,0.05313441,"('impolite', 'polite')",-0.0814673,0.0531344,0.1346017
14,0.45391428,0.48900017,"('antisocial', 'social')",0.4539143,0.4890002,0.0350859
15,0.04872957,-0.060138,"('boring', 'funny')",0.0487296,-0.060138,-0.1088676
16,-0.63740104,-0.63912,"('unpopular', 'popular')",-0.637401,-0.63912,-0.001719
17,-0.2637209,-0.22162925,"('nasty', 'nice')",-0.2637209,-0.2216292,0.0420917
18,-0.16134447,-0.18692431,"('disagreeable', 'welcoming')",-0.1613445,-0.1869243,-0.0255798
19,-0.8198001,-0.90890265,"('inhospitable', 'hospitable')",-0.8198001,-0.9089026,-0.0891025
20,0.91093475,0.8357727,"('rough', 'thoughtful')",0.9109347,0.8357727,-0.075162
21,-0.29268616,-0.13600163,"('immoral', 'moral')",-0.2926862,-0.1360016,0.1566846
22,-0.11622349,-0.10348512,"('untrustworthy', 'trustworthy')",-0.1162235,-0.1034851,0.0127384
23,6.03158,6.140168,"('insincere', 'sincere')",6.03158,6.1401682,0.1085882
24,1.4322693,1.3711462,"('dishonest', 'honest')",1.4322693,1.3711462,-0.0611231
25,0.6267998,0.51999116,"('egoistic', 'altruistic')",0.6267998,0.5199912,-0.1068086
26,0.8620511,0.699563,"('hardhearted', 'benevolent')",0.8620511,0.699563,-0.1624881
27,1.6269584,1.4248936,"('hardhearted', 'softhearted')",1.6269584,1.4248936,-0.2020648
28,0.9689524,0.9468444,"('disloyal', 'loyal')",0.9689524,0.9468444,-0.022108
29,-0.61192626,-0.7747864,"('unfair', 'fair')",-0.6119263,-0.7747864,-0.1628601
30,1.0814753,1.1539016,"('intolerant', 'tolerant')",1.0814753,1.1539016,0.0724263
31,-1.4111844,-1.5318674,"('evil', 'good')",-1.4111844,-1.5318674,-0.120683
32,0.90599805,0.8341911,"('unkind', 'kind')",0.9059981,0.8341911,-0.071807
33,-0.6575617,-0.71324223,"('wrong', 'right')",-0.6575617,-0.7132422,-0.0556805
34,4.365727,4.539008,"('mean', 'honorable')",4.3657269,4.5390081,0.1732812
35,-0.6693512,-0.9535102,"('corrupt', 'incorrupt')",-0.6693512,-0.9535102,-0.284159
36,-0.8738243,-1.0117677,"('hostile', 'amicable')",-0.8738243,-1.0117677,-0.1379434
37,0.790259,0.77720976,"('fake', 'genuine')",0.790259,0.7772098,-0.0130492
38,-0.67078644,-0.59400237,"('untruthful', 'truthful')",-0.6707864,-0.5940024,0.076784
39,0.582278,0.5785478,"('exploitative', 'cooperative')",0.582278,0.5785478,-0.0037302
40,-0.99320185,-1.1487725,"('stingy', 'generous')",-0.9932019,-1.1487725,-0.1555706
41,-0.033864487,-0.020759176,"('unforgiving', 'forgiving')",-0.0338645,-0.0207592,0.0131053
42,-1.7993684,-1.8596969,"('unreliable', 'reliable')",-1.7993684,-1.8596969,-0.0603285
43,0.8680781,0.93238765,"('irresponsible', 'responsible')",0.8680781,0.9323877,0.0643096
44,-0.6343196,-0.65512055,"('prejudiced', 'unprejudiced')",-0.6343196,-0.6551206,-0.020801
45,0.119931534,0.073727265,"('incompetent', 'competent')",0.1199315,0.0737273,-0.0462042
46,-0.2794671,-0.21074018,"('uncompetitive', 'competitive')",-0.2794671,-0.2107402,0.0687269
47,5.0514216,5.2444224,"('stupid', 'smart')",5.0514216,5.2444224,0.1930008
