,tissue_male,tissue_female,tuple,average_male,average_female,female-male
0,0.10790605,0.020349544,"('unsociable', 'sociable')",0.1079061,0.0203495,-0.0875566
1,1.3117235,1.1750982,"('unfriendly', 'friendly')",1.3117235,1.1750982,-0.1366253
2,0.41652912,0.5067885,"('unlikable', 'likable')",0.4165291,0.5067885,0.0902594
3,-0.09953157,0.13775168,"('repellent', 'pleasant')",-0.0995316,0.1377517,0.2372833
4,-6.9458814,-7.150497,"('disliked', 'liked')",-6.9458814,-7.150497,-0.2046156
5,-0.39553508,-0.41818696,"('distant', 'outgoing')",-0.3955351,-0.418187,-0.0226519
6,-0.14949617,-0.18347698,"('distant', 'open')",-0.1494962,-0.183477,-0.0339808
7,0.8673913,0.922361,"('insensitive', 'sensitive')",0.8673913,0.922361,0.0549697
8,1.3685057,1.2578002,"('unaffectionate', 'affectionate')",1.3685057,1.2578002,-0.1107055
9,2.0927346,2.0715282,"('unaffectionate', 'caring')",2.0927346,2.0715282,-0.0212064
10,1.0476229,1.1463476,"('unsympathetic', 'sympathetic')",1.0476229,1.1463476,0.0987247
11,1.9508411,2.0106452,"('unhelpful', 'helpful')",1.9508411,2.0106452,0.0598041
12,-1.0596762,-1.094613,"('unsupportive', 'supportive')",-1.0596762,-1.094613,-0.0349368
13,0.03854826,0.031545117,"('impolite', 'polite')",0.0385483,0.0315451,-0.0070032
14,0.04799252,0.015634753,"('antisocial', 'social')",0.0479925,0.0156348,-0.0323577
15,0.24039552,0.1776781,"('boring', 'funny')",0.2403955,0.1776781,-0.0627174
16,-0.32693124,-0.2600121,"('unpopular', 'popular')",-0.3269312,-0.2600121,0.0669191
17,0.24711727,0.28336015,"('nasty', 'nice')",0.2471173,0.2833602,0.0362429
18,-0.3352734,-0.34761187,"('disagreeable', 'welcoming')",-0.3352734,-0.3476119,-0.0123385
19,-0.6866989,-0.6037449,"('inhospitable', 'hospitable')",-0.6866989,-0.6037449,0.082954
20,0.7140367,0.70173013,"('rough', 'thoughtful')",0.7140367,0.7017301,-0.0123066
21,-0.12915532,0.03877157,"('immoral', 'moral')",-0.1291553,0.0387716,0.1679269
22,-0.5798613,-0.5948201,"('untrustworthy', 'trustworthy')",-0.5798613,-0.5948201,-0.0149588
23,6.039516,6.179387,"('insincere', 'sincere')",6.039516,6.1793871,0.1398711
24,1.445353,1.3886546,"('dishonest', 'honest')",1.445353,1.3886546,-0.0566984
25,0.3877612,0.3222498,"('egoistic', 'altruistic')",0.3877612,0.3222498,-0.0655114
26,0.97211325,0.6994528,"('hardhearted', 'benevolent')",0.9721133,0.6994528,-0.2726605
27,1.6242723,1.4920242,"('hardhearted', 'softhearted')",1.6242723,1.4920242,-0.1322481
28,0.9871823,0.8747788,"('disloyal', 'loyal')",0.9871823,0.8747788,-0.1124035
29,-0.608528,-0.6670251,"('unfair', 'fair')",-0.608528,-0.6670251,-0.0584971
30,0.99738216,1.0838866,"('intolerant', 'tolerant')",0.9973822,1.0838866,0.0865044
31,-1.4518728,-1.463817,"('evil', 'good')",-1.4518728,-1.463817,-0.0119442
32,1.2138728,1.1481494,"('unkind', 'kind')",1.2138728,1.1481494,-0.0657234
33,0.1348224,0.0014055409,"('wrong', 'right')",0.1348224,0.0014055,-0.1334169
34,4.286866,4.527208,"('mean', 'honorable')",4.2868662,4.5272079,0.2403417
35,-1.0248579,-1.2769984,"('corrupt', 'incorrupt')",-1.0248579,-1.2769984,-0.2521405
36,-0.7416701,-0.90149146,"('hostile', 'amicable')",-0.7416701,-0.9014915,-0.1598214
37,0.9965437,1.0421988,"('fake', 'genuine')",0.9965437,1.0421988,0.0456551
38,0.11888752,0.12044142,"('untruthful', 'truthful')",0.1188875,0.1204414,0.0015539
39,0.31108382,0.29918903,"('exploitative', 'cooperative')",0.3110838,0.299189,-0.0118948
40,-1.4426265,-1.5746521,"('stingy', 'generous')",-1.4426265,-1.5746521,-0.1320256
41,0.41589004,0.26881516,"('unforgiving', 'forgiving')",0.41589,0.2688152,-0.1470748
42,-2.3668158,-2.2500482,"('unreliable', 'reliable')",-2.3668158,-2.2500482,0.1167676
43,0.87251,1.0096918,"('irresponsible', 'responsible')",0.87251,1.0096918,0.1371818
44,-1.2169306,-1.1524959,"('prejudiced', 'unprejudiced')",-1.2169306,-1.1524959,0.0644347
45,0.35452363,0.31502977,"('incompetent', 'competent')",0.3545236,0.3150298,-0.0394938
46,-0.81129104,-0.7409685,"('uncompetitive', 'competitive')",-0.811291,-0.7409685,0.0703225
47,4.7559385,4.9500093,"('stupid', 'smart')",4.7559385,4.9500093,0.1940708
48,0.9166677,0.8533813,"('unintelligent', 'intelligent')",0.9166677,0.8533813,-0.0632864
49,0.03546952,0.21410617,"('unable', 'able')",0.0354695,0.2141062,0.1786367
50,-0.23602107,-0.19807044,"('clumsy', 'skillful')",-0.2360211,-0.1980704,0.0379507
51,-0.28065994,-0.17839733,"('uneducated', 'educated')",-0.2806599,-0.1783973,0.1022626
52,-0.018017573,-0.30600694,"('irrational', 'rational')",-0.0180176,-0.3060069,-0.2879893
53,-0.096935995,-0.04744198,"('uncreative', 'creative')",-0.096936,-0.047442,0.049494
54,0.84849226,1.0064625,"('incapable', 'capable')",0.8484923,1.0064625,0.1579702
55,0.5993798,0.74353164,"('incompetent', 'clever')",0.5993798,0.7435316,0.1441518
56,0.49989218,0.5737755,"('impractical', 'practical')",0.4998922,0.5737755,0.0738833
57,-2.80257,-2.7957425,"('unimaginative', 'imaginative')",-2.8025701,-2.7957425,0.0068276
58,-0.044855244,0.002888769,"('undiscriminating', 'discriminating')",-0.0448552,0.0028888,0.047744
59,0.043256283,-0.02952537,"('foolish', 'wise')",0.0432563,-0.0295254,-0.0727817
60,0.7416894,1.0149301,"('inefficient', 'efficient')",0.7416894,1.0149301,0.2732407
61,0.32687277,0.14978655,"('illogical', 'logical')",0.3268728,0.1497865,-0.1770863
62,0.8716944,1.0494328,"('incompetent', 'brilliant')",0.8716944,1.0494328,0.1777384
63,0.14412545,0.23982303,"('unperceptive', 'insightful')",0.1441254,0.239823,0.0956976
64,-6.0236793,-6.0780835,"('shy', 'confident')",-6.0236793,-6.0780835,-0.0544042
65,0.29132304,0.38880697,"('insecure', 'secure')",0.291323,0.388807,0.097484
66,-0.568956,-0.6340505,"('inactive', 'active')",-0.568956,-0.6340505,-0.0650945
67,0.10805398,0.13637958,"('doubtful', 'determined')",0.108054,0.1363796,0.0283256
68,-1.2002999,-1.0443048,"('dependent', 'independent')",-1.2002999,-1.0443048,0.1559951
69,-1.4198049,-1.5424217,"('lazy', 'industrious')",-1.4198049,-1.5424217,-0.1226168
70,0.8030456,0.96241033,"('lethargic', 'energetic')",0.8030456,0.9624103,0.1593647
71,0.9584759,0.8838528,"('diffident', 'self-confident')",0.9584759,0.8838528,-0.0746231
72,0.60856926,0.74308,"('unambitious', 'ambitious')",0.6085693,0.74308,0.1345107
73,-2.88252,-2.8730674,"('helpless', 'self-reliant')",-2.88252,-2.8730674,0.0094526
74,-0.022266198,-0.10440248,"('undedicated', 'dedicated')",-0.0222662,-0.1044025,-0.0821363
75,-1.1230336,-1.0302211,"('meek', 'impulsive')",-1.1230336,-1.0302211,0.0928125
76,0.33757997,0.5078777,"('anxious', 'daring')",0.33758,0.5078777,0.1702977
77,-1.2908598,-1.1357285,"('unmotivated', 'motivated')",-1.2908598,-1.1357285,0.1551313
78,-0.25506735,-0.30297685,"('nonresilient', 'resilient')",-0.2550673,-0.3029768,-0.0479095
79,-0.41620073,-0.4311999,"('wavering', 'unwavering')",-0.4162007,-0.4311999,-0.0149992
80,-0.34784648,-0.36325186,"('dominated', 'dominating')",-0.3478465,-0.3632519,-0.0154054
81,-0.23137414,-0.06590325,"('submissive', 'aggressive')",-0.2313741,-0.0659032,0.1654709
82,5.5616446,5.900686,"('poor', 'rich')",5.5616446,5.9006858,0.3390412
83,-0.16439283,-0.19586727,"('powerless', 'powerful')",-0.1643928,-0.1958673,-0.0314745
84,0.41030824,0.33860898,"('inferior', 'superior')",0.4103082,0.338609,-0.0716992
85,-0.37990075,-0.5785647,"('insignificant', 'prestigious')",-0.3799008,-0.5785647,-0.1986639
86,0.40462917,0.3587476,"('uninfluential', 'influential')",0.4046292,0.3587476,-0.0458816
87,0.04901394,0.06453258,"('unsuccessful', 'successful')",0.0490139,0.0645326,0.0155187
88,-0.17930257,-0.1523958,"('low', 'eminent')",-0.1793026,-0.1523958,0.0269068
