,sepal_male,sepal_female,tuple,average_male,average_female,female-male
0,-0.02418816,-0.26406062,"('unsociable', 'sociable')",-0.0241882,-0.2640606,-0.2398724
1,-0.42812386,-0.6338932,"('unfriendly', 'friendly')",-0.4281239,-0.6338932,-0.2057693
2,0.049457997,0.057580974,"('unlikable', 'likable')",0.049458,0.057581,0.008123
3,-0.1505352,-0.13828707,"('repellent', 'pleasant')",-0.1505352,-0.1382871,0.0122481
4,-2.9906106,-2.9962857,"('disliked', 'liked')",-2.9906106,-2.9962857,-0.0056751
5,-1.3682886,-1.2889116,"('distant', 'outgoing')",-1.3682886,-1.2889116,0.079377
6,-1.6743685,-1.630187,"('distant', 'open')",-1.6743685,-1.630187,0.0441815
7,0.2718675,0.21291517,"('insensitive', 'sensitive')",0.2718675,0.2129152,-0.0589523
8,-0.37971923,-0.40381694,"('unaffectionate', 'affectionate')",-0.3797192,-0.4038169,-0.0240977
9,-0.3496228,-0.45253736,"('unaffectionate', 'caring')",-0.3496228,-0.4525374,-0.1029146
10,-0.19939046,-0.25926694,"('unsympathetic', 'sympathetic')",-0.1993905,-0.2592669,-0.0598764
11,1.1669202,1.11736,"('unhelpful', 'helpful')",1.1669202,1.11736,-0.0495602
12,-1.0395458,-1.023162,"('unsupportive', 'supportive')",-1.0395458,-1.023162,0.0163838
13,-0.15628572,-0.24868046,"('impolite', 'polite')",-0.1562857,-0.2486805,-0.0923948
14,0.15263164,0.07353625,"('antisocial', 'social')",0.1526316,0.0735362,-0.0790954
15,0.2701614,0.20202278,"('boring', 'funny')",0.2701614,0.2020228,-0.0681386
16,0.16906969,0.12475666,"('unpopular', 'popular')",0.1690697,0.1247567,-0.044313
17,-0.3084863,-0.30688974,"('nasty', 'nice')",-0.3084863,-0.3068897,0.0015966
18,-0.30807072,-0.35966042,"('disagreeable', 'welcoming')",-0.3080707,-0.3596604,-0.0515897
19,-1.3305612,-1.2989532,"('inhospitable', 'hospitable')",-1.3305612,-1.2989532,0.031608
20,0.45470166,0.36600345,"('rough', 'thoughtful')",0.4547017,0.3660035,-0.0886982
