,stroke_male,stroke_female,tuple,average_male,average_female,female-male
0,-0.42948315,-0.5425326,"('unsociable', 'sociable')",-0.4294831,-0.5425326,-0.1130495
1,1.6313773,1.5856216,"('unfriendly', 'friendly')",1.6313773,1.5856216,-0.0457557
2,-0.07751271,-0.037095018,"('unlikable', 'likable')",-0.0775127,-0.037095,0.0404177
3,0.3352865,0.37442973,"('repellent', 'pleasant')",0.3352865,0.3744297,0.0391432
4,-7.3640375,-7.4958057,"('disliked', 'liked')",-7.3640375,-7.4958057,-0.1317682
5,-0.4171456,-0.43850198,"('distant', 'outgoing')",-0.4171456,-0.438502,-0.0213564
6,-0.033334363,-0.07569798,"('distant', 'open')",-0.0333344,-0.075698,-0.0423636
7,0.80114454,0.83745545,"('insensitive', 'sensitive')",0.8011445,0.8374555,0.036311
8,1.1535097,1.096341,"('unaffectionate', 'affectionate')",1.1535097,1.096341,-0.0571687
9,1.7200961,1.7215315,"('unaffectionate', 'caring')",1.7200961,1.7215315,0.0014354
10,0.6133043,0.5974349,"('unsympathetic', 'sympathetic')",0.6133043,0.5974349,-0.0158694
11,1.3096712,1.3809234,"('unhelpful', 'helpful')",1.3096712,1.3809234,0.0712522
12,-1.6108754,-1.6326176,"('unsupportive', 'supportive')",-1.6108754,-1.6326176,-0.0217422
13,-0.6004096,-0.5939906,"('impolite', 'polite')",-0.6004096,-0.5939906,0.006419
14,-0.2121386,-0.23613107,"('antisocial', 'social')",-0.2121386,-0.2361311,-0.0239925
15,0.3370069,0.26804394,"('boring', 'funny')",0.3370069,0.2680439,-0.068963
16,-0.39582184,-0.36968756,"('unpopular', 'popular')",-0.3958218,-0.3696876,0.0261342
17,-0.05488801,-0.070090786,"('nasty', 'nice')",-0.054888,-0.0700908,-0.0152028
18,-0.28434318,-0.3421811,"('disagreeable', 'welcoming')",-0.2843432,-0.3421811,-0.0578379
19,-0.30577785,-0.3339611,"('inhospitable', 'hospitable')",-0.3057778,-0.3339611,-0.0281833
20,1.0021421,0.95747197,"('rough', 'thoughtful')",1.0021421,0.957472,-0.0446701
21,-0.5051638,-0.48158064,"('immoral', 'moral')",-0.5051638,-0.4815806,0.0235832
22,-0.9747473,-1.0006022,"('untrustworthy', 'trustworthy')",-0.9747473,-1.0006022,-0.0258549
23,6.6173716,6.6621056,"('insincere', 'sincere')",6.6173716,6.6621056,0.044734
24,1.3232985,1.2243943,"('dishonest', 'honest')",1.3232985,1.2243943,-0.0989042
25,0.89173204,0.8266778,"('egoistic', 'altruistic')",0.891732,0.8266778,-0.0650542
26,0.842423,0.7979191,"('hardhearted', 'benevolent')",0.842423,0.7979191,-0.0445039
27,1.66861,1.5280329,"('hardhearted', 'softhearted')",1.66861,1.5280329,-0.1405771
28,0.7438678,0.6961151,"('disloyal', 'loyal')",0.7438678,0.6961151,-0.0477527
29,-0.5892991,-0.65272754,"('unfair', 'fair')",-0.5892991,-0.6527275,-0.0634284
30,0.74281293,0.67296433,"('intolerant', 'tolerant')",0.7428129,0.6729643,-0.0698486
31,-1.2992458,-1.2260977,"('evil', 'good')",-1.2992458,-1.2260977,0.0731481
32,0.89746803,0.86060256,"('unkind', 'kind')",0.897468,0.8606026,-0.0368654
33,-0.070645675,-0.14487326,"('wrong', 'right')",-0.0706457,-0.1448733,-0.0742276
34,4.9681373,5.0739374,"('mean', 'honorable')",4.9681373,5.0739374,0.1058001
35,-0.6238706,-0.7884035,"('corrupt', 'incorrupt')",-0.6238706,-0.7884035,-0.1645329
36,-0.18806395,-0.29025212,"('hostile', 'amicable')",-0.1880639,-0.2902521,-0.1021882
37,0.78013337,0.74747074,"('fake', 'genuine')",0.7801334,0.7474707,-0.0326627
38,-0.1995034,-0.18162386,"('untruthful', 'truthful')",-0.1995034,-0.1816239,0.0178795
39,0.28270972,0.27990946,"('exploitative', 'cooperative')",0.2827097,0.2799095,-0.0028002
40,-1.5001432,-1.6540817,"('stingy', 'generous')",-1.5001432,-1.6540817,-0.1539385
41,0.41655323,0.29608107,"('unforgiving', 'forgiving')",0.4165532,0.2960811,-0.1204721
42,-2.761432,-2.8102949,"('unreliable', 'reliable')",-2.7614319,-2.8102949,-0.048863
43,0.67714185,0.67802334,"('irresponsible', 'responsible')",0.6771418,0.6780233,0.0008815
44,-1.4892192,-1.4727048,"('prejudiced', 'unprejudiced')",-1.4892192,-1.4727048,0.0165144
45,-0.30213812,-0.32331005,"('incompetent', 'competent')",-0.3021381,-0.32331,-0.0211719
46,-1.2627139,-1.3261133,"('uncompetitive', 'competitive')",-1.2627139,-1.3261133,-0.0633994
47,5.3321757,5.430701,"('stupid', 'smart')",5.3321757,5.4307008,0.0985251
48,0.6695334,0.61915576,"('unintelligent', 'intelligent')",0.6695334,0.6191558,-0.0503776
49,0.12026208,0.14593323,"('unable', 'able')",0.1202621,0.1459332,0.0256711
50,-0.37069336,-0.3989482,"('clumsy', 'skillful')",-0.3706934,-0.3989482,-0.0282548
51,0.41841102,0.37744105,"('uneducated', 'educated')",0.418411,0.377441,-0.04097
52,-0.2908775,-0.4012889,"('irrational', 'rational')",-0.2908775,-0.4012889,-0.1104114
53,0.016892651,-0.03599465,"('uncreative', 'creative')",0.0168927,-0.0359946,-0.0528873
54,1.111835,1.1678727,"('incapable', 'capable')",1.111835,1.1678727,0.0560377
55,0.30070806,0.31046495,"('incompetent', 'clever')",0.3007081,0.3104649,0.0097568
56,0.3029137,0.2606364,"('impractical', 'practical')",0.3029137,0.2606364,-0.0422773
57,-2.9143534,-2.9402719,"('unimaginative', 'imaginative')",-2.9143534,-2.9402719,-0.0259185
58,0.095907435,0.05288406,"('undiscriminating', 'discriminating')",0.0959074,0.0528841,-0.0430233
59,0.117054105,0.12262832,"('foolish', 'wise')",0.1170541,0.1226283,0.0055742
60,0.087720655,0.14594159,"('inefficient', 'efficient')",0.0877207,0.1459416,0.0582209
61,0.3748363,0.20764336,"('illogical', 'logical')",0.3748363,0.2076434,-0.1671929
62,0.1921996,0.25217262,"('incompetent', 'brilliant')",0.1921996,0.2521726,0.059973
63,0.05827115,0.09413126,"('unperceptive', 'insightful')",0.0582712,0.0941313,0.0358601
64,-6.9899693,-7.0443506,"('shy', 'confident')",-6.9899693,-7.0443506,-0.0543813
65,-0.12114088,-0.104807414,"('insecure', 'secure')",-0.1211409,-0.1048074,0.0163335
66,-0.031246081,-0.004426807,"('inactive', 'active')",-0.0312461,-0.0044268,0.0268193
67,-0.14736061,-0.09369278,"('doubtful', 'determined')",-0.1473606,-0.0936928,0.0536678
68,-0.5406412,-0.6051306,"('dependent', 'independent')",-0.5406412,-0.6051306,-0.0644894
69,-1.566108,-1.585557,"('lazy', 'industrious')",-1.566108,-1.585557,-0.019449
70,0.81672645,0.790051,"('lethargic', 'energetic')",0.8167264,0.790051,-0.0266754
71,0.44830987,0.5047516,"('diffident', 'self-confident')",0.4483099,0.5047516,0.0564417
72,0.58184606,0.66333294,"('unambitious', 'ambitious')",0.5818461,0.6633329,0.0814868
73,-3.3549345,-3.3608484,"('helpless', 'self-reliant')",-3.3549345,-3.3608484,-0.0059139
74,0.19529513,0.08181183,"('undedicated', 'dedicated')",0.1952951,0.0818118,-0.1134833
75,-0.7383661,-0.629546,"('meek', 'impulsive')",-0.7383661,-0.629546,0.1088201
76,0.7366989,0.75704455,"('anxious', 'daring')",0.7366989,0.7570446,0.0203457
77,-1.3455702,-1.2364516,"('unmotivated', 'motivated')",-1.3455702,-1.2364516,0.1091186
78,-0.5079496,-0.51297873,"('nonresilient', 'resilient')",-0.5079496,-0.5129787,-0.0050291
79,0.11760637,0.118818186,"('wavering', 'unwavering')",0.1176064,0.1188182,0.0012118
80,-0.36431366,-0.38503513,"('dominated', 'dominating')",-0.3643137,-0.3850351,-0.0207214
81,-0.27693313,-0.19927311,"('submissive', 'aggressive')",-0.2769331,-0.1992731,0.07766
82,5.953567,6.091462,"('poor', 'rich')",5.953567,6.0914621,0.1378951
83,-0.3632692,-0.37738878,"('powerless', 'powerful')",-0.3632692,-0.3773888,-0.0141196
84,0.65353966,0.6243438,"('inferior', 'superior')",0.6535397,0.6243438,-0.0291959
85,0.4221285,0.36105993,"('insignificant', 'prestigious')",0.4221285,0.3610599,-0.0610686
86,0.12610641,0.063020855,"('uninfluential', 'influential')",0.1261064,0.0630209,-0.0630855
87,-0.08686387,0.007232234,"('unsuccessful', 'successful')",-0.0868639,0.0072322,0.0940961
88,0.42035574,0.40913126,"('low', 'eminent')",0.4203557,0.4091313,-0.0112244
