,cross_male,cross_female,tuple,average_male,average_female,female-male
0,0.15600227,-0.21059097,"('unsociable', 'sociable')",0.1560023,-0.210591,-0.3665933
1,1.1636518,1.2152959,"('unfriendly', 'friendly')",1.1636518,1.2152959,0.0516441
2,0.6823101,0.6964085,"('unlikable', 'likable')",0.6823101,0.6964085,0.0140984
3,0.7496589,0.88086224,"('repellent', 'pleasant')",0.7496589,0.8808622,0.1312033
4,-6.8122506,-7.0070295,"('disliked', 'liked')",-6.8122506,-7.0070295,-0.1947789
5,-0.62466985,-0.42314965,"('distant', 'outgoing')",-0.6246698,-0.4231496,0.2015202
6,-0.27016896,-0.06771152,"('distant', 'open')",-0.270169,-0.0677115,0.2024575
7,1.3777303,1.1979946,"('insensitive', 'sensitive')",1.3777303,1.1979946,-0.1797357
8,1.0836818,1.1291358,"('unaffectionate', 'affectionate')",1.0836818,1.1291358,0.045454
9,1.7183777,1.7901152,"('unaffectionate', 'caring')",1.7183777,1.7901152,0.0717375
10,1.2300234,1.1118392,"('unsympathetic', 'sympathetic')",1.2300234,1.1118392,-0.1181842
11,2.1681721,2.176228,"('unhelpful', 'helpful')",2.1681721,2.176228,0.0080559
12,-1.303763,-1.3607904,"('unsupportive', 'supportive')",-1.303763,-1.3607904,-0.0570274
13,0.19596502,0.05895076,"('impolite', 'polite')",0.195965,0.0589508,-0.1370142
14,0.57641476,0.3084865,"('antisocial', 'social')",0.5764148,0.3084865,-0.2679283
15,0.5181698,0.4476571,"('boring', 'funny')",0.5181698,0.4476571,-0.0705127
16,-0.3964361,-0.27324045,"('unpopular', 'popular')",-0.3964361,-0.2732404,0.1231957
17,-0.21036051,-0.118352376,"('nasty', 'nice')",-0.2103605,-0.1183524,0.0920081
18,-0.69902486,-0.6650253,"('disagreeable', 'welcoming')",-0.6990249,-0.6650253,0.0339996
19,-0.28018185,-0.17503582,"('inhospitable', 'hospitable')",-0.2801819,-0.1750358,0.1051461
20,0.7071204,0.56687456,"('rough', 'thoughtful')",0.7071204,0.5668746,-0.1402458
21,0.31247073,0.12945603,"('immoral', 'moral')",0.3124707,0.129456,-0.1830147
22,0.49025258,0.23055153,"('untrustworthy', 'trustworthy')",0.4902526,0.2305515,-0.2597011
23,6.6080194,6.766665,"('insincere', 'sincere')",6.6080194,6.766665,0.1586456
24,2.2343392,2.1796746,"('dishonest', 'honest')",2.2343392,2.1796746,-0.0546646
25,0.34519938,0.3562221,"('egoistic', 'altruistic')",0.3451994,0.3562221,0.0110227
26,0.3945658,0.22285034,"('hardhearted', 'benevolent')",0.3945658,0.2228503,-0.1717155
27,1.2190092,1.1820505,"('hardhearted', 'softhearted')",1.2190092,1.1820505,-0.0369587
28,1.3004836,1.2769872,"('disloyal', 'loyal')",1.3004836,1.2769872,-0.0234964
29,0.030517805,-0.05471893,"('unfair', 'fair')",0.0305178,-0.0547189,-0.0852367
30,0.866316,0.72589976,"('intolerant', 'tolerant')",0.866316,0.7258998,-0.1404162
31,-1.6231054,-1.3634042,"('evil', 'good')",-1.6231054,-1.3634042,0.2597012
32,1.4078692,1.2376118,"('unkind', 'kind')",1.4078692,1.2376118,-0.1702574
33,-0.240453,-0.27454883,"('wrong', 'right')",-0.240453,-0.2745488,-0.0340958
34,4.5323296,4.8507442,"('mean', 'honorable')",4.5323296,4.8507442,0.3184146
35,-0.61410445,-0.6170841,"('corrupt', 'incorrupt')",-0.6141044,-0.6170841,-0.0029797
36,-0.23864429,-0.25295547,"('hostile', 'amicable')",-0.2386443,-0.2529555,-0.0143112
37,0.87928325,0.7439573,"('fake', 'genuine')",0.8792832,0.7439573,-0.1353259
38,0.5643929,0.48028153,"('untruthful', 'truthful')",0.5643929,0.4802815,-0.0841114
39,0.6451393,0.4554063,"('exploitative', 'cooperative')",0.6451393,0.4554063,-0.189733
40,-1.6097798,-1.7335128,"('stingy', 'generous')",-1.6097798,-1.7335128,-0.123733
41,0.39403486,0.1768002,"('unforgiving', 'forgiving')",0.3940349,0.1768002,-0.2172347
42,-1.6091801,-1.747516,"('unreliable', 'reliable')",-1.6091801,-1.747516,-0.1383359
43,1.4227043,1.2176702,"('irresponsible', 'responsible')",1.4227043,1.2176702,-0.2050341
44,-1.1338513,-1.3152164,"('prejudiced', 'unprejudiced')",-1.1338513,-1.3152164,-0.1813651
45,0.52130824,0.33817685,"('incompetent', 'competent')",0.5213082,0.3381768,-0.1831314
46,-0.5697289,-0.6845571,"('uncompetitive', 'competitive')",-0.5697289,-0.6845571,-0.1148282
47,5.274449,5.4976707,"('stupid', 'smart')",5.2744489,5.4976707,0.2232218
48,0.8764015,0.83148885,"('unintelligent', 'intelligent')",0.8764015,0.8314888,-0.0449127
49,0.32434776,0.49814537,"('unable', 'able')",0.3243478,0.4981454,0.1737976
50,0.09030822,0.22029142,"('clumsy', 'skillful')",0.0903082,0.2202914,0.1299832
51,0.8533472,0.7697308,"('uneducated', 'educated')",0.8533472,0.7697308,-0.0836164
52,-0.69694746,-0.5505219,"('irrational', 'rational')",-0.6969475,-0.5505219,0.1464256
53,0.08386269,0.20335034,"('uncreative', 'creative')",0.0838627,0.2033503,0.1194876
54,1.1871696,1.4396462,"('incapable', 'capable')",1.1871696,1.4396462,0.2524766
55,0.9015517,0.73535144,"('incompetent', 'clever')",0.9015517,0.7353514,-0.1662003
56,1.380022,1.1955116,"('impractical', 'practical')",1.380022,1.1955116,-0.1845104
57,-2.6739001,-2.8007252,"('unimaginative', 'imaginative')",-2.6739001,-2.8007252,-0.1268251
58,-0.120333284,-0.17068207,"('undiscriminating', 'discriminating')",-0.1203333,-0.1706821,-0.0503488
59,0.29923573,0.42192507,"('foolish', 'wise')",0.2992357,0.4219251,0.1226894
60,0.7872903,0.6374435,"('inefficient', 'efficient')",0.7872903,0.6374435,-0.1498468
61,0.44085553,0.28823158,"('illogical', 'logical')",0.4408555,0.2882316,-0.1526239
62,1.4487367,1.4026942,"('incompetent', 'brilliant')",1.4487367,1.4026942,-0.0460425
63,0.6363561,0.55246764,"('unperceptive', 'insightful')",0.6363561,0.5524676,-0.0838885
64,-5.2830706,-5.547618,"('shy', 'confident')",-5.2830706,-5.5476179,-0.2645473
65,0.8340206,0.6828166,"('insecure', 'secure')",0.8340206,0.6828166,-0.151204
66,0.28758395,0.19536673,"('inactive', 'active')",0.2875839,0.1953667,-0.0922172
67,-0.21242978,-0.30946726,"('doubtful', 'determined')",-0.2124298,-0.3094673,-0.0970375
68,-0.65589046,-0.5531537,"('dependent', 'independent')",-0.6558905,-0.5531537,0.1027368
69,-1.0933465,-1.0688848,"('lazy', 'industrious')",-1.0933465,-1.0688848,0.0244617
70,1.4801742,1.3300592,"('lethargic', 'energetic')",1.4801742,1.3300592,-0.150115
71,0.80550295,0.8727264,"('diffident', 'self-confident')",0.805503,0.8727264,0.0672234
72,0.7086504,0.66112274,"('unambitious', 'ambitious')",0.7086504,0.6611227,-0.0475277
73,-2.8473742,-2.9246533,"('helpless', 'self-reliant')",-2.8473742,-2.9246533,-0.0772791
74,0.14055246,0.00069982186,"('undedicated', 'dedicated')",0.1405525,0.0006998,-0.1398527
75,-1.0723187,-0.89584225,"('meek', 'impulsive')",-1.0723187,-0.8958423,0.1764764
76,0.5373388,0.4417106,"('anxious', 'daring')",0.5373388,0.4417106,-0.0956282
77,-0.5631341,-0.6153269,"('unmotivated', 'motivated')",-0.5631341,-0.6153269,-0.0521928
78,-0.3444849,-0.30020222,"('nonresilient', 'resilient')",-0.3444849,-0.3002022,0.0442827
79,-0.08609413,0.06860767,"('wavering', 'unwavering')",-0.0860941,0.0686077,0.1547018
80,0.322136,0.038924776,"('dominated', 'dominating')",0.322136,0.0389248,-0.2832112
81,0.32615143,0.1632599,"('submissive', 'aggressive')",0.3261514,0.1632599,-0.1628915
82,5.654719,6.1225734,"('poor', 'rich')",5.6547189,6.1225734,0.4678545
83,-0.4661949,-0.59713894,"('powerless', 'powerful')",-0.4661949,-0.5971389,-0.130944
84,0.14267574,0.1298824,"('inferior', 'superior')",0.1426757,0.1298824,-0.0127933
85,-1.609895,-1.4698876,"('insignificant', 'prestigious')",-1.609895,-1.4698876,0.1400074
86,0.35709602,0.27914092,"('uninfluential', 'influential')",0.357096,0.2791409,-0.0779551
87,0.21648131,0.2224684,"('unsuccessful', 'successful')",0.2164813,0.2224684,0.0059871
88,-0.2701879,-0.1889875,"('low', 'eminent')",-0.2701879,-0.1889875,0.0812004
