,paint_male,paint_female,tuple,average_male,average_female,female-male
0,-0.1932658,-0.18249154,"('unsociable', 'sociable')",-0.1932658,-0.1824915,0.0107743
1,1.4611808,1.4458934,"('unfriendly', 'friendly')",1.4611808,1.4458934,-0.0152874
2,0.22863625,0.37413973,"('unlikable', 'likable')",0.2286362,0.3741397,0.1455035
3,0.33937454,0.40928927,"('repellent', 'pleasant')",0.3393745,0.4092893,0.0699148
4,-7.5438547,-7.6040454,"('disliked', 'liked')",-7.5438547,-7.6040454,-0.0601907
5,-0.25654873,-0.31827867,"('distant', 'outgoing')",-0.2565487,-0.3182787,-0.06173
6,0.15439284,-0.023130644,"('distant', 'open')",0.1543928,-0.0231306,-0.1775234
7,1.0013821,1.0978909,"('insensitive', 'sensitive')",1.0013821,1.0978909,0.0965088
8,1.5333843,1.3394924,"('unaffectionate', 'affectionate')",1.5333843,1.3394924,-0.1938919
9,1.6593014,1.6754457,"('unaffectionate', 'caring')",1.6593014,1.6754457,0.0161443
10,1.1322286,1.0953285,"('unsympathetic', 'sympathetic')",1.1322286,1.0953285,-0.0369001
11,1.8561714,1.9746605,"('unhelpful', 'helpful')",1.8561714,1.9746605,0.1184891
12,-1.2587639,-1.1698039,"('unsupportive', 'supportive')",-1.2587639,-1.1698039,0.08896
13,-0.20241034,-0.028386474,"('impolite', 'polite')",-0.2024103,-0.0283865,0.1740238
14,0.02144236,0.22889252,"('antisocial', 'social')",0.0214424,0.2288925,0.2074501
15,0.5618962,0.5380142,"('boring', 'funny')",0.5618962,0.5380142,-0.023882
16,-0.6477321,-0.5132528,"('unpopular', 'popular')",-0.6477321,-0.5132528,0.1344793
17,-0.13750535,-0.20178561,"('nasty', 'nice')",-0.1375054,-0.2017856,-0.0642802
18,-0.90605557,-0.77467114,"('disagreeable', 'welcoming')",-0.9060556,-0.7746711,0.1313845
19,-0.32922325,-0.4416063,"('inhospitable', 'hospitable')",-0.3292232,-0.4416063,-0.1123831
20,0.6502121,0.5740432,"('rough', 'thoughtful')",0.6502121,0.5740432,-0.0761689
21,-0.3908904,-0.08358536,"('immoral', 'moral')",-0.3908904,-0.0835854,0.307305
22,-0.80904645,-0.7158274,"('untrustworthy', 'trustworthy')",-0.8090464,-0.7158274,0.093219
23,6.406348,6.63729,"('insincere', 'sincere')",6.4063482,6.63729,0.2309418
24,1.577541,1.5554875,"('dishonest', 'honest')",1.577541,1.5554875,-0.0220535
25,0.3741959,0.3790475,"('egoistic', 'altruistic')",0.3741959,0.3790475,0.0048516
26,1.099921,0.9400088,"('hardhearted', 'benevolent')",1.099921,0.9400088,-0.1599122
27,1.5402073,1.3099767,"('hardhearted', 'softhearted')",1.5402073,1.3099767,-0.2302306
28,1.2008986,1.0277196,"('disloyal', 'loyal')",1.2008986,1.0277196,-0.173179
29,-0.32541144,-0.62536514,"('unfair', 'fair')",-0.3254114,-0.6253651,-0.2999537
30,0.94313014,1.0570647,"('intolerant', 'tolerant')",0.9431301,1.0570647,0.1139346
31,-1.0200112,-1.1837324,"('evil', 'good')",-1.0200112,-1.1837324,-0.1637212
32,1.364662,1.2940009,"('unkind', 'kind')",1.3646621,1.2940009,-0.0706612
33,-0.65604514,-0.60775673,"('wrong', 'right')",-0.6560451,-0.6077567,0.0482884
34,4.36046,4.554748,"('mean', 'honorable')",4.3604598,4.5547481,0.1942883
35,-0.9193027,-1.3076787,"('corrupt', 'incorrupt')",-0.9193027,-1.3076787,-0.388376
36,-0.60410744,-0.9489596,"('hostile', 'amicable')",-0.6041074,-0.9489596,-0.3448522
37,0.6939291,0.69111735,"('fake', 'genuine')",0.6939291,0.6911173,-0.0028118
38,-0.3038792,-0.2147218,"('untruthful', 'truthful')",-0.3038792,-0.2147218,0.0891574
39,-0.44328815,-0.33891848,"('exploitative', 'cooperative')",-0.4432881,-0.3389185,0.1043696
40,-1.365603,-1.5474249,"('stingy', 'generous')",-1.365603,-1.5474249,-0.1818219
41,0.034922123,-0.054669335,"('unforgiving', 'forgiving')",0.0349221,-0.0546693,-0.0895914
42,-2.0690284,-2.0734854,"('unreliable', 'reliable')",-2.0690284,-2.0734854,-0.004457
43,1.2472113,1.3890216,"('irresponsible', 'responsible')",1.2472113,1.3890216,0.1418103
44,-1.3708035,-1.3642694,"('prejudiced', 'unprejudiced')",-1.3708035,-1.3642694,0.0065341
45,0.173042,0.14435154,"('incompetent', 'competent')",0.173042,0.1443515,-0.0286905
46,-0.8032705,-0.7858271,"('uncompetitive', 'competitive')",-0.8032705,-0.7858271,0.0174434
47,5.462553,5.7005997,"('stupid', 'smart')",5.462553,5.7005997,0.2380467
48,0.6213151,0.6883556,"('unintelligent', 'intelligent')",0.6213151,0.6883556,0.0670405
49,-0.509586,-0.2939581,"('unable', 'able')",-0.509586,-0.2939581,0.2156279
50,-0.18426692,-0.22936505,"('clumsy', 'skillful')",-0.1842669,-0.2293651,-0.0450982
51,0.2652826,0.29036593,"('uneducated', 'educated')",0.2652826,0.2903659,0.0250833
52,-0.35160056,-0.5549122,"('irrational', 'rational')",-0.3516006,-0.5549122,-0.2033116
53,0.6642707,0.58781815,"('uncreative', 'creative')",0.6642707,0.5878181,-0.0764526
54,1.1852993,1.2535567,"('incapable', 'capable')",1.1852993,1.2535567,0.0682574
55,0.65831417,0.8328802,"('incompetent', 'clever')",0.6583142,0.8328802,0.174566
56,0.28975612,0.55942565,"('impractical', 'practical')",0.2897561,0.5594257,0.2696696
57,-2.4042456,-2.4914386,"('unimaginative', 'imaginative')",-2.4042456,-2.4914386,-0.087193
58,0.30157158,0.2157605,"('undiscriminating', 'discriminating')",0.3015716,0.2157605,-0.0858111
59,0.064560406,0.048350576,"('foolish', 'wise')",0.0645604,0.0483506,-0.0162098
60,0.034454674,0.487326,"('inefficient', 'efficient')",0.0344547,0.487326,0.4528713
61,0.21921143,0.075718984,"('illogical', 'logical')",0.2192114,0.075719,-0.1434924
62,0.6667551,1.0189714,"('incompetent', 'brilliant')",0.6667551,1.0189714,0.3522163
63,0.3262424,0.44907594,"('unperceptive', 'insightful')",0.3262424,0.4490759,0.1228335
64,-6.5536284,-6.417086,"('shy', 'confident')",-6.5536284,-6.4170861,0.1365423
65,0.3740522,0.38334405,"('insecure', 'secure')",0.3740522,0.3833441,0.0092919
66,0.30301762,0.11107044,"('inactive', 'active')",0.3030176,0.1110704,-0.1919472
67,-0.654261,-0.5067068,"('doubtful', 'determined')",-0.654261,-0.5067068,0.1475542
68,-1.23756,-1.1440169,"('dependent', 'independent')",-1.23756,-1.1440169,0.0935431
69,-1.658163,-1.7212338,"('lazy', 'industrious')",-1.658163,-1.7212338,-0.0630708
70,1.2948675,1.3063313,"('lethargic', 'energetic')",1.2948675,1.3063313,0.0114638
71,0.58115435,0.72402215,"('diffident', 'self-confident')",0.5811543,0.7240222,0.1428679
72,0.84876746,1.0281744,"('unambitious', 'ambitious')",0.8487675,1.0281744,0.1794069
73,-3.1510627,-3.0236263,"('helpless', 'self-reliant')",-3.1510627,-3.0236263,0.1274364
74,-0.093396075,-0.11242304,"('undedicated', 'dedicated')",-0.0933961,-0.112423,-0.0190269
