,tart_male,tart_female,tuple,average_male,average_female,female-male
0,1.2176296,0.6744079,"('unsociable', 'sociable')",1.2176296,0.6744079,-0.5432217
1,-0.7114962,-0.7709239,"('unfriendly', 'friendly')",-0.7114962,-0.7709239,-0.0594277
2,0.35653064,0.4956491,"('unlikable', 'likable')",0.3565306,0.4956491,0.1391185
3,-0.22960326,-0.07444894,"('repellent', 'pleasant')",-0.2296033,-0.0744489,0.1551544
4,-2.5928435,-2.4894679,"('disliked', 'liked')",-2.5928435,-2.4894679,0.1033756
5,-1.3241293,-1.1983663,"('distant', 'outgoing')",-1.3241293,-1.1983663,0.125763
6,-1.5277312,-1.3269227,"('distant', 'open')",-1.5277312,-1.3269227,0.2008085
7,0.15011197,0.03892982,"('insensitive', 'sensitive')",0.150112,0.0389298,-0.1111822
8,-0.64584,-0.5070111,"('unaffectionate', 'affectionate')",-0.64584,-0.5070111,0.1388289
9,-0.4601826,-0.45201597,"('unaffectionate', 'caring')",-0.4601826,-0.452016,0.0081666
10,0.80317473,0.67456627,"('unsympathetic', 'sympathetic')",0.8031747,0.6745663,-0.1286084
11,1.0709434,1.0511963,"('unhelpful', 'helpful')",1.0709434,1.0511963,-0.0197471
12,-1.0919613,-1.0284991,"('unsupportive', 'supportive')",-1.0919613,-1.0284991,0.0634622
13,0.50526756,0.25239,"('impolite', 'polite')",0.5052676,0.25239,-0.2528776
14,0.81637317,0.5196455,"('antisocial', 'social')",0.8163732,0.5196455,-0.2967277
15,0.4157984,0.27334964,"('boring', 'funny')",0.4157984,0.2733496,-0.1424488
16,-0.27816686,-0.20289351,"('unpopular', 'popular')",-0.2781669,-0.2028935,0.0752734
17,-0.026697211,0.036245428,"('nasty', 'nice')",-0.0266972,0.0362454,0.0629426
18,-1.0626214,-0.92275435,"('disagreeable', 'welcoming')",-1.0626214,-0.9227543,0.1398671
19,-1.6445625,-1.4684802,"('inhospitable', 'hospitable')",-1.6445625,-1.4684802,0.1760823
20,-0.083308004,0.024660641,"('rough', 'thoughtful')",-0.083308,0.0246606,0.1079686
21,0.73084754,0.70785207,"('immoral', 'moral')",0.7308475,0.7078521,-0.0229954
22,0.14711222,-0.09410286,"('untrustworthy', 'trustworthy')",0.1471122,-0.0941029,-0.2412151
23,2.2161884,2.0532143,"('insincere', 'sincere')",2.2161884,2.0532143,-0.1629741
24,0.14281875,-0.033954922,"('dishonest', 'honest')",0.1428187,-0.0339549,-0.1767736
25,-0.43402922,-0.3874602,"('egoistic', 'altruistic')",-0.4340292,-0.3874602,0.046569
26,0.53321916,0.33300072,"('hardhearted', 'benevolent')",0.5332192,0.3330007,-0.2002185
27,0.31051588,0.39492977,"('hardhearted', 'softhearted')",0.3105159,0.3949298,0.0844139
28,0.29419196,0.34559256,"('disloyal', 'loyal')",0.294192,0.3455926,0.0514006
29,-0.92213976,-1.0681561,"('unfair', 'fair')",-0.9221398,-1.0681561,-0.1460163
30,0.95868045,0.85248625,"('intolerant', 'tolerant')",0.9586805,0.8524863,-0.1061942
31,-2.4523873,-2.3132439,"('evil', 'good')",-2.4523873,-2.3132439,0.1391434
32,0.96432155,0.7753466,"('unkind', 'kind')",0.9643216,0.7753466,-0.188975
33,-0.46081242,-0.5431474,"('wrong', 'right')",-0.4608124,-0.5431474,-0.082335
34,1.4719056,1.6276076,"('mean', 'honorable')",1.4719056,1.6276076,0.155702
35,-1.4613014,-1.4098101,"('corrupt', 'incorrupt')",-1.4613014,-1.4098101,0.0514913
36,-1.5709422,-1.333211,"('hostile', 'amicable')",-1.5709422,-1.3332109,0.2377313
37,0.5103631,0.4891346,"('fake', 'genuine')",0.5103631,0.4891346,-0.0212285
38,-0.15017053,-0.15759814,"('untruthful', 'truthful')",-0.1501705,-0.1575981,-0.0074276
39,0.27463886,0.3311508,"('exploitative', 'cooperative')",0.2746389,0.3311508,0.0565119
40,-2.064212,-1.9536898,"('stingy', 'generous')",-2.0642121,-1.9536898,0.1105223
41,-0.0017677043,0.08437614,"('unforgiving', 'forgiving')",-0.0017677,0.0843761,0.0861438
42,-0.7477234,-0.644394,"('unreliable', 'reliable')",-0.7477234,-0.644394,0.1033294
43,0.5269097,0.44662148,"('irresponsible', 'responsible')",0.5269097,0.4466215,-0.0802882
44,-0.35131696,-0.17838883,"('prejudiced', 'unprejudiced')",-0.351317,-0.1783888,0.1729282
45,0.66405827,0.4826067,"('incompetent', 'competent')",0.6640583,0.4826067,-0.1814516
46,0.3359389,0.19930285,"('uncompetitive', 'competitive')",0.3359389,0.1993029,-0.136636
47,2.3245208,2.2013667,"('stupid', 'smart')",2.3245208,2.2013667,-0.1231541
48,0.0016022399,0.03033385,"('unintelligent', 'intelligent')",0.0016022,0.0303339,0.0287317
49,0.015957853,0.18740068,"('unable', 'able')",0.0159579,0.1874007,0.1714428
50,-0.224774,-0.027348489,"('clumsy', 'skillful')",-0.224774,-0.0273485,0.1974255
