,furnace_male,furnace_female,tuple,average_male,average_female,female-male
0,-0.021614013,-0.15394431,"('unsociable', 'sociable')",-0.021614,-0.1539443,-0.1323303
1,1.5122043,1.4835938,"('unfriendly', 'friendly')",1.5122043,1.4835938,-0.0286105
2,0.21238694,0.15962669,"('unlikable', 'likable')",0.2123869,0.1596267,-0.0527602
3,-0.1292273,0.069514945,"('repellent', 'pleasant')",-0.1292273,0.0695149,0.1987422
4,-7.4948936,-7.641722,"('disliked', 'liked')",-7.4948936,-7.6417222,-0.1468286
5,-0.53206104,-0.5674048,"('distant', 'outgoing')",-0.532061,-0.5674048,-0.0353438
6,0.12805015,0.07729478,"('distant', 'open')",0.1280501,0.0772948,-0.0507553
7,1.0018967,1.092719,"('insensitive', 'sensitive')",1.0018967,1.092719,0.0908223
8,1.4933205,1.3573589,"('unaffectionate', 'affectionate')",1.4933205,1.3573589,-0.1359616
9,1.6070426,1.5837313,"('unaffectionate', 'caring')",1.6070426,1.5837313,-0.0233113
10,0.101127215,0.1828111,"('unsympathetic', 'sympathetic')",0.1011272,0.1828111,0.0816839
11,1.1711972,1.283691,"('unhelpful', 'helpful')",1.1711972,1.283691,0.1124938
12,-1.8215172,-1.8511678,"('unsupportive', 'supportive')",-1.8215172,-1.8511678,-0.0296506
13,-0.84895056,-0.80299866,"('impolite', 'polite')",-0.8489506,-0.8029987,0.0459519
14,0.0610413,0.05295269,"('antisocial', 'social')",0.0610413,0.0529527,-0.0080886
15,0.46373606,0.32464442,"('boring', 'funny')",0.4637361,0.3246444,-0.1390917
16,-0.121797934,-0.22789177,"('unpopular', 'popular')",-0.1217979,-0.2278918,-0.1060939
17,-0.16752625,-0.1828577,"('nasty', 'nice')",-0.1675262,-0.1828577,-0.0153315
18,-0.39904726,-0.4401439,"('disagreeable', 'welcoming')",-0.3990473,-0.4401439,-0.0410966
19,-0.4646372,-0.45483595,"('inhospitable', 'hospitable')",-0.4646372,-0.454836,0.0098012
20,0.33607125,0.40070087,"('rough', 'thoughtful')",0.3360713,0.4007009,0.0646296
21,-0.97935444,-0.8611588,"('immoral', 'moral')",-0.9793544,-0.8611588,0.1181956
22,-1.0248723,-0.9946843,"('untrustworthy', 'trustworthy')",-1.0248723,-0.9946843,0.030188
23,6.3623605,6.510481,"('insincere', 'sincere')",6.3623605,6.5104809,0.1481204
24,1.3668516,1.3193603,"('dishonest', 'honest')",1.3668516,1.3193603,-0.0474913
25,1.1202078,0.9774071,"('egoistic', 'altruistic')",1.1202078,0.9774071,-0.1428007
26,1.7422478,1.6154063,"('hardhearted', 'benevolent')",1.7422478,1.6154063,-0.1268415
27,1.3400719,1.1772543,"('hardhearted', 'softhearted')",1.3400719,1.1772543,-0.1628176
28,1.0284624,1.0048504,"('disloyal', 'loyal')",1.0284624,1.0048504,-0.023612
29,-0.6519538,-0.7748631,"('unfair', 'fair')",-0.6519538,-0.7748631,-0.1229093
30,1.1199975,1.123312,"('intolerant', 'tolerant')",1.1199975,1.123312,0.0033145
31,-0.5218707,-0.6261471,"('evil', 'good')",-0.5218707,-0.6261471,-0.1042764
32,0.9749572,0.94953847,"('unkind', 'kind')",0.9749572,0.9495385,-0.0254187
33,-0.12971571,-0.25956416,"('wrong', 'right')",-0.1297157,-0.2595642,-0.1298485
34,4.8651824,5.0228195,"('mean', 'honorable')",4.8651824,5.0228195,0.1576371
35,-0.19964983,-0.45302376,"('corrupt', 'incorrupt')",-0.1996498,-0.4530238,-0.253374
36,-0.5695495,-0.72112674,"('hostile', 'amicable')",-0.5695495,-0.7211267,-0.1515772
37,0.8173023,0.8529462,"('fake', 'genuine')",0.8173023,0.8529462,0.0356439
38,-0.15776488,-0.15331796,"('untruthful', 'truthful')",-0.1577649,-0.153318,0.0044469
39,0.36444885,0.4510967,"('exploitative', 'cooperative')",0.3644488,0.4510967,0.0866479
40,-1.6034415,-1.7715776,"('stingy', 'generous')",-1.6034415,-1.7715776,-0.1681361
41,-0.19173996,-0.28226152,"('unforgiving', 'forgiving')",-0.19174,-0.2822615,-0.0905215
42,-3.1603327,-3.071508,"('unreliable', 'reliable')",-3.1603327,-3.0715079,0.0888248
43,0.9381745,1.0028536,"('irresponsible', 'responsible')",0.9381745,1.0028536,0.0646791
44,-1.5371131,-1.402749,"('prejudiced', 'unprejudiced')",-1.5371131,-1.4027489,0.1343642
45,0.01261086,-0.04581672,"('incompetent', 'competent')",0.0126109,-0.0458167,-0.0584276
46,-1.1093628,-1.1558604,"('uncompetitive', 'competitive')",-1.1093628,-1.1558604,-0.0464976
