,lilac_male,lilac_female,tuple,average_male,average_female,female-male
0,-0.04874843,-0.1342867,"('unsociable', 'sociable')",-0.0487484,-0.1342867,-0.0855383
1,-0.9979238,-1.1683855,"('unfriendly', 'friendly')",-0.9979238,-1.1683855,-0.1704617
2,0.103587165,0.06761755,"('unlikable', 'likable')",0.1035872,0.0676176,-0.0359696
3,-0.2553931,-0.11924176,"('repellent', 'pleasant')",-0.2553931,-0.1192418,0.1361513
4,-2.240312,-2.2639747,"('disliked', 'liked')",-2.2403121,-2.2639747,-0.0236626
5,-1.0599136,-1.0985367,"('distant', 'outgoing')",-1.0599136,-1.0985367,-0.0386231
6,-1.2513272,-1.3051337,"('distant', 'open')",-1.2513272,-1.3051337,-0.0538065
7,-0.029583707,0.042609565,"('insensitive', 'sensitive')",-0.0295837,0.0426096,0.0721933
8,-0.21305254,-0.38015193,"('unaffectionate', 'affectionate')",-0.2130525,-0.3801519,-0.1670994
9,-0.0815114,-0.25574708,"('unaffectionate', 'caring')",-0.0815114,-0.2557471,-0.1742357
10,-0.050243035,0.025810594,"('unsympathetic', 'sympathetic')",-0.050243,0.0258106,0.0760536
11,0.85967684,0.83321977,"('unhelpful', 'helpful')",0.8596768,0.8332198,-0.026457
12,-0.7912903,-0.69986993,"('unsupportive', 'supportive')",-0.7912903,-0.6998699,0.0914204
13,-0.4411851,-0.45607734,"('impolite', 'polite')",-0.4411851,-0.4560773,-0.0148922
14,0.36059466,0.37960362,"('antisocial', 'social')",0.3605947,0.3796036,0.0190089
15,0.7977094,0.5534728,"('boring', 'funny')",0.7977094,0.5534728,-0.2442366
16,0.10253725,-0.039114952,"('unpopular', 'popular')",0.1025373,-0.039115,-0.1416523
17,0.2118385,0.2361339,"('nasty', 'nice')",0.2118385,0.2361339,0.0242954
18,-0.96802855,-0.92763966,"('disagreeable', 'welcoming')",-0.9680285,-0.9276397,0.0403888
19,-0.886507,-0.966887,"('inhospitable', 'hospitable')",-0.886507,-0.966887,-0.08038
20,0.1344451,0.08065382,"('rough', 'thoughtful')",0.1344451,0.0806538,-0.0537913
21,-0.15770404,-0.017182942,"('immoral', 'moral')",-0.157704,-0.0171829,0.1405211
22,-0.17116666,-0.045417875,"('untrustworthy', 'trustworthy')",-0.1711667,-0.0454179,0.1257488
23,1.8578476,1.8184347,"('insincere', 'sincere')",1.8578476,1.8184347,-0.0394129
24,-0.30092692,-0.38510728,"('dishonest', 'honest')",-0.3009269,-0.3851073,-0.0841804
25,-0.29110175,-0.4701447,"('egoistic', 'altruistic')",-0.2911018,-0.4701447,-0.1790429
26,0.49198988,0.2479309,"('hardhearted', 'benevolent')",0.4919899,0.2479309,-0.244059
27,0.72103095,0.43745267,"('hardhearted', 'softhearted')",0.721031,0.4374527,-0.2835783
28,-0.27502757,-0.31178865,"('disloyal', 'loyal')",-0.2750276,-0.3117886,-0.036761
29,-0.68191177,-0.73616904,"('unfair', 'fair')",-0.6819118,-0.736169,-0.0542572
30,0.6184315,0.6461942,"('intolerant', 'tolerant')",0.6184315,0.6461942,0.0277627
31,-1.5806764,-1.473112,"('evil', 'good')",-1.5806764,-1.473112,0.1075644
32,0.05831247,-0.16612375,"('unkind', 'kind')",0.0583125,-0.1661237,-0.2244362
33,-0.37921306,-0.4300903,"('wrong', 'right')",-0.3792131,-0.4300903,-0.0508772
34,1.5907221,1.702299,"('mean', 'honorable')",1.5907221,1.702299,0.1115769
35,0.336535,0.0747201,"('corrupt', 'incorrupt')",0.336535,0.0747201,-0.2618149
36,-0.67267966,-0.6973958,"('hostile', 'amicable')",-0.6726797,-0.6973958,-0.0247161
37,0.2546428,0.19379333,"('fake', 'genuine')",0.2546428,0.1937933,-0.0608495
38,-0.16494337,-0.086729705,"('untruthful', 'truthful')",-0.1649434,-0.0867297,0.0782137
39,0.80273145,0.80844074,"('exploitative', 'cooperative')",0.8027315,0.8084407,0.0057092
40,-1.4382646,-1.3791955,"('stingy', 'generous')",-1.4382646,-1.3791955,0.0590691
41,-0.17876902,-0.06459762,"('unforgiving', 'forgiving')",-0.178769,-0.0645976,0.1141714
42,-0.6809748,-0.62486815,"('unreliable', 'reliable')",-0.6809748,-0.6248682,0.0561066
43,-0.3538642,-0.3178659,"('irresponsible', 'responsible')",-0.3538642,-0.3178659,0.0359983
44,-0.101653345,-0.074229926,"('prejudiced', 'unprejudiced')",-0.1016533,-0.0742299,0.0274234
45,-0.20297182,-0.026903316,"('incompetent', 'competent')",-0.2029718,-0.0269033,0.1760685
46,-0.41109806,-0.28167957,"('uncompetitive', 'competitive')",-0.4110981,-0.2816796,0.1294185
47,2.002782,2.0579185,"('stupid', 'smart')",2.0027821,2.0579185,0.0551364
48,-0.3054885,-0.27515516,"('unintelligent', 'intelligent')",-0.3054885,-0.2751552,0.0303333
49,-0.11799954,-0.076154925,"('unable', 'able')",-0.1179995,-0.0761549,0.0418446
50,-0.01559856,-0.11970517,"('clumsy', 'skillful')",-0.0155986,-0.1197052,-0.1041066
51,0.06474243,-0.050697736,"('uneducated', 'educated')",0.0647424,-0.0506977,-0.1154401
52,-0.7001783,-0.8958619,"('irrational', 'rational')",-0.7001783,-0.8958619,-0.1956836
53,-1.2347785,-1.3314825,"('uncreative', 'creative')",-1.2347785,-1.3314825,-0.096704
54,0.244683,0.035101973,"('incapable', 'capable')",0.244683,0.035102,-0.209581
55,0.16402729,0.3951523,"('incompetent', 'clever')",0.1640273,0.3951523,0.231125
56,0.60302126,0.6516217,"('impractical', 'practical')",0.6030213,0.6516217,0.0486004
57,-1.2392712,-1.1324348,"('unimaginative', 'imaginative')",-1.2392712,-1.1324348,0.1068364
58,0.1379008,0.17250559,"('undiscriminating', 'discriminating')",0.1379008,0.1725056,0.0346048
59,-0.046616975,-0.055514935,"('foolish', 'wise')",-0.046617,-0.0555149,-0.0088979
60,0.12878704,0.28128126,"('inefficient', 'efficient')",0.128787,0.2812813,0.1524943
61,-0.15932538,-0.33497325,"('illogical', 'logical')",-0.1593254,-0.3349732,-0.1756478
62,0.9631103,1.0573856,"('incompetent', 'brilliant')",0.9631103,1.0573856,0.0942753
63,-0.011874587,0.10422692,"('unperceptive', 'insightful')",-0.0118746,0.1042269,0.1161015
64,-2.670431,-2.5725038,"('shy', 'confident')",-2.6704309,-2.5725038,0.0979271
65,-0.056991525,0.030379541,"('insecure', 'secure')",-0.0569915,0.0303795,0.087371
66,-0.32343316,-0.47407234,"('inactive', 'active')",-0.3234332,-0.4740723,-0.1506391
67,-0.14193991,-0.05496476,"('doubtful', 'determined')",-0.1419399,-0.0549648,0.0869751
68,-0.39092278,-0.36114243,"('dependent', 'independent')",-0.3909228,-0.3611424,0.0297804
69,-0.26470432,-0.3540151,"('lazy', 'industrious')",-0.2647043,-0.3540151,-0.0893108
70,0.45351067,0.49686274,"('lethargic', 'energetic')",0.4535107,0.4968627,0.043352
71,0.105217494,0.010781422,"('diffident', 'self-confident')",0.1052175,0.0107814,-0.0944361
72,-0.76109236,-0.6933196,"('unambitious', 'ambitious')",-0.7610924,-0.6933196,0.0677728
73,-0.8460067,-0.8669715,"('helpless', 'self-reliant')",-0.8460067,-0.8669715,-0.0209648
74,0.16586855,0.12583184,"('undedicated', 'dedicated')",0.1658686,0.1258318,-0.0400368
75,-0.10537104,-0.010480047,"('meek', 'impulsive')",-0.105371,-0.01048,0.094891
76,0.22194903,0.3035741,"('anxious', 'daring')",0.221949,0.3035741,0.0816251
77,-1.652638,-1.5285522,"('unmotivated', 'motivated')",-1.652638,-1.5285522,0.1240858
78,-0.24121942,-0.30492264,"('nonresilient', 'resilient')",-0.2412194,-0.3049226,-0.0637032
79,-0.07541055,-0.16199958,"('wavering', 'unwavering')",-0.0754106,-0.1619996,-0.086589
80,0.73392,0.65195054,"('dominated', 'dominating')",0.73392,0.6519505,-0.0819695
81,-0.21715295,-0.15560138,"('submissive', 'aggressive')",-0.217153,-0.1556014,0.0615516
82,1.6644603,1.6188791,"('poor', 'rich')",1.6644603,1.6188791,-0.0455812
83,-0.34738463,-0.33926505,"('powerless', 'powerful')",-0.3473846,-0.339265,0.0081196
84,0.04100634,-0.006099483,"('inferior', 'superior')",0.0410063,-0.0060995,-0.0471058
85,-0.09750474,-0.17715289,"('insignificant', 'prestigious')",-0.0975047,-0.1771529,-0.0796482
86,-1.2558603,-1.2992529,"('uninfluential', 'influential')",-1.2558603,-1.2992529,-0.0433926
87,0.42860883,0.24418133,"('unsuccessful', 'successful')",0.4286088,0.2441813,-0.1844275
88,0.79603076,0.36682442,"('low', 'eminent')",0.7960308,0.3668244,-0.4292064
