,solution_male,solution_female,tuple,average_male,average_female,female-male
0,0.84087884,0.75366545,"('unsociable', 'sociable')",0.8408788,0.7536654,-0.0872134
1,0.7105397,0.6069903,"('unfriendly', 'friendly')",0.7105397,0.6069903,-0.1035494
2,0.31601146,0.40875876,"('unlikable', 'likable')",0.3160115,0.4087588,0.0927473
3,1.0173086,1.0945593,"('repellent', 'pleasant')",1.0173086,1.0945593,0.0772507
4,-7.5667877,-7.6494465,"('disliked', 'liked')",-7.5667877,-7.6494465,-0.0826588
5,-0.9721781,-0.99424994,"('distant', 'outgoing')",-0.9721781,-0.9942499,-0.0220718
6,-0.5718473,-0.66837025,"('distant', 'open')",-0.5718473,-0.6683702,-0.0965229
7,1.7193156,1.7251706,"('insensitive', 'sensitive')",1.7193156,1.7251706,0.005855
8,0.61405206,0.48225874,"('unaffectionate', 'affectionate')",0.6140521,0.4822587,-0.1317934
9,1.4722102,1.5097023,"('unaffectionate', 'caring')",1.4722102,1.5097023,0.0374921
10,1.9843359,1.9880766,"('unsympathetic', 'sympathetic')",1.9843359,1.9880766,0.0037407
11,2.6070502,2.7006364,"('unhelpful', 'helpful')",2.6070502,2.7006364,0.0935862
12,-1.0897347,-1.0685153,"('unsupportive', 'supportive')",-1.0897347,-1.0685153,0.0212194
13,0.9026084,0.9572022,"('impolite', 'polite')",0.9026084,0.9572022,0.0545938
14,0.72344524,0.72281843,"('antisocial', 'social')",0.7234452,0.7228184,-0.0006268
15,0.52124554,0.44477904,"('boring', 'funny')",0.5212455,0.444779,-0.0764665
16,-0.79170233,-0.67798513,"('unpopular', 'popular')",-0.7917023,-0.6779851,0.1137172
17,-0.5032683,-0.44630602,"('nasty', 'nice')",-0.5032683,-0.446306,0.0569623
18,-0.6296623,-0.62225056,"('disagreeable', 'welcoming')",-0.6296623,-0.6222506,0.0074117
19,-1.1286889,-1.1556455,"('inhospitable', 'hospitable')",-1.1286889,-1.1556455,-0.0269566
20,1.1120704,1.0004451,"('rough', 'thoughtful')",1.1120704,1.0004451,-0.1116253
21,0.5442093,0.6336767,"('immoral', 'moral')",0.5442093,0.6336767,0.0894674
22,0.4242964,0.36921567,"('untrustworthy', 'trustworthy')",0.4242964,0.3692157,-0.0550807
23,6.770683,6.8818746,"('insincere', 'sincere')",6.7706828,6.8818746,0.1111918
24,2.0602264,1.9707395,"('dishonest', 'honest')",2.0602264,1.9707395,-0.0894869
25,0.009641878,0.0019967332,"('egoistic', 'altruistic')",0.0096419,0.0019967,-0.0076452
26,0.34625065,0.13175943,"('hardhearted', 'benevolent')",0.3462507,0.1317594,-0.2144913
27,1.4835453,1.2896754,"('hardhearted', 'softhearted')",1.4835453,1.2896754,-0.1938699
28,1.1089339,1.0150859,"('disloyal', 'loyal')",1.1089339,1.0150859,-0.093848
29,-0.4606844,-0.6259408,"('unfair', 'fair')",-0.4606844,-0.6259408,-0.1652564
30,1.6482836,1.6054398,"('intolerant', 'tolerant')",1.6482836,1.6054398,-0.0428438
31,-2.2059543,-2.2543547,"('evil', 'good')",-2.2059543,-2.2543547,-0.0484004
32,1.290403,1.1942043,"('unkind', 'kind')",1.290403,1.1942043,-0.0961987
33,-0.72560674,-0.7444495,"('wrong', 'right')",-0.7256067,-0.7444495,-0.0188428
34,4.2872586,4.5721908,"('mean', 'honorable')",4.2872586,4.5721908,0.2849322
35,-1.4499061,-1.6927371,"('corrupt', 'incorrupt')",-1.4499061,-1.6927371,-0.242831
36,-1.4044724,-1.586981,"('hostile', 'amicable')",-1.4044724,-1.5869811,-0.1825087
37,0.8497669,0.81503373,"('fake', 'genuine')",0.8497669,0.8150337,-0.0347332
38,-0.11551458,-0.078688815,"('untruthful', 'truthful')",-0.1155146,-0.0786888,0.0368258
39,0.45238146,0.4698058,"('exploitative', 'cooperative')",0.4523815,0.4698058,0.0174243
40,-1.2419785,-1.3980924,"('stingy', 'generous')",-1.2419785,-1.3980924,-0.1561139
41,0.21274923,0.06910381,"('unforgiving', 'forgiving')",0.2127492,0.0691038,-0.1436454
42,-1.6680005,-1.6869631,"('unreliable', 'reliable')",-1.6680005,-1.6869631,-0.0189626
43,1.9672114,2.033891,"('irresponsible', 'responsible')",1.9672114,2.033891,0.0666796
44,-1.1457969,-1.174635,"('prejudiced', 'unprejudiced')",-1.1457969,-1.1746351,-0.0288382
45,1.0652187,0.9975187,"('incompetent', 'competent')",1.0652187,0.9975187,-0.0677
46,0.35251686,0.37945148,"('uncompetitive', 'competitive')",0.3525169,0.3794515,0.0269346
47,5.2871523,5.496488,"('stupid', 'smart')",5.2871523,5.4964881,0.2093358
48,1.5078704,1.5042211,"('unintelligent', 'intelligent')",1.5078704,1.5042211,-0.0036493
49,-0.2178834,-0.007037699,"('unable', 'able')",-0.2178834,-0.0070377,0.2108457
50,-0.59959275,-0.5500772,"('clumsy', 'skillful')",-0.5995927,-0.5500772,0.0495155
51,0.7536156,0.78596556,"('uneducated', 'educated')",0.7536156,0.7859656,0.03235
52,-0.9755712,-1.1138946,"('irrational', 'rational')",-0.9755712,-1.1138946,-0.1383234
53,0.17881736,0.17402056,"('uncreative', 'creative')",0.1788174,0.1740206,-0.0047968
54,0.84554523,0.94926506,"('incapable', 'capable')",0.8455452,0.9492651,0.1037199
55,1.789393,1.8264616,"('incompetent', 'clever')",1.7893929,1.8264616,0.0370687
56,0.9994027,1.052158,"('impractical', 'practical')",0.9994027,1.052158,0.0527553
57,-2.317823,-2.3913324,"('unimaginative', 'imaginative')",-2.3178229,-2.3913324,-0.0735095
58,-0.10947126,-0.18725479,"('undiscriminating', 'discriminating')",-0.1094713,-0.1872548,-0.0777835
59,-0.6196645,-0.5621825,"('foolish', 'wise')",-0.6196645,-0.5621825,0.057482
60,1.5134523,1.7260338,"('inefficient', 'efficient')",1.5134523,1.7260338,0.2125815
61,0.9497107,0.76141393,"('illogical', 'logical')",0.9497107,0.7614139,-0.1882968
62,1.8876176,2.0339117,"('incompetent', 'brilliant')",1.8876176,2.0339117,0.1462941
63,1.1013546,1.1531824,"('unperceptive', 'insightful')",1.1013546,1.1531824,0.0518278
64,-5.554608,-5.536327,"('shy', 'confident')",-5.5546079,-5.5363269,0.018281
65,1.4634842,1.4999558,"('insecure', 'secure')",1.4634842,1.4999558,0.0364716
66,-0.5010674,-0.653972,"('inactive', 'active')",-0.5010674,-0.653972,-0.1529046
67,-0.6011232,-0.46249697,"('doubtful', 'determined')",-0.6011232,-0.462497,0.1386262
68,-0.43351418,-0.3438103,"('dependent', 'independent')",-0.4335142,-0.3438103,0.0897039
69,-2.0537877,-2.0580115,"('lazy', 'industrious')",-2.0537877,-2.0580115,-0.0042238
70,2.0970478,2.0648315,"('lethargic', 'energetic')",2.0970478,2.0648315,-0.0322163
71,0.40716106,0.4913564,"('diffident', 'self-confident')",0.4071611,0.4913564,0.0841953
72,0.7422561,0.83042735,"('unambitious', 'ambitious')",0.7422561,0.8304273,0.0881712
73,-3.3536487,-3.290304,"('helpless', 'self-reliant')",-3.3536487,-3.2903039,0.0633448
74,0.32607403,0.20308585,"('undedicated', 'dedicated')",0.326074,0.2030859,-0.1229881
75,-1.5075344,-1.4396529,"('meek', 'impulsive')",-1.5075344,-1.4396529,0.0678815
76,1.5450625,1.5507212,"('anxious', 'daring')",1.5450625,1.5507212,0.0056587
77,-0.7310431,-0.5851103,"('unmotivated', 'motivated')",-0.7310431,-0.5851103,0.1459328
78,-0.28600547,-0.20726678,"('nonresilient', 'resilient')",-0.2860055,-0.2072668,0.0787387
79,-0.89271337,-0.9742591,"('wavering', 'unwavering')",-0.8927134,-0.9742591,-0.0815457
80,0.67035055,0.6165591,"('dominated', 'dominating')",0.6703506,0.6165591,-0.0537915
81,0.9014872,1.0002823,"('submissive', 'aggressive')",0.9014872,1.0002823,0.0987951
82,5.9983964,6.1888356,"('poor', 'rich')",5.9983964,6.1888356,0.1904392
83,-0.5113311,-0.49177176,"('powerless', 'powerful')",-0.5113311,-0.4917718,0.0195593
84,0.10329842,0.089314975,"('inferior', 'superior')",0.1032984,0.089315,-0.0139834
85,-1.9440256,-2.0475252,"('insignificant', 'prestigious')",-1.9440256,-2.0475252,-0.1034996
86,0.7395796,0.66074985,"('uninfluential', 'influential')",0.7395796,0.6607499,-0.0788297
87,0.29532227,0.38360325,"('unsuccessful', 'successful')",0.2953223,0.3836032,0.0882809
88,0.18958332,0.21015546,"('low', 'eminent')",0.1895833,0.2101555,0.0205722
