,glance_male,glance_female,tuple,average_male,average_female,female-male
0,0.50422925,0.46240044,"('unsociable', 'sociable')",0.5042292,0.4624004,-0.0418288
1,1.490484,1.3757373,"('unfriendly', 'friendly')",1.490484,1.3757373,-0.1147467
2,0.8643291,0.92787856,"('unlikable', 'likable')",0.8643291,0.9278786,0.0635495
3,1.3547628,1.390407,"('repellent', 'pleasant')",1.3547628,1.390407,0.0356442
4,-7.082614,-7.109299,"('disliked', 'liked')",-7.0826139,-7.1092992,-0.0266853
5,-0.3476361,-0.40784374,"('distant', 'outgoing')",-0.3476361,-0.4078437,-0.0602076
6,0.008443844,-0.07335511,"('distant', 'open')",0.0084438,-0.0733551,-0.0817989
7,2.1027937,2.0848463,"('insensitive', 'sensitive')",2.1027937,2.0848463,-0.0179474
8,1.0283742,0.9906696,"('unaffectionate', 'affectionate')",1.0283742,0.9906696,-0.0377046
9,1.5104088,1.5279647,"('unaffectionate', 'caring')",1.5104088,1.5279647,0.0175559
10,1.8942044,1.9433016,"('unsympathetic', 'sympathetic')",1.8942044,1.9433016,0.0490972
11,2.1289725,2.1853547,"('unhelpful', 'helpful')",2.1289725,2.1853547,0.0563822
12,-0.6822257,-0.66493624,"('unsupportive', 'supportive')",-0.6822257,-0.6649362,0.0172895
13,0.6889265,0.6931465,"('impolite', 'polite')",0.6889265,0.6931465,0.00422
14,0.54435843,0.48591262,"('antisocial', 'social')",0.5443584,0.4859126,-0.0584458
15,0.44156656,0.44082436,"('boring', 'funny')",0.4415666,0.4408244,-0.0007422
16,-0.7045131,-0.7106165,"('unpopular', 'popular')",-0.7045131,-0.7106165,-0.0061034
17,-0.2989435,-0.32124355,"('nasty', 'nice')",-0.2989435,-0.3212436,-0.0223001
18,-0.1052672,-0.23167056,"('disagreeable', 'welcoming')",-0.1052672,-0.2316706,-0.1264034
19,-0.17422163,-0.18093155,"('inhospitable', 'hospitable')",-0.1742216,-0.1809316,-0.00671
20,1.1977798,1.1191612,"('rough', 'thoughtful')",1.1977798,1.1191612,-0.0786186
21,0.8796601,0.92437404,"('immoral', 'moral')",0.8796601,0.924374,0.0447139
22,0.3359851,0.33105403,"('untrustworthy', 'trustworthy')",0.3359851,0.331054,-0.0049311
23,7.0217924,6.989871,"('insincere', 'sincere')",7.0217924,6.989871,-0.0319214
24,2.5769453,2.5544696,"('dishonest', 'honest')",2.5769453,2.5544696,-0.0224757
25,0.31809026,0.21617115,"('egoistic', 'altruistic')",0.3180903,0.2161711,-0.1019192
26,-0.05118025,-0.0776899,"('hardhearted', 'benevolent')",-0.0511803,-0.0776899,-0.0265096
27,1.6700777,1.5297838,"('hardhearted', 'softhearted')",1.6700777,1.5297838,-0.1402939
