,sail_male,sail_female,tuple,average_male,average_female,female-male
0,-0.07591036,-0.11965404,"('unsociable', 'sociable')",-0.0759104,-0.119654,-0.0437436
1,1.7482547,1.7701924,"('unfriendly', 'friendly')",1.7482547,1.7701924,0.0219377
2,0.15153226,0.15112889,"('unlikable', 'likable')",0.1515323,0.1511289,-0.0004034
3,0.31490785,0.3655784,"('repellent', 'pleasant')",0.3149078,0.3655784,0.0506706
4,-7.6033554,-7.7288213,"('disliked', 'liked')",-7.6033554,-7.7288213,-0.1254659
5,-0.48469162,-0.5188433,"('distant', 'outgoing')",-0.4846916,-0.5188433,-0.0341517
6,0.06586757,0.028960153,"('distant', 'open')",0.0658676,0.0289602,-0.0369074
7,0.8653003,0.911418,"('insensitive', 'sensitive')",0.8653003,0.911418,0.0461177
8,1.2974552,1.2564124,"('unaffectionate', 'affectionate')",1.2974552,1.2564124,-0.0410428
9,2.039462,2.0346103,"('unaffectionate', 'caring')",2.0394621,2.0346103,-0.0048518
10,0.92524123,0.93514955,"('unsympathetic', 'sympathetic')",0.9252412,0.9351496,0.0099084
11,1.738857,1.7646344,"('unhelpful', 'helpful')",1.738857,1.7646344,0.0257774
12,-1.3175774,-1.338406,"('unsupportive', 'supportive')",-1.3175774,-1.338406,-0.0208286
13,-0.13450417,-0.21050066,"('impolite', 'polite')",-0.1345042,-0.2105007,-0.0759965
14,0.11412675,0.08671833,"('antisocial', 'social')",0.1141267,0.0867183,-0.0274084
15,0.34056744,0.2526046,"('boring', 'funny')",0.3405674,0.2526046,-0.0879628
16,-0.23704119,-0.19024728,"('unpopular', 'popular')",-0.2370412,-0.1902473,0.0467939
17,-0.2572295,-0.2741974,"('nasty', 'nice')",-0.2572295,-0.2741974,-0.0169679
18,-0.36031434,-0.39817685,"('disagreeable', 'welcoming')",-0.3603143,-0.3981768,-0.0378625
19,-0.62539,-0.60650605,"('inhospitable', 'hospitable')",-0.62539,-0.606506,0.018884
20,0.6877289,0.7051304,"('rough', 'thoughtful')",0.6877289,0.7051304,0.0174015
21,-0.02287105,-0.0060762335,"('immoral', 'moral')",-0.022871,-0.0060762,0.0167948
22,-0.8954232,-0.93885374,"('untrustworthy', 'trustworthy')",-0.8954232,-0.9388537,-0.0434305
23,6.5998983,6.6812453,"('insincere', 'sincere')",6.5998983,6.6812453,0.081347
24,1.475201,1.3986524,"('dishonest', 'honest')",1.475201,1.3986524,-0.0765486
