,scrambled_male,scrambled_female,tuple,average_male,average_female,female-male
0,0.28890574,0.14946765,"('unsociable', 'sociable')",0.2889057,0.1494676,-0.1394381
1,0.860536,0.84761304,"('unfriendly', 'friendly')",0.860536,0.847613,-0.012923
2,0.66259736,0.8032406,"('unlikable', 'likable')",0.6625974,0.8032406,0.1406432
3,1.0465162,1.0550507,"('repellent', 'pleasant')",1.0465162,1.0550507,0.0085345
4,-6.7805676,-6.8065825,"('disliked', 'liked')",-6.7805676,-6.8065825,-0.0260149
5,-0.16182548,0.024952501,"('distant', 'outgoing')",-0.1618255,0.0249525,0.186778
6,-0.037066527,0.14609222,"('distant', 'open')",-0.0370665,0.1460922,0.1831587
7,0.6132668,0.6965059,"('insensitive', 'sensitive')",0.6132668,0.6965059,0.0832391
8,0.5434831,0.61238664,"('unaffectionate', 'affectionate')",0.5434831,0.6123866,0.0689035
9,1.1782562,1.2959793,"('unaffectionate', 'caring')",1.1782562,1.2959793,0.1177231
10,1.2979872,1.3298578,"('unsympathetic', 'sympathetic')",1.2979872,1.3298578,0.0318706
11,2.0804996,2.1311092,"('unhelpful', 'helpful')",2.0804996,2.1311092,0.0506096
12,-1.4620628,-1.4053909,"('unsupportive', 'supportive')",-1.4620628,-1.4053909,0.0566719
13,0.7173951,0.63468033,"('impolite', 'polite')",0.7173951,0.6346803,-0.0827148
14,-0.054492664,-0.23081073,"('antisocial', 'social')",-0.0544927,-0.2308107,-0.176318
15,0.33931547,0.3277424,"('boring', 'funny')",0.3393155,0.3277424,-0.0115731
16,-0.21047531,-0.15005514,"('unpopular', 'popular')",-0.2104753,-0.1500551,0.0604202
17,-0.014287073,0.062495183,"('nasty', 'nice')",-0.0142871,0.0624952,0.0767823
18,-0.45389822,-0.5542296,"('disagreeable', 'welcoming')",-0.4538982,-0.5542296,-0.1003314
19,-0.61073077,-0.38255522,"('inhospitable', 'hospitable')",-0.6107308,-0.3825552,0.2281756
20,0.5853085,0.46467558,"('rough', 'thoughtful')",0.5853085,0.4646756,-0.1206329
21,0.34522358,0.41944593,"('immoral', 'moral')",0.3452236,0.4194459,0.0742223
22,0.2056044,0.20659864,"('untrustworthy', 'trustworthy')",0.2056044,0.2065986,0.0009942
23,5.9333415,5.9990845,"('insincere', 'sincere')",5.9333415,5.9990845,0.065743
24,1.7260628,1.8115556,"('dishonest', 'honest')",1.7260628,1.8115556,0.0854928
25,0.3213116,0.23839836,"('egoistic', 'altruistic')",0.3213116,0.2383984,-0.0829132
26,-0.051375367,-0.16717176,"('hardhearted', 'benevolent')",-0.0513754,-0.1671718,-0.1157964
27,1.2655609,1.1616296,"('hardhearted', 'softhearted')",1.2655609,1.1616296,-0.1039313
28,0.8431272,0.85479957,"('disloyal', 'loyal')",0.8431272,0.8547996,0.0116724
29,-0.779016,-0.7418719,"('unfair', 'fair')",-0.779016,-0.7418719,0.0371441
30,0.94915855,0.8636969,"('intolerant', 'tolerant')",0.9491585,0.8636969,-0.0854616
31,-1.5898112,-1.4474236,"('evil', 'good')",-1.5898112,-1.4474236,0.1423876
32,1.1817844,1.2131499,"('unkind', 'kind')",1.1817844,1.2131499,0.0313655
33,-0.37929156,-0.3145055,"('wrong', 'right')",-0.3792916,-0.3145055,0.0647861
34,4.308158,4.542143,"('mean', 'honorable')",4.3081579,4.5421429,0.233985
