,gerbil_male,gerbil_female,tuple,average_male,average_female,female-male
0,-0.30275568,-0.446172,"('unsociable', 'sociable')",-0.3027557,-0.446172,-0.1434163
1,-0.15460087,-0.5229815,"('unfriendly', 'friendly')",-0.1546009,-0.5229815,-0.3683806
2,0.2555654,0.34621948,"('unlikable', 'likable')",0.2555654,0.3462195,0.0906541
3,-0.7712384,-0.62106663,"('repellent', 'pleasant')",-0.7712384,-0.6210666,0.1501718
4,-0.9480701,-1.0343195,"('disliked', 'liked')",-0.9480701,-1.0343195,-0.0862494
5,-0.11804992,-0.28548804,"('distant', 'outgoing')",-0.1180499,-0.285488,-0.1674381
6,-0.7429483,-0.93770003,"('distant', 'open')",-0.7429483,-0.9377,-0.1947517
7,-0.25573444,-0.42438096,"('insensitive', 'sensitive')",-0.2557344,-0.424381,-0.1686466
8,-0.411588,-0.5912521,"('unaffectionate', 'affectionate')",-0.411588,-0.5912521,-0.1796641
9,-0.57675767,-0.8263192,"('unaffectionate', 'caring')",-0.5767577,-0.8263192,-0.2495615
10,-0.78658473,-1.0017798,"('unsympathetic', 'sympathetic')",-0.7865847,-1.0017798,-0.2151951
11,-0.4386083,-0.48836076,"('unhelpful', 'helpful')",-0.4386083,-0.4883608,-0.0497525
12,-0.91070014,-1.04265,"('unsupportive', 'supportive')",-0.9107001,-1.04265,-0.1319499
13,-0.6234861,-0.6265902,"('impolite', 'polite')",-0.6234861,-0.6265902,-0.0031041
14,0.12122724,0.12145594,"('antisocial', 'social')",0.1212272,0.1214559,0.0002287
15,0.9083349,0.8063901,"('boring', 'funny')",0.9083349,0.8063901,-0.1019448
16,-0.46349537,-0.42465523,"('unpopular', 'popular')",-0.4634954,-0.4246552,0.0388402
17,0.18964365,0.21964683,"('nasty', 'nice')",0.1896437,0.2196468,0.0300031
18,-0.6456069,-0.5678644,"('disagreeable', 'welcoming')",-0.6456069,-0.5678644,0.0777425
19,-0.58810836,-0.6361114,"('inhospitable', 'hospitable')",-0.5881084,-0.6361114,-0.048003
20,-0.3292649,-0.28679663,"('rough', 'thoughtful')",-0.3292649,-0.2867966,0.0424683
21,-0.680974,-0.43368274,"('immoral', 'moral')",-0.680974,-0.4336827,0.2472913
22,0.28178895,0.12924181,"('untrustworthy', 'trustworthy')",0.2817889,0.1292418,-0.1525471
23,0.60524404,0.5228222,"('insincere', 'sincere')",0.605244,0.5228222,-0.0824218
24,0.09075299,-0.05029609,"('dishonest', 'honest')",0.090753,-0.0502961,-0.1410491
25,0.64467114,0.61738193,"('egoistic', 'altruistic')",0.6446711,0.6173819,-0.0272892
