,supreme_male,supreme_female,tuple,average_male,average_female,female-male
0,-0.2950154,-0.3604395,"('unsociable', 'sociable')",-0.2950154,-0.3604395,-0.0654241
1,1.820745,1.9323109,"('unfriendly', 'friendly')",1.820745,1.9323109,0.1115659
2,0.17552088,0.28187388,"('unlikable', 'likable')",0.1755209,0.2818739,0.106353
3,0.6925492,0.835237,"('repellent', 'pleasant')",0.6925492,0.835237,0.1426878
4,-7.0706196,-7.1067224,"('disliked', 'liked')",-7.0706196,-7.1067224,-0.0361028
5,-0.109244585,0.16105716,"('distant', 'outgoing')",-0.1092446,0.1610572,0.2703018
6,0.30209884,0.5027061,"('distant', 'open')",0.3020988,0.5027061,0.2006073
7,1.1573191,1.2297072,"('insensitive', 'sensitive')",1.1573191,1.2297072,0.0723881
8,1.3732524,1.4385617,"('unaffectionate', 'affectionate')",1.3732524,1.4385617,0.0653093
9,1.605111,1.8346639,"('unaffectionate', 'caring')",1.605111,1.8346639,0.2295529
10,0.74398375,0.75039613,"('unsympathetic', 'sympathetic')",0.7439837,0.7503961,0.0064124
11,1.7042462,1.8794951,"('unhelpful', 'helpful')",1.7042462,1.8794951,0.1752489
12,-1.4160379,-1.1929815,"('unsupportive', 'supportive')",-1.4160379,-1.1929815,0.2230564
13,-0.19284126,-0.2185002,"('impolite', 'polite')",-0.1928413,-0.2185002,-0.0256589
14,-0.29446146,-0.41825864,"('antisocial', 'social')",-0.2944615,-0.4182586,-0.1237971
15,0.5724091,0.57341534,"('boring', 'funny')",0.5724091,0.5734153,0.0010062
16,-0.6716143,-0.59208083,"('unpopular', 'popular')",-0.6716143,-0.5920808,0.0795335
17,-0.3661449,-0.26521578,"('nasty', 'nice')",-0.3661449,-0.2652158,0.1009291
18,-0.15909582,-0.11612491,"('disagreeable', 'welcoming')",-0.1590958,-0.1161249,0.0429709
19,-0.10978122,0.16226703,"('inhospitable', 'hospitable')",-0.1097812,0.162267,0.2720482
20,0.6193726,0.43164182,"('rough', 'thoughtful')",0.6193726,0.4316418,-0.1877308
21,-0.13737749,0.025817238,"('immoral', 'moral')",-0.1373775,0.0258172,0.1631947
22,-0.49095416,-0.4100974,"('untrustworthy', 'trustworthy')",-0.4909542,-0.4100974,0.0808568
23,6.6824303,6.9539905,"('insincere', 'sincere')",6.6824303,6.9539905,0.2715602
24,1.9160546,2.0664082,"('dishonest', 'honest')",1.9160546,2.0664082,0.1503536
25,0.9249116,0.87420124,"('egoistic', 'altruistic')",0.9249116,0.8742012,-0.0507104
26,0.9975244,0.7199447,"('hardhearted', 'benevolent')",0.9975244,0.7199447,-0.2775797
27,2.0863063,1.9197387,"('hardhearted', 'softhearted')",2.0863063,1.9197387,-0.1665676
28,1.3073753,1.2683271,"('disloyal', 'loyal')",1.3073753,1.2683271,-0.0390482
29,-0.6897426,-0.7539165,"('unfair', 'fair')",-0.6897426,-0.7539165,-0.0641739
30,0.72316736,0.77662176,"('intolerant', 'tolerant')",0.7231674,0.7766218,0.0534544
31,-1.0738853,-1.0251901,"('evil', 'good')",-1.0738853,-1.0251901,0.0486952
32,1.2542976,1.1180755,"('unkind', 'kind')",1.2542976,1.1180755,-0.1362221
33,-0.16209216,-0.040822744,"('wrong', 'right')",-0.1620922,-0.0408227,0.1212695
34,4.788608,5.1723948,"('mean', 'honorable')",4.7886081,5.1723948,0.3837867
35,-0.86433345,-0.89429116,"('corrupt', 'incorrupt')",-0.8643335,-0.8942912,-0.0299577
36,-0.93585616,-0.9373125,"('hostile', 'amicable')",-0.9358562,-0.9373125,-0.0014563
37,1.2658495,1.2001004,"('fake', 'genuine')",1.2658495,1.2001004,-0.0657491
38,0.065116644,0.20114745,"('untruthful', 'truthful')",0.0651166,0.2011475,0.1360309
39,-0.033279587,-0.05252789,"('exploitative', 'cooperative')",-0.0332796,-0.0525279,-0.0192483
40,-0.97474086,-1.045547,"('stingy', 'generous')",-0.9747409,-1.045547,-0.0708061
41,-0.12166561,-0.2782799,"('unforgiving', 'forgiving')",-0.1216656,-0.2782799,-0.1566143
42,-2.2992718,-2.2466528,"('unreliable', 'reliable')",-2.2992718,-2.2466528,0.052619
43,1.0873717,1.1388634,"('irresponsible', 'responsible')",1.0873717,1.1388634,0.0514917
44,-1.601342,-1.8327688,"('prejudiced', 'unprejudiced')",-1.601342,-1.8327688,-0.2314268
45,0.110819176,0.14123303,"('incompetent', 'competent')",0.1108192,0.141233,0.0304138
46,-0.9309731,-0.90344715,"('uncompetitive', 'competitive')",-0.9309731,-0.9034472,0.0275259
47,4.8205166,4.9610243,"('stupid', 'smart')",4.8205166,4.9610243,0.1405077
