,trail_male,trail_female,tuple,average_male,average_female,female-male
0,-0.016514383,-0.097601056,"('unsociable', 'sociable')",-0.0165144,-0.0976011,-0.0810867
1,0.78136486,0.78794056,"('unfriendly', 'friendly')",0.7813649,0.7879406,0.0065757
2,-0.053993154,-0.038364302,"('unlikable', 'likable')",-0.0539932,-0.0383643,0.0156289
3,0.76214105,0.74249315,"('repellent', 'pleasant')",0.762141,0.7424932,-0.0196478
4,-7.4290023,-7.5411243,"('disliked', 'liked')",-7.4290023,-7.5411243,-0.112122
5,-0.9584093,-0.92841274,"('distant', 'outgoing')",-0.9584093,-0.9284127,0.0299966
6,-0.13078177,-0.089458466,"('distant', 'open')",-0.1307818,-0.0894585,0.0413233
7,1.0871382,1.1410693,"('insensitive', 'sensitive')",1.0871382,1.1410693,0.0539311
8,0.80230457,0.7377837,"('unaffectionate', 'affectionate')",0.8023046,0.7377837,-0.0645209
9,1.6191554,1.63484,"('unaffectionate', 'caring')",1.6191554,1.63484,0.0156846
10,0.8348854,0.77486193,"('unsympathetic', 'sympathetic')",0.8348854,0.7748619,-0.0600235
11,1.4152917,1.4698532,"('unhelpful', 'helpful')",1.4152917,1.4698532,0.0545615
12,-1.8293972,-1.8389769,"('unsupportive', 'supportive')",-1.8293972,-1.8389769,-0.0095797
13,-0.3238659,-0.39973858,"('impolite', 'polite')",-0.3238659,-0.3997386,-0.0758727
14,0.14175054,0.07770013,"('antisocial', 'social')",0.1417505,0.0777001,-0.0640504
15,0.20642826,0.14678946,"('boring', 'funny')",0.2064283,0.1467895,-0.0596388
16,-0.72567755,-0.6754638,"('unpopular', 'popular')",-0.7256775,-0.6754638,0.0502137
17,-0.46836376,-0.4666402,"('nasty', 'nice')",-0.4683638,-0.4666402,0.0017236
18,-0.6275304,-0.6625943,"('disagreeable', 'welcoming')",-0.6275304,-0.6625943,-0.0350639
19,-0.7860263,-0.791293,"('inhospitable', 'hospitable')",-0.7860263,-0.791293,-0.0052667
20,0.62197965,0.5916815,"('rough', 'thoughtful')",0.6219797,0.5916815,-0.0302982
21,-0.33908287,-0.31492135,"('immoral', 'moral')",-0.3390829,-0.3149213,0.0241616
22,-0.35598126,-0.39581904,"('untrustworthy', 'trustworthy')",-0.3559813,-0.395819,-0.0398377
23,6.1897736,6.2413893,"('insincere', 'sincere')",6.1897736,6.2413893,0.0516157
24,1.3584348,1.2516464,"('dishonest', 'honest')",1.3584348,1.2516464,-0.1067884
25,0.82606345,0.7710056,"('egoistic', 'altruistic')",0.8260635,0.7710056,-0.0550579
26,0.8140044,0.78001213,"('hardhearted', 'benevolent')",0.8140044,0.7800121,-0.0339923
27,1.563823,1.3973835,"('hardhearted', 'softhearted')",1.563823,1.3973835,-0.1664395
