,oleo_male,oleo_female,tuple,average_male,average_female,female-male
0,-0.1535704,-0.34437364,"('unsociable', 'sociable')",-0.1535704,-0.3443736,-0.1908032
1,-0.22649513,-0.21210527,"('unfriendly', 'friendly')",-0.2264951,-0.2121053,0.0143898
2,0.7671566,0.8758592,"('unlikable', 'likable')",0.7671566,0.8758592,0.1087026
3,0.51315695,0.5318917,"('repellent', 'pleasant')",0.513157,0.5318917,0.0187347
4,-2.5505118,-2.5818305,"('disliked', 'liked')",-2.5505118,-2.5818305,-0.0313187
5,-1.019376,-0.87427557,"('distant', 'outgoing')",-1.019376,-0.8742756,0.1451004
6,-1.2779814,-1.09353,"('distant', 'open')",-1.2779814,-1.0935301,0.1844513
7,0.29078692,0.25662085,"('insensitive', 'sensitive')",0.2907869,0.2566209,-0.034166
8,-0.28132087,-0.23145837,"('unaffectionate', 'affectionate')",-0.2813209,-0.2314584,0.0498625
9,-0.051417556,-0.026227618,"('unaffectionate', 'caring')",-0.0514176,-0.0262276,0.02519
10,0.11845956,0.078405306,"('unsympathetic', 'sympathetic')",0.1184596,0.0784053,-0.0400543
11,1.377671,1.3345932,"('unhelpful', 'helpful')",1.377671,1.3345932,-0.0430778
12,-0.9798778,-0.930232,"('unsupportive', 'supportive')",-0.9798778,-0.930232,0.0496458
13,0.5824317,0.44455728,"('impolite', 'polite')",0.5824317,0.4445573,-0.1378744
14,0.13854794,-0.050001673,"('antisocial', 'social')",0.1385479,-0.0500017,-0.1885496
15,0.41005123,0.3902134,"('boring', 'funny')",0.4100512,0.3902134,-0.0198378
16,-0.131388,-0.14541654,"('unpopular', 'popular')",-0.131388,-0.1454165,-0.0140285
17,-0.24368086,-0.20213036,"('nasty', 'nice')",-0.2436809,-0.2021304,0.0415505
18,-0.8629662,-0.86975646,"('disagreeable', 'welcoming')",-0.8629662,-0.8697565,-0.0067903
19,-0.8156431,-0.6250127,"('inhospitable', 'hospitable')",-0.8156431,-0.6250127,0.1906304
20,-0.11192404,-0.19349179,"('rough', 'thoughtful')",-0.111924,-0.1934918,-0.0815678
21,0.6592848,0.5905168,"('immoral', 'moral')",0.6592848,0.5905168,-0.068768
22,-0.6513685,-0.7172051,"('untrustworthy', 'trustworthy')",-0.6513685,-0.7172051,-0.0658366
23,2.4959657,2.4342778,"('insincere', 'sincere')",2.4959657,2.4342778,-0.0616879
24,0.31943935,0.2946629,"('dishonest', 'honest')",0.3194394,0.2946629,-0.0247765
25,-0.22977564,-0.23149975,"('egoistic', 'altruistic')",-0.2297756,-0.2314997,-0.0017241
26,0.49394056,0.4624819,"('hardhearted', 'benevolent')",0.4939406,0.4624819,-0.0314587
