,notebook_male,notebook_female,tuple,average_male,average_female,female-male
0,-0.80145997,-0.84210485,"('unsociable', 'sociable')",-0.80146,-0.8421049,-0.0406449
1,2.1429434,1.971585,"('unfriendly', 'friendly')",2.1429434,1.971585,-0.1713584
2,-0.062634796,0.01969698,"('unlikable', 'likable')",-0.0626348,0.019697,0.0823318
3,0.35316303,0.5170552,"('repellent', 'pleasant')",0.353163,0.5170552,0.1638922
4,-7.529944,-7.5152655,"('disliked', 'liked')",-7.5299439,-7.5152655,0.0146784
5,0.19174501,0.11612573,"('distant', 'outgoing')",0.191745,0.1161257,-0.0756193
6,0.615259,0.5093643,"('distant', 'open')",0.615259,0.5093643,-0.1058947
7,0.50136197,0.5716064,"('insensitive', 'sensitive')",0.501362,0.5716064,0.0702444
8,1.8703907,1.7039081,"('unaffectionate', 'affectionate')",1.8703907,1.7039081,-0.1664826
9,2.0523767,1.9454298,"('unaffectionate', 'caring')",2.0523767,1.9454298,-0.1069469
10,0.06834935,0.16640756,"('unsympathetic', 'sympathetic')",0.0683493,0.1664076,0.0980583
11,1.4498857,1.440302,"('unhelpful', 'helpful')",1.4498857,1.440302,-0.0095837
12,-1.8181218,-1.8673433,"('unsupportive', 'supportive')",-1.8181218,-1.8673433,-0.0492215
13,-0.8204782,-0.8434008,"('impolite', 'polite')",-0.8204782,-0.8434008,-0.0229226
14,-0.6975754,-0.6383161,"('antisocial', 'social')",-0.6975754,-0.6383161,0.0592593
15,0.16524065,0.10754465,"('boring', 'funny')",0.1652406,0.1075447,-0.0576959
16,-0.19353199,-0.15658963,"('unpopular', 'popular')",-0.193532,-0.1565896,0.0369424
17,-0.3830786,-0.34408918,"('nasty', 'nice')",-0.3830786,-0.3440892,0.0389894
18,-0.28562233,-0.35090238,"('disagreeable', 'welcoming')",-0.2856223,-0.3509024,-0.0652801
19,-0.12123429,-0.18081172,"('inhospitable', 'hospitable')",-0.1212343,-0.1808117,-0.0595774
20,0.9383773,0.91661465,"('rough', 'thoughtful')",0.9383773,0.9166147,-0.0217626
21,-1.1482589,-1.0324718,"('immoral', 'moral')",-1.1482589,-1.0324718,0.1157871
22,-1.110381,-1.0625336,"('untrustworthy', 'trustworthy')",-1.110381,-1.0625336,0.0478474
23,6.608573,6.544037,"('insincere', 'sincere')",6.608573,6.5440369,-0.0645361
24,1.5362213,1.3911918,"('dishonest', 'honest')",1.5362213,1.3911918,-0.1450295
25,1.5497817,1.4337103,"('egoistic', 'altruistic')",1.5497817,1.4337103,-0.1160714
26,0.88612425,0.82183915,"('hardhearted', 'benevolent')",0.8861243,0.8218392,-0.0642851
27,1.6424708,1.4496708,"('hardhearted', 'softhearted')",1.6424708,1.4496708,-0.1928
28,1.0860623,1.0062615,"('disloyal', 'loyal')",1.0860623,1.0062615,-0.0798008
29,-0.54287136,-0.6644788,"('unfair', 'fair')",-0.5428714,-0.6644788,-0.1216074
30,0.6323377,0.6630378,"('intolerant', 'tolerant')",0.6323377,0.6630378,0.0307001
31,-0.36750382,-0.46270758,"('evil', 'good')",-0.3675038,-0.4627076,-0.0952038
32,0.79817164,0.7439903,"('unkind', 'kind')",0.7981716,0.7439903,-0.0541813
33,0.083351,-0.07480548,"('wrong', 'right')",0.083351,-0.0748055,-0.1581565
34,4.922558,4.9554315,"('mean', 'honorable')",4.9225578,4.9554315,0.0328737
35,0.032711048,-0.19349186,"('corrupt', 'incorrupt')",0.032711,-0.1934919,-0.2262029
36,0.1859226,0.039132603,"('hostile', 'amicable')",0.1859226,0.0391326,-0.14679
37,0.817836,0.84863925,"('fake', 'genuine')",0.817836,0.8486392,0.0308032
38,0.12106645,0.021586522,"('untruthful', 'truthful')",0.1210665,0.0215865,-0.09948
39,0.32677862,0.28288275,"('exploitative', 'cooperative')",0.3267786,0.2828828,-0.0438958
40,-1.446392,-1.5413471,"('stingy', 'generous')",-1.4463921,-1.5413471,-0.094955
41,-0.11657633,-0.17463109,"('unforgiving', 'forgiving')",-0.1165763,-0.1746311,-0.0580548
42,-3.1275215,-2.9814274,"('unreliable', 'reliable')",-3.1275215,-2.9814274,0.1460941
43,0.51095986,0.5102664,"('irresponsible', 'responsible')",0.5109599,0.5102664,-0.0006935
44,-1.3783082,-1.2951878,"('prejudiced', 'unprejudiced')",-1.3783082,-1.2951878,0.0831204
45,-0.6990561,-0.66833824,"('incompetent', 'competent')",-0.6990561,-0.6683382,0.0307179
46,-1.5660543,-1.5204922,"('uncompetitive', 'competitive')",-1.5660543,-1.5204922,0.0455621
47,4.9184146,4.979203,"('stupid', 'smart')",4.9184146,4.9792032,0.0607886
48,0.48040354,0.39562955,"('unintelligent', 'intelligent')",0.4804035,0.3956296,-0.0847739
49,0.061310496,0.111524716,"('unable', 'able')",0.0613105,0.1115247,0.0502142
50,-0.22184744,-0.26258063,"('clumsy', 'skillful')",-0.2218474,-0.2625806,-0.0407332
51,-0.11171241,-0.018961519,"('uneducated', 'educated')",-0.1117124,-0.0189615,0.0927509
52,0.07210758,-0.051384907,"('irrational', 'rational')",0.0721076,-0.0513849,-0.1234925
53,0.66066575,0.50499684,"('uncreative', 'creative')",0.6606658,0.5049968,-0.155669
54,1.4390768,1.4333861,"('incapable', 'capable')",1.4390768,1.4333861,-0.0056907
55,0.16530392,0.22549419,"('incompetent', 'clever')",0.1653039,0.2254942,0.0601903
56,-0.01661596,-0.017160643,"('impractical', 'practical')",-0.016616,-0.0171606,-0.0005446
57,-3.4082148,-3.2386956,"('unimaginative', 'imaginative')",-3.4082148,-3.2386956,0.1695192
58,0.16071345,0.19047341,"('undiscriminating', 'discriminating')",0.1607134,0.1904734,0.02976
59,0.064243846,0.046507604,"('foolish', 'wise')",0.0642438,0.0465076,-0.0177362
60,-0.2512149,-0.18932483,"('inefficient', 'efficient')",-0.2512149,-0.1893248,0.0618901
61,0.47970515,0.23238939,"('illogical', 'logical')",0.4797052,0.2323894,-0.2473158
62,-0.14212085,-0.035135973,"('incompetent', 'brilliant')",-0.1421209,-0.035136,0.1069849
63,-0.10919955,-0.09962091,"('unperceptive', 'insightful')",-0.1091995,-0.0996209,0.0095786
64,-7.2670474,-7.1234217,"('shy', 'confident')",-7.2670474,-7.1234217,0.1436257
65,-0.5012848,-0.43701065,"('insecure', 'secure')",-0.5012848,-0.4370106,0.0642742
66,-0.35826772,-0.33028674,"('inactive', 'active')",-0.3582677,-0.3302867,0.027981
67,-0.28296596,-0.28538978,"('doubtful', 'determined')",-0.282966,-0.2853898,-0.0024238
68,-0.65721154,-0.64890814,"('dependent', 'independent')",-0.6572115,-0.6489081,0.0083034
69,-1.3866346,-1.467307,"('lazy', 'industrious')",-1.3866346,-1.467307,-0.0806724
70,0.15746462,0.30377892,"('lethargic', 'energetic')",0.1574646,0.3037789,0.1463143
71,1.0832096,1.049222,"('diffident', 'self-confident')",1.0832096,1.049222,-0.0339876
72,0.4755441,0.57362187,"('unambitious', 'ambitious')",0.4755441,0.5736219,0.0980778
73,-2.8945172,-2.7705925,"('helpless', 'self-reliant')",-2.8945172,-2.7705925,0.1239247
74,-0.17403205,-0.2621163,"('undedicated', 'dedicated')",-0.174032,-0.2621163,-0.0880843
75,-0.8664702,-0.7183996,"('meek', 'impulsive')",-0.8664702,-0.7183996,0.1480706
76,0.00962241,0.123004965,"('anxious', 'daring')",0.0096224,0.123005,0.1133826
77,-1.634749,-1.4982615,"('unmotivated', 'motivated')",-1.6347491,-1.4982615,0.1364876
78,-0.5335805,-0.58371377,"('nonresilient', 'resilient')",-0.5335805,-0.5837138,-0.0501333
79,0.33899686,0.27694544,"('wavering', 'unwavering')",0.3389969,0.2769454,-0.0620515
80,-1.2081716,-1.1370571,"('dominated', 'dominating')",-1.2081716,-1.1370571,0.0711145
81,-1.1366317,-0.8950919,"('submissive', 'aggressive')",-1.1366317,-0.8950919,0.2415398
82,6.2652745,6.4366198,"('poor', 'rich')",6.2652745,6.4366198,0.1713453
83,-0.49685514,-0.46864223,"('powerless', 'powerful')",-0.4968551,-0.4686422,0.0282129
84,0.79006124,0.77857196,"('inferior', 'superior')",0.7900612,0.778572,-0.0114892
85,0.7891404,0.63308144,"('insignificant', 'prestigious')",0.7891404,0.6330814,-0.156059
86,-0.10112891,-0.13471481,"('uninfluential', 'influential')",-0.1011289,-0.1347148,-0.0335859
87,-0.7507682,-0.6484101,"('unsuccessful', 'successful')",-0.7507682,-0.6484101,0.1023581
88,0.26793185,0.32007727,"('low', 'eminent')",0.2679318,0.3200773,0.0521455
