,celebrity_male,celebrity_female,tuple,average_male,average_female,female-male
0,0.43420863,0.40189826,"('unsociable', 'sociable')",0.4342086,0.4018983,-0.0323103
1,0.86654705,0.8463261,"('unfriendly', 'friendly')",0.866547,0.8463261,-0.0202209
2,0.20730679,0.32969096,"('unlikable', 'likable')",0.2073068,0.329691,0.1223842
3,0.9850637,0.9855595,"('repellent', 'pleasant')",0.9850637,0.9855595,0.0004958
4,-7.5925303,-7.7353706,"('disliked', 'liked')",-7.5925303,-7.7353706,-0.1428403
5,-1.0572408,-1.0763961,"('distant', 'outgoing')",-1.0572408,-1.0763961,-0.0191553
6,-0.6861484,-0.72255933,"('distant', 'open')",-0.6861484,-0.7225593,-0.0364109
7,1.2891036,1.3099449,"('insensitive', 'sensitive')",1.2891036,1.3099449,0.0208413
8,0.65927166,0.6270464,"('unaffectionate', 'affectionate')",0.6592717,0.6270464,-0.0322253
9,1.5451128,1.7012932,"('unaffectionate', 'caring')",1.5451128,1.7012932,0.1561804
10,1.681666,1.6914628,"('unsympathetic', 'sympathetic')",1.681666,1.6914628,0.0097968
11,1.8682954,2.0570843,"('unhelpful', 'helpful')",1.8682954,2.0570843,0.1887889
12,-1.5345706,-1.5221616,"('unsupportive', 'supportive')",-1.5345706,-1.5221616,0.012409
13,0.63146746,0.659348,"('impolite', 'polite')",0.6314675,0.659348,0.0278805
14,0.46338445,0.39505994,"('antisocial', 'social')",0.4633844,0.3950599,-0.0683245
15,0.16469437,0.12164807,"('boring', 'funny')",0.1646944,0.1216481,-0.0430463
16,-0.5678025,-0.5328382,"('unpopular', 'popular')",-0.5678025,-0.5328382,0.0349643
17,-0.4446159,-0.4547721,"('nasty', 'nice')",-0.4446159,-0.4547721,-0.0101562
18,-0.65975875,-0.7172765,"('disagreeable', 'welcoming')",-0.6597587,-0.7172765,-0.0575178
19,-1.0796535,-0.99705505,"('inhospitable', 'hospitable')",-1.0796535,-0.9970551,0.0825984
20,1.1013473,1.0253565,"('rough', 'thoughtful')",1.1013473,1.0253565,-0.0759908
21,0.5065712,0.63981,"('immoral', 'moral')",0.5065712,0.63981,0.1332388
22,0.16289912,0.13951795,"('untrustworthy', 'trustworthy')",0.1628991,0.1395179,-0.0233812
23,6.4801855,6.641738,"('insincere', 'sincere')",6.4801855,6.6417379,0.1615524
24,1.8009778,1.7636291,"('dishonest', 'honest')",1.8009778,1.7636291,-0.0373487
25,-0.28200576,-0.3524797,"('egoistic', 'altruistic')",-0.2820058,-0.3524797,-0.0704739
26,0.39311832,0.38036114,"('hardhearted', 'benevolent')",0.3931183,0.3803611,-0.0127572
27,1.7513566,1.5736446,"('hardhearted', 'softhearted')",1.7513566,1.5736446,-0.177712
28,1.1242783,1.186711,"('disloyal', 'loyal')",1.1242783,1.186711,0.0624327
29,-0.54034144,-0.70973104,"('unfair', 'fair')",-0.5403414,-0.709731,-0.1693896
30,1.2955456,1.3477722,"('intolerant', 'tolerant')",1.2955456,1.3477722,0.0522266
31,-2.251116,-2.3953357,"('evil', 'good')",-2.251116,-2.3953357,-0.1442197
32,1.5170145,1.5866445,"('unkind', 'kind')",1.5170145,1.5866445,0.06963
33,-0.649052,-0.6320451,"('wrong', 'right')",-0.649052,-0.6320451,0.0170069
34,4.3534803,4.556337,"('mean', 'honorable')",4.3534803,4.5563369,0.2028566
35,-1.6483711,-1.8063902,"('corrupt', 'incorrupt')",-1.6483711,-1.8063902,-0.1580191
36,-1.3831754,-1.4875956,"('hostile', 'amicable')",-1.3831754,-1.4875956,-0.1044202
37,0.7959704,0.74487925,"('fake', 'genuine')",0.7959704,0.7448792,-0.0510912
38,-0.20591836,-0.000835076,"('untruthful', 'truthful')",-0.2059184,-0.0008351,0.2050833
39,0.2652952,0.27206695,"('exploitative', 'cooperative')",0.2652952,0.272067,0.0067718
40,-1.6889778,-1.9664905,"('stingy', 'generous')",-1.6889778,-1.9664905,-0.2775127
41,0.48073852,0.4471812,"('unforgiving', 'forgiving')",0.4807385,0.4471812,-0.0335573
42,-2.140796,-2.2046106,"('unreliable', 'reliable')",-2.1407959,-2.2046106,-0.0638147
43,1.7222667,1.8544782,"('irresponsible', 'responsible')",1.7222667,1.8544782,0.1322115
44,-1.0926524,-1.1727402,"('prejudiced', 'unprejudiced')",-1.0926524,-1.1727402,-0.0800878
