,weyerhaeuser_male,weyerhaeuser_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-1.6469632,-1.7615893,"('unsociable', 'sociable')",-0.20027241,-0.33013383,-0.9236178,-1.0458616,-0.1222438
1,-0.1228254,-0.24362655,"('unfriendly', 'friendly')",1.0557629,0.93474966,0.4664688,0.3455616,-0.1209072
2,0.15011466,0.16107501,"('unlikable', 'likable')",0.6476638,0.772229,0.3988892,0.466652,0.0677628
3,-1.592743,-1.5953337,"('repellent', 'pleasant')",0.46519092,0.47933897,-0.5637761,-0.5579973,0.0057788
4,0.6857243,0.63162994,"('disliked', 'liked')",-6.951654,-7.0497804,-3.1329648,-3.2090752,-0.0761104
5,1.1249388,1.142864,"('distant', 'outgoing')",-0.65960026,-0.55336326,0.2326693,0.2947504,0.0620811
6,1.2968848,1.3494693,"('distant', 'open')",-0.53940344,-0.44229534,0.3787407,0.453587,0.0748463
7,-0.93035793,-0.9218673,"('insensitive', 'sensitive')",-0.33146834,-0.28702465,-0.6309131,-0.604446,0.0264671
8,-0.27397114,-0.36260763,"('unaffectionate', 'affectionate')",0.35038036,0.304865,0.0382046,-0.0288713,-0.0670759
9,-0.13752519,-0.24105734,"('unaffectionate', 'caring')",1.0730609,1.0197276,0.4677678,0.3893351,-0.0784327
10,-2.233777,-2.2749906,"('unsympathetic', 'sympathetic')",-0.34317005,-0.37009037,-1.2884736,-1.3225405,-0.0340669
11,-1.259508,-1.294649,"('unhelpful', 'helpful')",1.8311517,1.8982702,0.2858219,0.3018106,0.0159887
12,-0.6562577,-0.6753313,"('unsupportive', 'supportive')",-2.3447356,-2.253911,-1.5004966,-1.4646212,0.0358754
13,-0.91556925,-0.9660052,"('impolite', 'polite')",-0.33576003,-0.35197836,-0.6256647,-0.6589918,-0.0333271
14,-1.5638021,-1.6524465,"('antisocial', 'social')",-0.19508374,-0.2458658,-0.8794429,-0.9491562,-0.0697133
15,0.24958894,0.20862424,"('boring', 'funny')",0.5993816,0.61218035,0.4244853,0.4104023,-0.014083
16,0.07940347,0.052650347,"('unpopular', 'popular')",-0.05676974,-0.113241516,0.0113169,-0.0302956,-0.0416125
17,-0.2697318,-0.17264691,"('nasty', 'nice')",-0.38434696,-0.35353604,-0.3270394,-0.2630915,0.0639479
18,0.041273665,0.06925593,"('disagreeable', 'welcoming')",-1.1351876,-1.1229429,-0.546957,-0.5268435,0.0201135
19,0.4478194,0.47904533,"('inhospitable', 'hospitable')",-0.52832013,-0.4417353,-0.0402504,0.018655,0.0589054
20,-0.24196571,-0.24718006,"('rough', 'thoughtful')",0.8189357,0.7891922,0.288485,0.2710061,-0.0174789
21,-1.4509277,-1.5175624,"('immoral', 'moral')",-0.6877031,-0.73589647,-1.0693154,-1.1267295,-0.0574141
22,-1.4451977,-1.4945713,"('untrustworthy', 'trustworthy')",-0.8056926,-0.83935595,-1.1254451,-1.1669636,-0.0415185
23,-1.0919567,-1.1771711,"('insincere', 'sincere')",5.7779846,5.739522,2.343014,2.2811754,-0.0618386
24,-1.0669849,-1.1185459,"('dishonest', 'honest')",0.832731,0.82812476,-0.1171269,-0.1452106,-0.0280837
25,1.064849,1.03689,"('egoistic', 'altruistic')",1.1000323,1.0289102,1.0824406,1.0329001,-0.0495405
26,-0.03229595,-0.1203616,"('hardhearted', 'benevolent')",1.6170567,1.5104582,0.7923804,0.6950483,-0.0973321
27,-0.30825216,-0.28868607,"('hardhearted', 'softhearted')",0.39216855,0.39083675,0.0419582,0.0510753,0.0091171
28,-0.76641256,-0.95371807,"('disloyal', 'loyal')",0.9922046,0.8011069,0.112896,-0.0763056,-0.1892016
29,-0.2558466,-0.25108993,"('unfair', 'fair')",-0.7274744,-0.7731704,-0.4916605,-0.5121301,-0.0204696
30,-0.91481495,-0.9428696,"('intolerant', 'tolerant')",0.6554897,0.693622,-0.1296626,-0.1246238,0.0050388
31,0.8952579,0.98933715,"('evil', 'good')",-1.4130176,-1.3948873,-0.2588799,-0.2027751,0.0561048
32,-0.5811638,-0.6353781,"('unkind', 'kind')",1.0004054,0.8740875,0.2096208,0.1193547,-0.0902661
33,1.0984527,1.0502768,"('wrong', 'right')",-0.6546349,-0.7019105,0.2219089,0.1741831,-0.0477258
34,-0.40383193,-0.3114025,"('mean', 'honorable')",5.1389236,5.290121,2.3675458,2.4893594,0.1218136
