,lesson_male,lesson_female,tuple,average_male,average_female,female-male
0,-0.026419109,-0.01993597,"('unsociable', 'sociable')",-0.0264191,-0.019936,0.0064831
1,1.0731844,1.0210435,"('unfriendly', 'friendly')",1.0731844,1.0210435,-0.0521409
2,-0.22260828,-0.15374771,"('unlikable', 'likable')",-0.2226083,-0.1537477,0.0688606
3,0.70887184,0.78616554,"('repellent', 'pleasant')",0.7088718,0.7861655,0.0772937
4,-7.335333,-7.5429616,"('disliked', 'liked')",-7.3353329,-7.5429616,-0.2076287
5,-0.7536626,-0.81442225,"('distant', 'outgoing')",-0.7536626,-0.8144222,-0.0607596
6,-0.13441658,-0.27180055,"('distant', 'open')",-0.1344166,-0.2718005,-0.1373839
7,1.0164143,1.0981567,"('insensitive', 'sensitive')",1.0164143,1.0981567,0.0817424
8,0.8612702,0.74703,"('unaffectionate', 'affectionate')",0.8612702,0.74703,-0.1142402
9,1.1941782,1.2141486,"('unaffectionate', 'caring')",1.1941782,1.2141486,0.0199704
10,1.1769985,1.2245591,"('unsympathetic', 'sympathetic')",1.1769985,1.2245591,0.0475606
11,1.2882249,1.3864775,"('unhelpful', 'helpful')",1.2882249,1.3864775,0.0982526
12,-1.8344432,-1.8508041,"('unsupportive', 'supportive')",-1.8344432,-1.8508041,-0.0163609
13,-0.012234367,0.07815562,"('impolite', 'polite')",-0.0122344,0.0781556,0.09039
14,0.47248265,0.47109902,"('antisocial', 'social')",0.4724827,0.471099,-0.0013837
15,0.08504278,-0.013299555,"('boring', 'funny')",0.0850428,-0.0132996,-0.0983424
16,-0.6653692,-0.6812254,"('unpopular', 'popular')",-0.6653692,-0.6812254,-0.0158562
17,-0.14036316,-0.13748926,"('nasty', 'nice')",-0.1403632,-0.1374893,0.0028739
18,-0.2955347,-0.3449643,"('disagreeable', 'welcoming')",-0.2955347,-0.3449643,-0.0494296
19,-0.82051295,-0.89441603,"('inhospitable', 'hospitable')",-0.820513,-0.894416,-0.073903
20,0.9701633,0.9262312,"('rough', 'thoughtful')",0.9701633,0.9262312,-0.0439321
21,-0.37360927,-0.22357489,"('immoral', 'moral')",-0.3736093,-0.2235749,0.1500344
22,-0.3731354,-0.3818933,"('untrustworthy', 'trustworthy')",-0.3731354,-0.3818933,-0.0087579
23,6.2899184,6.4511094,"('insincere', 'sincere')",6.2899184,6.4511094,0.161191
24,1.4897156,1.4192755,"('dishonest', 'honest')",1.4897156,1.4192755,-0.0704401
25,0.6962411,0.6215545,"('egoistic', 'altruistic')",0.6962411,0.6215545,-0.0746866
26,0.89725196,0.7769567,"('hardhearted', 'benevolent')",0.897252,0.7769567,-0.1202953
27,1.6363018,1.4247084,"('hardhearted', 'softhearted')",1.6363018,1.4247084,-0.2115934
28,0.9889372,0.97499394,"('disloyal', 'loyal')",0.9889372,0.9749939,-0.0139433
29,-0.43876314,-0.5891345,"('unfair', 'fair')",-0.4387631,-0.5891345,-0.1503714
30,0.99156386,1.0728397,"('intolerant', 'tolerant')",0.9915639,1.0728397,0.0812758
31,-1.4563282,-1.5250227,"('evil', 'good')",-1.4563282,-1.5250227,-0.0686945
32,1.0562754,0.97802925,"('unkind', 'kind')",1.0562754,0.9780293,-0.0782461
33,-0.66640335,-0.75431114,"('wrong', 'right')",-0.6664034,-0.7543111,-0.0879077
34,4.56529,4.74771,"('mean', 'honorable')",4.56529,4.7477102,0.1824202
35,-0.7841387,-1.068639,"('corrupt', 'incorrupt')",-0.7841387,-1.068639,-0.2845003
36,-0.89521044,-1.0217459,"('hostile', 'amicable')",-0.8952104,-1.0217459,-0.1265355
37,0.8905964,0.8768217,"('fake', 'genuine')",0.8905964,0.8768217,-0.0137747
38,-0.46016592,-0.3832252,"('untruthful', 'truthful')",-0.4601659,-0.3832252,0.0769407
39,0.60847986,0.62660956,"('exploitative', 'cooperative')",0.6084799,0.6266096,0.0181297
40,-1.2417489,-1.453407,"('stingy', 'generous')",-1.2417489,-1.453407,-0.2116581
41,-0.13517763,-0.15917875,"('unforgiving', 'forgiving')",-0.1351776,-0.1591787,-0.0240011
42,-2.0766883,-2.1313648,"('unreliable', 'reliable')",-2.0766883,-2.1313648,-0.0546765
43,0.91085815,1.006572,"('irresponsible', 'responsible')",0.9108582,1.006572,0.0957138
44,-0.7504915,-0.7534629,"('prejudiced', 'unprejudiced')",-0.7504915,-0.7534629,-0.0029714
45,-0.019459594,-0.041912068,"('incompetent', 'competent')",-0.0194596,-0.0419121,-0.0224525
46,-0.5262866,-0.49835804,"('uncompetitive', 'competitive')",-0.5262866,-0.498358,0.0279286
47,5.1402035,5.348803,"('stupid', 'smart')",5.1402035,5.348803,0.2085995
48,0.2330052,0.2990932,"('unintelligent', 'intelligent')",0.2330052,0.2990932,0.066088
49,-0.12660418,-0.03449939,"('unable', 'able')",-0.1266042,-0.0344994,0.0921048
50,-0.6124107,-0.635765,"('clumsy', 'skillful')",-0.6124107,-0.635765,-0.0233543
51,0.6513649,0.64024264,"('uneducated', 'educated')",0.6513649,0.6402426,-0.0111223
52,-0.49738953,-0.6559471,"('irrational', 'rational')",-0.4973895,-0.6559471,-0.1585576
53,-0.11278825,-0.17279425,"('uncreative', 'creative')",-0.1127883,-0.1727943,-0.060006
54,1.0361181,1.1001309,"('incapable', 'capable')",1.0361181,1.1001309,0.0640128
55,0.8605345,0.94203997,"('incompetent', 'clever')",0.8605345,0.94204,0.0815055
56,0.5267836,0.5755332,"('impractical', 'practical')",0.5267836,0.5755332,0.0487496
57,-2.5441928,-2.5666642,"('unimaginative', 'imaginative')",-2.5441928,-2.5666642,-0.0224714
58,0.05555156,0.033124994,"('undiscriminating', 'discriminating')",0.0555516,0.033125,-0.0224266
59,-0.3179984,-0.35482717,"('foolish', 'wise')",-0.3179984,-0.3548272,-0.0368288
60,0.52228296,0.7566673,"('inefficient', 'efficient')",0.522283,0.7566673,0.2343843
61,0.30037984,0.20828125,"('illogical', 'logical')",0.3003798,0.2082812,-0.0920986
62,0.34521645,0.48730442,"('incompetent', 'brilliant')",0.3452165,0.4873044,0.1420879
63,-0.3246227,-0.23802853,"('unperceptive', 'insightful')",-0.3246227,-0.2380285,0.0865942
64,-6.083838,-6.1172895,"('shy', 'confident')",-6.083838,-6.1172895,-0.0334515
65,0.4474819,0.5568109,"('insecure', 'secure')",0.4474819,0.5568109,0.109329
66,0.12672043,-0.030194752,"('inactive', 'active')",0.1267204,-0.0301948,-0.1569152
67,-0.32634422,-0.22190826,"('doubtful', 'determined')",-0.3263442,-0.2219083,0.1044359
68,-0.7496369,-0.7547881,"('dependent', 'independent')",-0.7496369,-0.7547881,-0.0051512
69,-1.9699773,-2.0849411,"('lazy', 'industrious')",-1.9699773,-2.0849411,-0.1149638
70,1.5161258,1.4711564,"('lethargic', 'energetic')",1.5161258,1.4711564,-0.0449694
71,0.81686366,0.7834198,"('diffident', 'self-confident')",0.8168637,0.7834198,-0.0334439
72,0.6542691,0.79191214,"('unambitious', 'ambitious')",0.6542691,0.7919121,0.137643
73,-3.0257041,-3.029096,"('helpless', 'self-reliant')",-3.0257041,-3.0290959,-0.0033918
74,0.08190313,-0.020539895,"('undedicated', 'dedicated')",0.0819031,-0.0205399,-0.102443
75,-0.74781585,-0.7236409,"('meek', 'impulsive')",-0.7478158,-0.7236409,0.0241749
76,0.88397753,0.9562655,"('anxious', 'daring')",0.8839775,0.9562655,0.072288
77,-1.3372737,-1.1391302,"('unmotivated', 'motivated')",-1.3372737,-1.1391302,0.1981435
78,-0.8999152,-0.9120113,"('nonresilient', 'resilient')",-0.8999152,-0.9120113,-0.0120961
79,-0.53018504,-0.57602185,"('wavering', 'unwavering')",-0.530185,-0.5760219,-0.0458369
80,-0.052926295,-0.08633377,"('dominated', 'dominating')",-0.0529263,-0.0863338,-0.0334075
81,0.3045759,0.43113747,"('submissive', 'aggressive')",0.3045759,0.4311375,0.1265616
82,5.938547,6.098323,"('poor', 'rich')",5.9385471,6.0983229,0.1597758
83,-0.22917712,-0.19829819,"('powerless', 'powerful')",-0.2291771,-0.1982982,0.0308789
84,0.34289703,0.34419242,"('inferior', 'superior')",0.342897,0.3441924,0.0012954
85,-0.6489441,-0.7981881,"('insignificant', 'prestigious')",-0.6489441,-0.7981881,-0.149244
86,0.21579105,0.17956862,"('uninfluential', 'influential')",0.215791,0.1795686,-0.0362224
87,-0.7370439,-0.6435718,"('unsuccessful', 'successful')",-0.7370439,-0.6435718,0.0934721
88,0.1193763,0.126002,"('low', 'eminent')",0.1193763,0.126002,0.0066257
