,pagan_male,pagan_female,tuple,average_male,average_female,female-male
0,0.18599351,-0.010101851,"('unsociable', 'sociable')",0.1859935,-0.0101019,-0.1960954
1,1.5345545,1.4841129,"('unfriendly', 'friendly')",1.5345545,1.4841129,-0.0504416
2,0.08402163,0.2129972,"('unlikable', 'likable')",0.0840216,0.2129972,0.1289756
3,1.0300053,1.1009371,"('repellent', 'pleasant')",1.0300053,1.1009371,0.0709318
4,-7.0527277,-7.228875,"('disliked', 'liked')",-7.0527277,-7.2288752,-0.1761475
5,-0.29686558,-0.08987326,"('distant', 'outgoing')",-0.2968656,-0.0898733,0.2069923
6,0.050592143,0.20977151,"('distant', 'open')",0.0505921,0.2097715,0.1591794
7,1.4970111,1.4869444,"('insensitive', 'sensitive')",1.4970111,1.4869444,-0.0100667
8,1.044828,1.1051216,"('unaffectionate', 'affectionate')",1.0448281,1.1051216,0.0602935
9,1.6402198,1.9768847,"('unaffectionate', 'caring')",1.6402198,1.9768847,0.3366649
10,1.1022083,1.0181582,"('unsympathetic', 'sympathetic')",1.1022083,1.0181582,-0.0840501
11,1.8527867,1.9778271,"('unhelpful', 'helpful')",1.8527867,1.9778271,0.1250404
12,-1.1749426,-1.0118101,"('unsupportive', 'supportive')",-1.1749426,-1.0118101,0.1631325
13,0.15381987,0.009443186,"('impolite', 'polite')",0.1538199,0.0094432,-0.1443767
14,-0.118108906,-0.35498917,"('antisocial', 'social')",-0.1181089,-0.3549892,-0.2368803
15,0.49095228,0.40400738,"('boring', 'funny')",0.4909523,0.4040074,-0.0869449
16,-0.40202352,-0.2109672,"('unpopular', 'popular')",-0.4020235,-0.2109672,0.1910563
17,-0.30837843,-0.2664345,"('nasty', 'nice')",-0.3083784,-0.2664345,0.0419439
18,-0.21528055,-0.17319967,"('disagreeable', 'welcoming')",-0.2152805,-0.1731997,0.0420808
19,-0.33602065,-0.036535777,"('inhospitable', 'hospitable')",-0.3360206,-0.0365358,0.2994848
20,0.47503483,0.3216158,"('rough', 'thoughtful')",0.4750348,0.3216158,-0.153419
21,-0.15809387,-0.11215507,"('immoral', 'moral')",-0.1580939,-0.1121551,0.0459388
22,-0.49914843,-0.5678015,"('untrustworthy', 'trustworthy')",-0.4991484,-0.5678015,-0.0686531
23,6.7560205,7.025512,"('insincere', 'sincere')",6.7560205,7.0255122,0.2694917
24,1.7568271,1.9606416,"('dishonest', 'honest')",1.7568271,1.9606416,0.2038145
25,1.1188954,1.0180473,"('egoistic', 'altruistic')",1.1188954,1.0180473,-0.1008481
26,0.72175324,0.32140988,"('hardhearted', 'benevolent')",0.7217532,0.3214099,-0.4003433
27,1.8226161,1.6767687,"('hardhearted', 'softhearted')",1.8226161,1.6767687,-0.1458474
28,1.3394476,1.327896,"('disloyal', 'loyal')",1.3394476,1.327896,-0.0115516
29,-0.78683805,-0.8145098,"('unfair', 'fair')",-0.7868381,-0.8145098,-0.0276717
30,1.1428435,1.1786529,"('intolerant', 'tolerant')",1.1428435,1.1786529,0.0358094
31,-1.4250973,-1.4455262,"('evil', 'good')",-1.4250973,-1.4455262,-0.0204289
32,1.4437996,1.3572811,"('unkind', 'kind')",1.4437996,1.3572811,-0.0865185
33,-0.14827657,0.11552815,"('wrong', 'right')",-0.1482766,0.1155282,0.2638048
34,4.558887,4.94915,"('mean', 'honorable')",4.558887,4.9491501,0.3902631
35,-1.0787235,-1.0337635,"('corrupt', 'incorrupt')",-1.0787235,-1.0337635,0.04496
36,-1.3473064,-1.419184,"('hostile', 'amicable')",-1.3473064,-1.419184,-0.0718776
37,1.2407486,1.1461722,"('fake', 'genuine')",1.2407486,1.1461722,-0.0945764
38,-0.07191621,-0.013562076,"('untruthful', 'truthful')",-0.0719162,-0.0135621,0.0583541
39,0.36950547,0.37717336,"('exploitative', 'cooperative')",0.3695055,0.3771734,0.0076679
40,-0.59567773,-0.825812,"('stingy', 'generous')",-0.5956777,-0.825812,-0.2301343
41,-0.20964135,-0.38159502,"('unforgiving', 'forgiving')",-0.2096414,-0.381595,-0.1719536
42,-1.9481539,-1.9996703,"('unreliable', 'reliable')",-1.9481539,-1.9996703,-0.0515164
43,1.126328,1.2286162,"('irresponsible', 'responsible')",1.126328,1.2286162,0.1022882
44,-1.3474046,-1.615677,"('prejudiced', 'unprejudiced')",-1.3474046,-1.615677,-0.2682724
45,0.23170456,0.1419616,"('incompetent', 'competent')",0.2317046,0.1419616,-0.089743
46,-0.7565436,-0.8085527,"('uncompetitive', 'competitive')",-0.7565436,-0.8085527,-0.0520091
47,4.734233,5.0116363,"('stupid', 'smart')",4.7342329,5.0116363,0.2774034
48,0.5607159,0.57174075,"('unintelligent', 'intelligent')",0.5607159,0.5717407,0.0110248
49,0.2014945,0.40854755,"('unable', 'able')",0.2014945,0.4085476,0.2070531
50,-0.08700877,-0.005219198,"('clumsy', 'skillful')",-0.0870088,-0.0052192,0.0817896
51,0.9761243,0.91024846,"('uneducated', 'educated')",0.9761243,0.9102485,-0.0658758
52,-0.21790278,-0.20617071,"('irrational', 'rational')",-0.2179028,-0.2061707,0.0117321
53,0.08968455,0.1346925,"('uncreative', 'creative')",0.0896846,0.1346925,0.0450079
54,1.1926568,1.6056566,"('incapable', 'capable')",1.1926568,1.6056566,0.4129998
55,1.0971981,1.0230888,"('incompetent', 'clever')",1.0971981,1.0230888,-0.0741093
56,0.4868392,0.6568074,"('impractical', 'practical')",0.4868392,0.6568074,0.1699682
57,-2.1344507,-2.3765385,"('unimaginative', 'imaginative')",-2.1344507,-2.3765385,-0.2420878
58,-0.04199365,-0.22520204,"('undiscriminating', 'discriminating')",-0.0419937,-0.225202,-0.1832083
59,-0.09729053,-0.08879915,"('foolish', 'wise')",-0.0972905,-0.0887991,0.0084914
60,0.58398104,0.6529625,"('inefficient', 'efficient')",0.583981,0.6529625,0.0689815
61,0.3165254,0.30216518,"('illogical', 'logical')",0.3165254,0.3021652,-0.0143602
62,1.3390619,1.5391216,"('incompetent', 'brilliant')",1.3390619,1.5391216,0.2000597
63,0.42978612,0.48701036,"('unperceptive', 'insightful')",0.4297861,0.4870104,0.0572243
64,-6.2218027,-6.3231106,"('shy', 'confident')",-6.2218027,-6.3231106,-0.1013079
65,0.29157233,0.31296444,"('insecure', 'secure')",0.2915723,0.3129644,0.0213921
66,-0.33628815,-0.3729362,"('inactive', 'active')",-0.3362882,-0.3729362,-0.036648
67,-0.6384777,-0.61583006,"('doubtful', 'determined')",-0.6384777,-0.6158301,0.0226476
68,-0.5368129,-0.3303612,"('dependent', 'independent')",-0.5368129,-0.3303612,0.2064517
69,-1.9486344,-1.8487588,"('lazy', 'industrious')",-1.9486344,-1.8487588,0.0998756
70,1.5585823,1.4495581,"('lethargic', 'energetic')",1.5585823,1.4495581,-0.1090242
71,0.36525682,0.51234365,"('diffident', 'self-confident')",0.3652568,0.5123436,0.1470868
72,0.98987216,1.2041057,"('unambitious', 'ambitious')",0.9898722,1.2041057,0.2142335
73,-2.461891,-2.3963275,"('helpless', 'self-reliant')",-2.4618909,-2.3963275,0.0655634
74,0.41044715,0.2773639,"('undedicated', 'dedicated')",0.4104472,0.2773639,-0.1330833
75,-1.0192956,-0.95363164,"('meek', 'impulsive')",-1.0192956,-0.9536316,0.065664
76,0.6679166,0.5079624,"('anxious', 'daring')",0.6679166,0.5079624,-0.1599542
77,-1.4041877,-1.1173599,"('unmotivated', 'motivated')",-1.4041877,-1.1173599,0.2868278
78,-0.71276695,-0.6269065,"('nonresilient', 'resilient')",-0.7127669,-0.6269065,0.0858604
79,-0.172324,-0.0756309,"('wavering', 'unwavering')",-0.172324,-0.0756309,0.0966931
80,0.2412548,0.116700254,"('dominated', 'dominating')",0.2412548,0.1167003,-0.1245545
81,0.10483986,0.011697061,"('submissive', 'aggressive')",0.1048399,0.0116971,-0.0931428
82,6.4008317,6.765953,"('poor', 'rich')",6.4008317,6.7659531,0.3651214
83,-0.38535413,-0.2780167,"('powerless', 'powerful')",-0.3853541,-0.2780167,0.1073374
84,0.13104352,0.21310352,"('inferior', 'superior')",0.1310435,0.2131035,0.08206
85,-1.0127648,-1.1383773,"('insignificant', 'prestigious')",-1.0127648,-1.1383773,-0.1256125
86,0.86274886,0.77056724,"('uninfluential', 'influential')",0.8627489,0.7705672,-0.0921817
87,0.27619687,0.43068692,"('unsuccessful', 'successful')",0.2761969,0.4306869,0.15449
88,0.2546868,0.39615253,"('low', 'eminent')",0.2546868,0.3961525,0.1414657
